city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7,indoor,sky_share,road_share,ceiling_share
City of London,cloak_lane/west_to_east/007_n00408_E_R.jpg,n00408,cloak_lane,west_to_east,R,7,E,True,,cloak_lane,,,1,1.0757628495185056,7,6.535948975647468,2,2.2543443917851502,2,1.9790720311486047,6,5.596926127912742,2,2.2925491679273824,5,5.106320431161195,5,4.831362612612613,6,5.596097662771285,1,1.454195535026944,,,,,,,,,,,,1,7,2,1,6,1,6,5,6,1,0.8619,0.0624,0.0379,0.0084,0.0123,0.0075,0.0096,0.0024,0.0057,0.0292,0.0375,0.1308,0.277,0.5174,0.2465,0.3165,0.2175,0.08,0.055,0.055,0.0294,0.3492,0.3082,0.1456,0.0883,0.0607,0.0417,0.0064,0.0095,0.0258,0.0701,0.1156,0.2447,0.4034,0.131,0.2644,0.2644,0.1817,0.0758,0.0758,0.0858,0.0521,0.0215,0.0663,0.1403,0.1589,0.2041,0.3813,0.0276,0.0095,0.0617,0.1481,0.1678,0.3552,0.2154,0.0424,0.0041,0.0211,0.0833,0.1212,0.2263,0.4792,0.0648,0.5196,0.2781,0.1159,0.0293,0.0259,0.0228,0.0084,False,0.0,0.078357,0.0
City of London,cloak_lane/west_to_east/008_n00407_E_L.jpg,n00407,cloak_lane,west_to_east,L,8,E,True,,cloak_lane,,,1,1.0768114259173247,7,6.846868052831176,2,1.8139074486513238,2,2.236906047516199,6,5.7005703422053235,1,1.446938775510204,6,5.525761368377138,6,5.800827555356744,6,5.902118509079324,2,1.7631761442441056,,,,,,,,,,,,1,7,2,2,6,1,6,6,6,1,0.8612,0.0707,0.0334,0.0075,0.0123,0.0066,0.0084,0.0011,0.0019,0.0124,0.0159,0.0711,0.1329,0.7647,0.3566,0.4041,0.1022,0.0332,0.0332,0.0376,0.0332,0.2247,0.3704,0.1983,0.1061,0.0568,0.039,0.0047,0.0036,0.0126,0.044,0.0932,0.2534,0.4734,0.1197,0.5145,0.2431,0.0894,0.0256,0.0373,0.0422,0.0479,0.0047,0.027,0.0944,0.1374,0.2265,0.4794,0.0306,0.0021,0.0119,0.0534,0.088,0.2112,0.4471,0.1864,0.002,0.0079,0.0401,0.0584,0.1401,0.6278,0.1236,0.4197,0.2884,0.1544,0.0501,0.0442,0.0344,0.0087,False,0.074201,0.173628,0.0
City of London,cloak_lane/west_to_east/008_n00407_E_R.jpg,n00407,cloak_lane,west_to_east,R,8,E,True,,cloak_lane,,,1,1.1109879280610988,7,6.677251732101617,2,2.053575406549343,3,2.964560862865947,6,5.525891136801541,2,1.998777804937668,6,5.709915254237288,6,5.729648991784915,6,5.840630152042499,2,2.159263271939328,,,,,,,,,,,,1,7,2,2,6,2,6,6,6,1,0.8118,0.097,0.0458,0.0116,0.0168,0.008,0.009,0.0025,0.0067,0.0342,0.0342,0.1194,0.1968,0.6062,0.2403,0.4489,0.1457,0.0536,0.0418,0.0473,0.0224,0.1516,0.25,0.1947,0.1516,0.1181,0.1181,0.016,0.0059,0.0182,0.0637,0.119,0.2854,0.4152,0.0926,0.2812,0.4091,0.1328,0.0431,0.0489,0.0554,0.0296,0.0011,0.0058,0.0333,0.0905,0.246,0.59,0.0333,0.0016,0.0094,0.0423,0.0791,0.2761,0.4017,0.1897,0.0042,0.0165,0.0652,0.0739,0.1564,0.5459,0.138,0.3138,0.2769,0.2444,0.07,0.0545,0.0331,0.0074,False,0.047017,0.166842,0.0
City of London,coleman_street/north_to_south/001_n00428_S_L.jpg,n00428,coleman_street,north_to_south,L,1,S,True,,coleman_street,,,1,1.313340991138825,5,5.29764638346728,5,4.542610250297974,3,2.980650154798762,6,5.709398007795582,4,4.371639784946237,4,4.034455549710678,5,5.020704685797312,5,5.246759720837487,3,2.7097167225098993,,,,,,,,,,,,1,5,5,2,6,4,3,6,6,3,0.6094,0.136,0.1746,0.039,0.0236,0.0087,0.0087,0.0072,0.0173,0.0881,0.1131,0.3484,0.2394,0.1865,0.007,0.0275,0.1585,0.2962,0.3356,0.1585,0.0167,0.1509,0.2489,0.1938,0.171,0.1176,0.1037,0.014,0.0051,0.0139,0.0487,0.0909,0.2472,0.4618,0.1323,0.0168,0.0517,0.1805,0.2976,0.2627,0.1593,0.0314,0.0617,0.1153,0.2154,0.1901,0.2154,0.1901,0.0122,0.0039,0.0256,0.1147,0.2144,0.2753,0.3119,0.0542,0.0187,0.0651,0.1379,0.1379,0.2006,0.3748,0.0651,0.1991,0.2257,0.3283,0.0941,0.083,0.0571,0.0127,False,0.061714,0.279125,0.0
City of London,coleman_street/north_to_south/001_n00428_S_R.jpg,n00428,coleman_street,north_to_south,R,1,S,True,,coleman_street,,,2,1.9709976798143853,7,6.720866572814016,2,2.4159217202222756,4,3.9549567269866253,6,5.757334710743802,2,2.2962040332147096,5,4.597532989099254,6,5.655550146056475,6,5.795657845695118,2,1.7508506031549642,,,,,,,,,,,,1,7,2,4,6,2,6,6,6,1,0.3763,0.2586,0.293,0.0449,0.0187,0.0047,0.0037,0.0038,0.0063,0.0248,0.0318,0.0865,0.2075,0.6393,0.1186,0.4139,0.3223,0.0815,0.0385,0.0206,0.0046,0.0643,0.1361,0.1747,0.2542,0.198,0.1542,0.0184,0.0037,0.01,0.0397,0.0953,0.2286,0.484,0.1387,0.1551,0.4215,0.2256,0.083,0.057,0.0392,0.0185,0.0566,0.1198,0.1538,0.1357,0.1743,0.3256,0.0343,0.004,0.018,0.063,0.1039,0.2492,0.4108,0.1511,0.0046,0.0184,0.0641,0.0823,0.1742,0.5366,0.1197,0.4151,0.3233,0.1527,0.0438,0.0341,0.0234,0.0076,False,0.061529,0.028656,0.0
City of London,coleman_street/north_to_south/002_n00427_S_L.jpg,n00427,coleman_street,north_to_south,L,2,S,True,,coleman_street,,,1,1.0923141186299081,6,5.889990250243744,2,1.7053793103448276,3,2.687607573149742,6,5.575770191507077,2,1.81360065023029,4,3.793162983425415,5,5.040642347343378,6,5.540382703777336,1,1.267685386286069,,,,,,,,,,,,1,6,1,2,6,1,6,6,6,1,0.8379,0.0779,0.0417,0.0105,0.0153,0.0072,0.0093,0.0093,0.0174,0.0778,0.0687,0.2115,0.3077,0.3077,0.4107,0.3625,0.1038,0.0298,0.0298,0.0337,0.0298,0.1743,0.2874,0.1743,0.1538,0.1057,0.0933,0.0111,0.0335,0.043,0.0911,0.1032,0.2186,0.3603,0.1502,0.3691,0.3691,0.0933,0.0303,0.0441,0.05,0.0441,0.1127,0.1448,0.1859,0.1448,0.1448,0.2387,0.0285,0.0111,0.0497,0.135,0.1734,0.2522,0.2858,0.0928,0.0481,0.0792,0.148,0.1018,0.1307,0.4024,0.0898,0.6446,0.2093,0.077,0.0221,0.0195,0.0172,0.0104,False,0.086123,0.174577,0.0
City of London,coleman_street/north_to_south/002_n00427_S_R.jpg,n00427,coleman_street,north_to_south,R,2,S,True,,coleman_street,,,5,4.700576296667502,5,4.8561789772727275,5,5.164868105515588,5,5.0219588706866505,6,5.7748021911138165,5,5.426415874328234,3,2.9845622119815665,5,5.284170972287459,6,5.565610299579104,4,3.855595667870036,,,,,,,,,,,,5,5,5,6,6,6,2,6,6,3,0.005,0.0289,0.1143,0.2743,0.3991,0.1664,0.0121,0.0297,0.0432,0.1708,0.1708,0.2816,0.1708,0.133,0.0069,0.0274,0.1083,0.1391,0.3336,0.3336,0.0512,0.0067,0.0302,0.0932,0.2235,0.2869,0.3252,0.0343,0.0026,0.009,0.0357,0.0857,0.2328,0.4929,0.1412,0.0106,0.042,0.1143,0.1143,0.2419,0.3106,0.1663,0.169,0.217,0.217,0.1316,0.1161,0.1316,0.0178,0.005,0.0288,0.1139,0.1879,0.2129,0.351,0.1006,0.0138,0.0426,0.1021,0.1311,0.1908,0.4039,0.1157,0.0262,0.0808,0.3197,0.1939,0.2197,0.151,0.0085,False,0.132483,0.025875,0.0
City of London,coleman_street/north_to_south/003_n00426_S_L.jpg,n00426,coleman_street,north_to_south,L,3,S,True,,coleman_street,,,1,1.0990480780816965,6,6.141791044776119,2,2.2144658413571756,3,3.2594562647754133,6,5.58392101551481,2,2.0640841702534676,5,4.884281581485053,5,5.306946061311603,6,5.730865522174535,1,1.4549306625577811,,,,,,,,,,,,1,7,2,2,6,2,6,6,6,1,0.8299,0.0875,0.0468,0.0104,0.0134,0.0056,0.0063,0.0039,0.0094,0.0541,0.0695,0.1888,0.2747,0.3997,0.1818,0.4362,0.2335,0.059,0.0406,0.0358,0.0132,0.1163,0.2462,0.1692,0.1692,0.1318,0.1493,0.0178,0.0054,0.0165,0.0652,0.1219,0.258,0.4254,0.1076,0.2537,0.4182,0.1743,0.05,0.0441,0.0389,0.0208,0.017,0.0673,0.1615,0.183,0.2074,0.3419,0.0219,0.0029,0.0187,0.0948,0.1771,0.2577,0.375,0.0738,0.0062,0.0246,0.0858,0.0972,0.1602,0.5592,0.0668,0.5192,0.2779,0.1158,0.0293,0.0293,0.0201,0.0084,False,0.108967,0.331132,0.0
City of London,coleman_street/north_to_south/003_n00426_S_R.jpg,n00426,coleman_street,north_to_south,R,3,S,True,,coleman_street,,,1,1.2280997798972852,6,6.365353697749196,3,2.85497311827957,4,4.235269536147095,6,5.5811542991755,2,2.489874500855676,5,5.214285714285714,5,5.162494870742717,6,5.842347119123365,3,3.2531591039632395,,,,,,,,,,,,1,7,3,4,6,2,6,6,6,3,0.6815,0.1342,0.1184,0.0264,0.0233,0.0086,0.0076,0.0031,0.0066,0.0337,0.049,0.1938,0.2488,0.4649,0.1066,0.2557,0.372,0.1368,0.0732,0.0444,0.0112,0.0324,0.113,0.1644,0.2393,0.2112,0.2112,0.0286,0.0053,0.0187,0.0651,0.1216,0.2575,0.4245,0.1073,0.1461,0.3506,0.273,0.1138,0.0609,0.0419,0.0136,0.0095,0.0375,0.1154,0.1679,0.2443,0.4028,0.0227,0.0065,0.0374,0.1304,0.1675,0.2437,0.3129,0.1016,0.0034,0.0133,0.0526,0.0766,0.1621,0.5658,0.1262,0.088,0.1451,0.3482,0.1645,0.1451,0.0998,0.0093,False,0.061708,0.210539,0.0
City of London,coleman_street/north_to_south/004_n00425_S_L.jpg,n00425,coleman_street,north_to_south,L,4,S,True,,coleman_street,,,1,1.051266452826015,6,6.142601698703621,2,1.9637521968365554,3,3.312688821752266,6,5.600348837209302,2,1.9342288096340896,5,4.966518847006652,5,5.298373983739838,6,5.8477250083028895,2,1.6903022251743607,,,,,,,,,,,,1,7,2,2,6,2,6,6,6,1,0.9041,0.051,0.0241,0.0054,0.0061,0.0033,0.0061,0.0041,0.0098,0.0566,0.0641,0.2237,0.2237,0.418,0.2761,0.4552,0.1304,0.0423,0.033,0.0374,0.0257,0.1063,0.2251,0.1986,0.1986,0.1365,0.1205,0.0144,0.0089,0.0243,0.0747,0.1232,0.2302,0.43,0.1087,0.2968,0.4318,0.1237,0.0354,0.0354,0.0455,0.0313,0.0144,0.057,0.155,0.1756,0.2255,0.3281,0.0444,0.003,0.0197,0.0881,0.1452,0.3075,0.3484,0.0881,0.0052,0.0182,0.0635,0.0719,0.1344,0.6022,0.1046,0.4381,0.3011,0.1422,0.0407,0.0407,0.028,0.0091,False,0.059297,0.226904,0.0
City of London,coleman_street/north_to_south/004_n00425_S_R.jpg,n00425,coleman_street,north_to_south,R,4,S,True,,coleman_street,,,1,1.3572412605476152,6,6.43935427574171,2,2.0828882106066384,3,2.914628180039139,5,4.812525334414269,2,2.0516670346654893,6,5.510249839846253,5,5.061968235961429,6,5.704549781077479,2,2.0768563497571133,,,,,,,,,,,,1,7,2,1,6,2,6,5,6,1,0.5807,0.2136,0.1468,0.0289,0.0199,0.0057,0.0044,0.002,0.0054,0.031,0.0451,0.2022,0.2292,0.4851,0.1929,0.5242,0.2185,0.038,0.0158,0.0075,0.0031,0.2044,0.2044,0.2044,0.1405,0.1094,0.124,0.0131,0.026,0.0707,0.1696,0.1696,0.2467,0.2796,0.0378,0.2424,0.4529,0.1666,0.0477,0.0421,0.0328,0.0155,0.0052,0.0264,0.0814,0.1342,0.2506,0.4683,0.0339,0.0031,0.0225,0.0891,0.1887,0.3526,0.2746,0.0694,0.0031,0.018,0.0627,0.0913,0.219,0.5253,0.0806,0.3266,0.2882,0.1981,0.0643,0.0643,0.0442,0.0143,False,0.059323,0.219871,0.0
City of London,coleman_street/north_to_south/005_n00424_S_L.jpg,n00424,coleman_street,north_to_south,L,5,S,True,,coleman_street,,,4,4.294117647058823,5,5.253684900098264,5,5.149490373725934,3,2.9377453729669094,5,5.418552036199094,5,5.387355848434925,6,5.748186434530287,5,4.983633633633634,6,5.954387656702025,3,3.473762109795479,,,,,,,,,,,,4,5,6,2,6,6,6,5,6,3,0.0351,0.0656,0.1574,0.2941,0.2021,0.229,0.0166,0.0104,0.0251,0.1273,0.1123,0.3053,0.2098,0.2098,0.0049,0.0217,0.0975,0.2063,0.2649,0.3855,0.0192,0.1574,0.2595,0.1783,0.1783,0.1082,0.1082,0.0101,0.0041,0.0162,0.0641,0.1538,0.2873,0.418,0.0566,0.0057,0.0256,0.0893,0.1668,0.2428,0.4002,0.0696,0.0018,0.0079,0.0399,0.0846,0.2299,0.5514,0.0846,0.0061,0.0351,0.1225,0.1783,0.333,0.2594,0.0656,0.0019,0.0074,0.0331,0.0546,0.1683,0.5185,0.2161,0.0392,0.094,0.3716,0.1755,0.1549,0.1549,0.0099,False,0.039941,0.106626,0.0
City of London,coleman_street/north_to_south/005_n00424_S_R.jpg,n00424,coleman_street,north_to_south,R,5,S,True,,coleman_street,,,1,1.4121847181008902,6,5.700242718446602,2,2.3614285714285717,2,2.0537245444801715,3,2.8787367405978785,2,2.3919275745001887,4,4.198898830006883,4,4.361501210653753,4,3.6474418604651158,1,1.19738506959089,,,,,,,,,,,,1,6,2,2,1,2,6,3,6,1,0.5392,0.1545,0.1363,0.0502,0.0644,0.0391,0.0163,0.0155,0.0199,0.0695,0.0695,0.2426,0.4532,0.1298,0.1873,0.35,0.2406,0.0781,0.0608,0.0608,0.0224,0.2907,0.3732,0.1556,0.0833,0.0572,0.0347,0.0053,0.2074,0.2074,0.2074,0.111,0.1425,0.111,0.0133,0.234,0.2651,0.1822,0.076,0.0861,0.0975,0.0592,0.0686,0.1132,0.2114,0.1453,0.2114,0.2396,0.0105,0.0359,0.0976,0.2065,0.2065,0.2065,0.1608,0.0861,0.1772,0.1218,0.1564,0.1075,0.1218,0.2578,0.0575,0.7113,0.1798,0.0584,0.013,0.0148,0.0148,0.0079,False,0.056408,0.120066,0.0
City of London,coleman_street/north_to_south/006_n00423_S_L.jpg,n00423,coleman_street,north_to_south,L,6,S,True,,coleman_street,,,1,1.0263796560092855,6,5.923589204346302,1,1.140340689121177,2,1.9473813621834277,3,2.7104216388225932,1,1.0907195615916132,2,1.9758516601983613,5,5.242761225346202,3,2.9736842105263155,1,1.0605616330213152,,,,,,,,,,,,1,6,1,2,1,1,1,6,1,1,0.9477,0.0253,0.0105,0.0023,0.0044,0.0034,0.0064,0.0152,0.0172,0.0531,0.0531,0.1273,0.5706,0.1635,0.7749,0.1526,0.0265,0.0076,0.0098,0.0125,0.0161,0.3167,0.4067,0.1496,0.0707,0.0334,0.0202,0.0027,0.3015,0.1424,0.1257,0.0594,0.1424,0.1614,0.0673,0.8394,0.0689,0.0253,0.0082,0.012,0.0174,0.0287,0.3823,0.2319,0.1406,0.0753,0.0457,0.1095,0.0148,0.0105,0.0414,0.1126,0.1638,0.2383,0.306,0.1275,0.2475,0.1501,0.1501,0.091,0.0803,0.2184,0.0626,0.8867,0.0642,0.0209,0.006,0.0068,0.0068,0.0087,False,0.092724,0.132249,0.0
City of London,coleman_street/north_to_south/006_n00423_S_R.jpg,n00423,coleman_street,north_to_south,R,6,S,True,,coleman_street,,,1,1.0519826724425192,6,5.966004962779157,2,1.6158791385406623,2,2.4615262321144673,2,1.9473858371939117,1,1.2329021706809398,1,1.3178164768921636,3,3.417235494880546,3,3.063562202583276,1,1.0845700824499411,,,,,,,,,,,,1,6,1,2,1,1,1,3,1,1,0.9003,0.0349,0.0187,0.0061,0.01,0.0113,0.0187,0.0156,0.0201,0.0618,0.0545,0.168,0.403,0.277,0.4527,0.3111,0.0694,0.0225,0.0289,0.0613,0.0541,0.1907,0.3145,0.1683,0.1311,0.1021,0.0795,0.0138,0.4108,0.1511,0.1177,0.0556,0.1039,0.1177,0.0433,0.6726,0.091,0.0379,0.014,0.0261,0.0552,0.1031,0.5972,0.1711,0.0916,0.0382,0.0297,0.049,0.0232,0.0977,0.1611,0.2344,0.1826,0.1611,0.1107,0.0523,0.2426,0.1298,0.1471,0.1011,0.1011,0.1889,0.0892,0.849,0.0895,0.0291,0.0073,0.0073,0.0083,0.0094,False,0.05952,0.132214,0.0
City of London,coleman_street/north_to_south/007_n00422_S_L.jpg,n00422,coleman_street,north_to_south,L,7,S,True,,coleman_street,,,1,1.0367259019924608,6,5.86328125,2,1.616649668536461,2,2.011771097428468,5,5.367784992784992,1,1.3535825545171338,4,4.032738095238096,5,4.916405269761606,5,4.8150728309056365,1,1.2481186032510536,,,,,,,,,,,,1,7,1,1,6,1,6,5,6,1,0.9285,0.036,0.015,0.0038,0.0063,0.0033,0.0071,0.0031,0.0085,0.0432,0.0628,0.2816,0.2816,0.3191,0.4445,0.3922,0.0682,0.0195,0.0221,0.0284,0.0251,0.3545,0.2761,0.1675,0.0896,0.0616,0.0423,0.0083,0.0107,0.0331,0.09,0.131,0.2772,0.356,0.102,0.5778,0.2729,0.0609,0.0136,0.0198,0.0224,0.0326,0.0841,0.1223,0.1779,0.2016,0.1386,0.2589,0.0166,0.0058,0.0381,0.1329,0.1934,0.3188,0.2483,0.0628,0.0352,0.0958,0.1789,0.1579,0.1579,0.3343,0.0399,0.6644,0.2157,0.07,0.0177,0.0156,0.0107,0.0057,False,0.001016,0.072326,0.0
City of London,coleman_street/north_to_south/007_n00422_S_R.jpg,n00422,coleman_street,north_to_south,R,7,S,True,,coleman_street,,,1,1.0521724636070675,6,5.980356271351879,1,1.4430221366698748,2,1.7567413162705667,2,2.030350022153301,1,1.1388063557679886,2,2.2181002853648595,3,3.3438520130576714,3,3.331943553559974,1,1.0788922504072609,,,,,,,,,,,,1,6,1,2,1,1,1,3,6,1,0.8999,0.0395,0.024,0.0061,0.0088,0.0088,0.0128,0.0109,0.0159,0.0555,0.0555,0.1708,0.4098,0.2816,0.5195,0.3151,0.0703,0.0201,0.0228,0.0293,0.0228,0.3862,0.4376,0.0976,0.0407,0.0218,0.0132,0.0029,0.3721,0.2257,0.1551,0.0647,0.083,0.083,0.0163,0.7741,0.0925,0.034,0.011,0.0182,0.0265,0.0437,0.315,0.2453,0.1911,0.0903,0.0703,0.0703,0.0178,0.079,0.1672,0.2757,0.1672,0.1672,0.1014,0.0423,0.2002,0.1376,0.1559,0.1072,0.1072,0.2269,0.065,0.8594,0.0906,0.026,0.0066,0.0058,0.0051,0.0066,False,0.082549,0.13996,0.0
City of London,coleman_street/north_to_south/008_n00421_S_L.jpg,n00421,coleman_street,north_to_south,L,8,S,True,,coleman_street,,,1,1.0167701863354037,6,5.818571823969001,1,1.2185050798258343,2,1.698924731182796,6,5.620089161326274,1,1.1414180550174353,2,2.1322655217965654,4,3.607924921793535,3,3.0140066347217105,1,1.1526012318175862,,,,,,,,,,,,1,6,1,1,6,1,1,3,3,1,0.966,0.0156,0.0074,0.0019,0.0024,0.0016,0.0051,0.0109,0.018,0.0711,0.0711,0.2192,0.3613,0.2483,0.689,0.2237,0.0343,0.0098,0.0126,0.0143,0.0162,0.4299,0.3348,0.1087,0.0582,0.04,0.0214,0.0069,0.0295,0.0429,0.0908,0.0908,0.2177,0.3589,0.1695,0.7743,0.1525,0.03,0.0067,0.0086,0.0097,0.0182,0.3028,0.3028,0.1621,0.0766,0.0676,0.0766,0.0117,0.0549,0.1692,0.2462,0.1918,0.2173,0.1026,0.0178,0.1452,0.2113,0.2713,0.1645,0.0998,0.0998,0.0082,0.7631,0.1703,0.043,0.0085,0.0066,0.0045,0.004,False,0.017961,0.080503,0.0
City of London,coleman_street/north_to_south/008_n00421_S_R.jpg,n00421,coleman_street,north_to_south,R,8,S,True,,coleman_street,,,1,1.033529411764706,5,5.140177548682703,2,1.683582449373192,2,2.375891583452211,5,5.017488954344625,2,1.7220555138784697,4,3.914792092706203,5,4.873522458628841,5,4.909195933456562,1,1.459443800695249,,,,,,,,,,,,1,5,1,2,6,1,6,5,6,1,0.935,0.0363,0.0151,0.0026,0.0038,0.0023,0.0049,0.0119,0.0287,0.1134,0.1284,0.3492,0.24,0.1284,0.4148,0.4148,0.0817,0.0234,0.0207,0.0265,0.0182,0.2474,0.2804,0.17,0.1169,0.091,0.0803,0.014,0.0153,0.0417,0.1454,0.1647,0.2716,0.3078,0.0535,0.3999,0.3999,0.0892,0.0226,0.0256,0.0372,0.0256,0.0785,0.1662,0.1884,0.1467,0.1662,0.2419,0.012,0.007,0.0404,0.1245,0.2052,0.3384,0.2326,0.0519,0.0293,0.0796,0.1685,0.1487,0.2164,0.3149,0.0426,0.5178,0.3141,0.102,0.0258,0.0201,0.0138,0.0065,False,0.094574,0.280169,0.0
City of London,coleman_street/north_to_south/009_n00420_S_L.jpg,n00420,coleman_street,north_to_south,L,9,S,True,,coleman_street,,,1,1.0586520130088595,6,5.977862849533954,2,1.9489465153970826,2,1.9872844827586207,5,4.972240691489362,2,1.7360257126886527,6,5.598024021697016,5,5.00812887969258,6,5.6589812849700944,2,1.6467268623024829,,,,,,,,,,,,1,7,2,1,5,1,6,5,6,1,0.8917,0.057,0.0269,0.006,0.0087,0.0036,0.006,0.0055,0.0132,0.067,0.067,0.2065,0.3004,0.3404,0.3267,0.3702,0.1749,0.0568,0.0304,0.0268,0.0144,0.3825,0.232,0.1807,0.0854,0.0587,0.0518,0.009,0.0091,0.0359,0.1107,0.2068,0.3008,0.3008,0.0359,0.4055,0.3578,0.1162,0.0377,0.0333,0.0294,0.0202,0.0027,0.0121,0.0616,0.1305,0.2438,0.5162,0.033,0.007,0.0404,0.1244,0.1598,0.3383,0.2635,0.0666,0.0045,0.0177,0.0795,0.1021,0.2161,0.5183,0.0619,0.4512,0.3101,0.1465,0.037,0.0288,0.0198,0.0064,False,0.01273,0.085128,0.0
City of London,coleman_street/north_to_south/009_n00420_S_R.jpg,n00420,coleman_street,north_to_south,R,9,S,True,,coleman_street,,,1,1.0445100612423448,7,6.769663742690058,1,1.266770670826833,2,2.034003091190108,5,5.249785038693036,1,1.2367243436754176,6,5.586707746478873,5,5.413464807888473,6,5.766685414323209,1,1.2508320726172464,,,,,,,,,,,,1,7,1,1,6,1,6,6,6,1,0.9144,0.0402,0.0215,0.0048,0.0079,0.0042,0.007,0.001,0.0025,0.0142,0.0207,0.0817,0.196,0.684,0.641,0.2358,0.0526,0.0171,0.0171,0.0171,0.0194,0.3235,0.3235,0.1528,0.0927,0.0562,0.0438,0.0076,0.0357,0.0588,0.1245,0.1245,0.2326,0.3384,0.0856,0.6704,0.1921,0.055,0.0123,0.0179,0.0229,0.0295,0.0121,0.0423,0.1149,0.1302,0.1672,0.4544,0.079,0.0029,0.0166,0.0744,0.1389,0.2941,0.3776,0.0955,0.0076,0.0266,0.0818,0.0927,0.1528,0.5334,0.105,0.661,0.2146,0.0697,0.0176,0.0176,0.0121,0.0073,False,0.065275,0.125321,0.0
City of London,coleman_street/north_to_south/010_n00419_S_L.jpg,n00419,coleman_street,north_to_south,L,10,S,True,,coleman_street,,,1,1.0284337604574818,7,6.69154792746114,2,1.5981560283687946,2,1.997618102421596,6,5.84716212776788,1,1.4413733741392503,4,3.7230519480519484,5,4.818451400329489,5,4.901189860320745,2,1.7458945548833191,,,,,,,,,,,,1,7,1,1,6,1,3,5,6,1,0.9443,0.0285,0.0135,0.0027,0.0034,0.0021,0.0056,0.0014,0.0029,0.0165,0.0271,0.1073,0.2272,0.6176,0.4526,0.3525,0.0787,0.0255,0.0289,0.0328,0.0289,0.3666,0.2519,0.1528,0.0927,0.0637,0.0562,0.0161,0.0105,0.0196,0.0602,0.0683,0.2103,0.3929,0.2383,0.5228,0.3171,0.0624,0.0158,0.023,0.0295,0.0295,0.1058,0.154,0.1977,0.154,0.1977,0.1745,0.0162,0.0081,0.0527,0.1625,0.1841,0.3035,0.2364,0.0527,0.0204,0.0711,0.1706,0.1706,0.1933,0.3187,0.0554,0.4323,0.2314,0.159,0.0456,0.0585,0.0516,0.0215,False,0.026523,0.131947,0.0
City of London,coleman_street/north_to_south/010_n00419_S_R.jpg,n00419,coleman_street,north_to_south,R,10,S,True,,coleman_street,,,1,1.049950270748149,6,5.871428571428572,1,1.480155564419625,2,2.242418498862775,5,5.469569970845481,2,1.5274159345652834,6,5.931086439333862,5,5.210746361102508,6,5.975077881619938,2,1.560240963855422,,,,,,,,,,,,1,6,1,1,6,1,6,5,6,1,0.9049,0.0451,0.0241,0.0054,0.0089,0.0047,0.0069,0.0081,0.0195,0.077,0.077,0.2093,0.3045,0.3045,0.5014,0.3446,0.0679,0.022,0.022,0.025,0.0172,0.299,0.2638,0.16,0.1246,0.0756,0.0667,0.0102,0.0065,0.0225,0.0786,0.1296,0.2744,0.3993,0.0891,0.4804,0.3301,0.0835,0.0211,0.0271,0.0307,0.0271,0.0014,0.0055,0.0314,0.0665,0.1242,0.6305,0.1407,0.0041,0.0234,0.0925,0.1525,0.3229,0.3229,0.0816,0.0014,0.0049,0.022,0.041,0.1264,0.642,0.1623,0.479,0.2905,0.1372,0.0347,0.0306,0.021,0.0068,False,0.038666,0.220976,0.0
