file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,resting_affordance,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,resting_affordance_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
bread_street/south_to_north/003_n00226_N_L.jpg,bread_street,south_to_north,3,n00226,N,L,1,6,1,2,5,1,2,4,3,1,1.117375226225704,5.755442435853183,1.4604224245995283,2.441750351106748,5.211669586598873,1.3087738491594791,2.0546755343675613,3.996469208970666,3.0658773127943277,1.2381295538507402,1,7,1,2,6,1,1,5,2,1,0.9517,0.0224,0.0106,0.0027,0.0039,0.0024,0.0064,0.0136,0.0198,0.0691,0.061,0.1657,0.2732,0.3976,0.7355,0.186,0.0323,0.0105,0.0119,0.0119,0.0119,0.2416,0.3983,0.166,0.1007,0.0611,0.0289,0.0034,0.0528,0.0466,0.0871,0.0678,0.209,0.2683,0.2683,0.8663,0.0711,0.0231,0.0066,0.0085,0.0085,0.0159,0.4142,0.3655,0.1047,0.0385,0.03,0.0385,0.0086,0.048,0.1304,0.215,0.1897,0.2436,0.1477,0.0257,0.1399,0.2613,0.2613,0.1585,0.0961,0.0749,0.0079,0.8416,0.1139,0.0288,0.0057,0.0039,0.0027,0.0034
bread_street/south_to_north/003_n00226_N_R.jpg,bread_street,south_to_north,3,n00226,N,R,4,6,5,3,6,5,4,5,5,3,4.109381880611181,6.437900899443775,4.971186571754515,3.179965271614492,5.615050546824932,5.062524754554033,4.312906505540013,4.975886286702007,5.232980884611607,2.7775623807683587,4,7,6,2,6,6,6,5,6,1,0.0134,0.0681,0.2377,0.3053,0.2377,0.1273,0.0104,0.0021,0.004,0.0201,0.0259,0.0902,0.191,0.6667,0.0049,0.0282,0.1263,0.1431,0.2674,0.3891,0.041,0.1395,0.2606,0.203,0.1791,0.1231,0.0846,0.0101,0.0046,0.0126,0.0389,0.0726,0.2236,0.4735,0.1742,0.0059,0.0338,0.1041,0.1514,0.2497,0.3633,0.0919,0.0602,0.1124,0.1636,0.1444,0.1854,0.3056,0.0284,0.0064,0.0325,0.1002,0.1653,0.3087,0.3087,0.0781,0.0078,0.0307,0.0946,0.1214,0.2002,0.4239,0.1214,0.2478,0.2478,0.2478,0.0912,0.0805,0.071,0.014
bread_street/south_to_north/004_n00227_N_L.jpg,bread_street,south_to_north,4,n00227,N,L,1,6,2,3,4,2,3,5,4,1,1.0673820012016222,5.841585298301652,1.718377792276442,2.61488663777709,4.426560731604695,1.6002036090940237,2.706304552964866,4.700668998993933,4.121302115730941,1.4558838345110416,1,7,1,2,5,1,2,5,3,1,0.9737,0.0123,0.0051,0.0013,0.0019,0.0013,0.0045,0.0038,0.0105,0.0531,0.0602,0.2101,0.2698,0.3925,0.5328,0.3662,0.0437,0.0125,0.0125,0.0161,0.0161,0.2095,0.3913,0.1631,0.1121,0.068,0.0467,0.0092,0.0235,0.0725,0.1971,0.174,0.2531,0.2531,0.0267,0.6013,0.3218,0.0339,0.0059,0.0086,0.0125,0.016,0.2372,0.3451,0.163,0.0873,0.077,0.077,0.0134,0.0061,0.0399,0.1228,0.1787,0.4286,0.1787,0.0452,0.027,0.1069,0.2262,0.2262,0.1996,0.1996,0.0145,0.6934,0.2251,0.0502,0.0112,0.0087,0.006,0.0053
bread_street/south_to_north/004_n00227_N_R.jpg,bread_street,south_to_north,4,n00227,N,R,1,6,2,3,3,2,4,5,5,2,1.126137382350862,6.326622560969554,1.7395375557243824,2.5413616159930825,2.7272210251539946,1.6159826712682843,4.115618238225579,5.228993172990158,5.00273403339088,2.0490697221830487,1,7,1,2,2,1,6,6,6,1,0.9431,0.0285,0.0135,0.0026,0.0044,0.0023,0.0056,0.0017,0.0041,0.027,0.0306,0.1212,0.1998,0.6154,0.5475,0.3321,0.0577,0.0129,0.0146,0.0165,0.0187,0.1966,0.4162,0.1735,0.1192,0.0563,0.0342,0.0041,0.2304,0.2958,0.2304,0.0848,0.0848,0.066,0.0079,0.6532,0.2403,0.0473,0.0106,0.0136,0.0154,0.0197,0.0473,0.1286,0.212,0.1651,0.1871,0.2402,0.0197,0.0026,0.0172,0.0771,0.144,0.2689,0.3913,0.0989,0.0103,0.0408,0.1256,0.1256,0.2071,0.4383,0.0524,0.4333,0.2978,0.1594,0.0457,0.0314,0.0244,0.0079
bread_street/south_to_north/005_n00228_N_L.jpg,bread_street,south_to_north,5,n00228,N,L,1,6,2,3,6,2,3,5,5,1,1.1319559896364808,6.443674850976095,1.8593583386391401,3.1985733825713396,5.901942213997245,1.7129132375121117,2.727179380133748,4.812202528119087,4.671783113852143,1.2164239352568984,1,7,1,2,7,1,1,5,6,1,0.9389,0.0321,0.0134,0.003,0.0043,0.0026,0.0056,0.0032,0.0052,0.0235,0.0266,0.0819,0.1735,0.6861,0.5056,0.3475,0.0604,0.0196,0.0222,0.0252,0.0196,0.1159,0.2781,0.2166,0.1687,0.1314,0.0797,0.0095,0.0189,0.0189,0.0399,0.0399,0.158,0.2951,0.4294,0.6526,0.2119,0.0536,0.0135,0.0174,0.0223,0.0287,0.321,0.25,0.1516,0.0811,0.0716,0.1042,0.0205,0.0173,0.0605,0.128,0.128,0.3071,0.271,0.088,0.0244,0.0753,0.1593,0.1406,0.2046,0.3373,0.0586,0.8676,0.0914,0.0231,0.0052,0.0046,0.0035,0.0046
bread_street/south_to_north/005_n00228_N_R.jpg,bread_street,south_to_north,5,n00228,N,R,1,6,2,2,6,2,4,4,5,2,1.1367701380513608,6.151981020346284,1.70289421454072,2.15100528486073,5.637096988968551,1.5939655797556043,4.052318396046758,4.403043946251273,4.977926802355796,1.7210410227999091,1,7,1,1,6,1,6,5,6,1,0.9421,0.0285,0.0119,0.003,0.0044,0.003,0.0072,0.0061,0.0114,0.0399,0.0399,0.1228,0.2295,0.5504,0.598,0.2825,0.0491,0.0159,0.0159,0.0205,0.0181,0.4585,0.2454,0.1314,0.0703,0.0483,0.0376,0.0084,0.0063,0.0134,0.0412,0.077,0.2094,0.4433,0.2094,0.7107,0.1797,0.0401,0.0115,0.0148,0.0189,0.0243,0.0587,0.1597,0.1809,0.1597,0.1809,0.2323,0.0277,0.0185,0.0831,0.176,0.1553,0.3725,0.1553,0.0393,0.0068,0.0394,0.1213,0.1374,0.2567,0.3735,0.0649,0.6088,0.2239,0.0934,0.0236,0.0208,0.0208,0.0087
bread_street/south_to_north/006_n00229_N_L.jpg,bread_street,south_to_north,6,n00229,N,L,1,5,2,3,5,2,4,5,5,2,1.135281253606081,5.343203604221344,1.9584291521459818,3.477010814473033,5.404539035633206,1.7536988276988268,3.9266712311655283,4.535925364121795,4.617733760736883,1.6705338382162154,1,5,1,2,6,1,3,5,6,1,0.9373,0.0321,0.0151,0.003,0.0043,0.0026,0.0056,0.0089,0.0188,0.0845,0.0957,0.2948,0.2948,0.2026,0.4337,0.3828,0.0968,0.0245,0.0216,0.0216,0.0191,0.0731,0.2553,0.1988,0.1988,0.1548,0.1064,0.0127,0.0079,0.0216,0.0664,0.1095,0.2318,0.3822,0.1805,0.6038,0.2517,0.0636,0.0161,0.0207,0.0207,0.0234,0.04,0.1232,0.2608,0.2031,0.2031,0.1582,0.0115,0.0082,0.0472,0.1648,0.2116,0.3489,0.1868,0.0325,0.0109,0.0556,0.1939,0.1711,0.1939,0.3622,0.0124,0.6001,0.2501,0.092,0.0205,0.0181,0.0125,0.0067
bread_street/south_to_north/006_n00229_N_R.jpg,bread_street,south_to_north,6,n00229,N,R,1,6,3,4,5,2,5,5,5,2,1.4034456610679626,6.095510674873367,2.551724888384342,3.7492671525105834,4.537527374923229,2.4135364182293415,4.782526603899896,5.298542510485277,5.231326499022543,2.0893927924335003,1,7,2,4,6,1,6,6,6,1,0.801,0.0957,0.058,0.0129,0.0166,0.0079,0.0079,0.003,0.0083,0.042,0.0476,0.1465,0.2415,0.5112,0.2486,0.3617,0.1936,0.0712,0.0555,0.049,0.0204,0.0549,0.1691,0.2171,0.246,0.1691,0.1317,0.0122,0.0331,0.0795,0.1485,0.1683,0.2449,0.2775,0.0482,0.3611,0.3186,0.1328,0.0431,0.0554,0.0554,0.0336,0.0127,0.0502,0.1363,0.1751,0.2248,0.3706,0.0304,0.002,0.0131,0.0668,0.1247,0.2992,0.3841,0.1101,0.0043,0.0245,0.097,0.1099,0.2053,0.4924,0.0666,0.4116,0.3205,0.1514,0.0434,0.0383,0.0263,0.0085
bread_street/south_to_north/007_n00230_N_L.jpg,bread_street,south_to_north,7,n00230,N,L,2,5,3,4,5,3,4,5,4,1,2.100732416845858,5.371262134984136,2.783028980717063,4.2333685755729675,5.082473795861006,2.85981460288167,3.788944771513343,4.60880633443594,4.0929864048957825,1.4175095725804567,1,6,2,4,6,2,3,6,6,1,0.4856,0.1786,0.2024,0.058,0.0452,0.0188,0.0114,0.0271,0.0307,0.0946,0.0835,0.1767,0.3302,0.2572,0.158,0.3345,0.2952,0.0846,0.0581,0.0453,0.0242,0.0244,0.124,0.1592,0.2317,0.2317,0.2045,0.0244,0.0173,0.0415,0.0995,0.1278,0.2387,0.3474,0.1278,0.2525,0.2861,0.1966,0.0638,0.0723,0.0723,0.0563,0.0692,0.1464,0.2414,0.2131,0.1464,0.1659,0.0175,0.01,0.0506,0.1766,0.2268,0.2001,0.2912,0.0447,0.0724,0.1193,0.2229,0.1532,0.1193,0.2862,0.0266,0.7484,0.167,0.0478,0.0121,0.0107,0.0083,0.0057
bread_street/south_to_north/007_n00230_N_R.jpg,bread_street,south_to_north,7,n00230,N,R,1,6,2,4,5,2,5,5,6,2,1.29248929861933,6.275176478549838,2.132826592773199,3.6782556921243668,5.378476607147604,2.059559602290392,4.848268215544522,5.250175004824996,5.601557617075741,1.5466973227448761,1,7,1,2,6,1,6,6,6,1,0.8612,0.0707,0.0334,0.0075,0.0123,0.0066,0.0084,0.0062,0.009,0.0404,0.0356,0.0968,0.1808,0.6312,0.3851,0.3851,0.1103,0.0316,0.0316,0.0316,0.0246,0.0985,0.2085,0.1624,0.184,0.1624,0.1624,0.022,0.0054,0.0166,0.058,0.1084,0.26,0.4287,0.1228,0.568,0.209,0.0769,0.022,0.0363,0.0411,0.0466,0.0117,0.0461,0.1421,0.161,0.2067,0.3862,0.0461,0.0041,0.0238,0.094,0.1368,0.1991,0.4214,0.1207,0.006,0.0209,0.0645,0.0731,0.1205,0.5398,0.1753,0.6708,0.2178,0.0624,0.0158,0.0158,0.0108,0.0066
bread_street/south_to_north/008_n00231_N_L.jpg,bread_street,south_to_north,8,n00231,N,L,1,6,2,3,5,2,5,5,5,2,1.1769973482005298,6.47217567358166,1.6422823695465922,3.085541141219437,4.7359883058816195,1.8716732673346996,5.00056586926803,4.877784276381135,5.452279128134251,1.7019465835765004,1,7,1,2,6,1,6,5,6,1,0.9193,0.0404,0.0191,0.0043,0.0062,0.0038,0.007,0.0025,0.0047,0.0238,0.0238,0.0733,0.1759,0.6959,0.6476,0.2382,0.0469,0.0152,0.0152,0.0173,0.0196,0.1612,0.2657,0.2069,0.1612,0.1108,0.0863,0.008,0.0207,0.0497,0.1352,0.1736,0.2526,0.3243,0.0439,0.5225,0.3169,0.0707,0.0179,0.023,0.026,0.023,0.0065,0.0291,0.1151,0.1898,0.2151,0.3546,0.0897,0.0076,0.0436,0.1185,0.1521,0.3221,0.2842,0.0719,0.003,0.0136,0.0609,0.0886,0.1875,0.5775,0.069,0.5772,0.2727,0.0885,0.0224,0.0174,0.0154,0.0064
bread_street/south_to_north/008_n00231_N_R.jpg,bread_street,south_to_north,8,n00231,N,R,1,6,3,2,5,3,5,5,5,2,1.3120628828182817,6.2295060232281685,2.877824801951647,2.1266422723419964,5.1868078745901585,2.8730150759220123,4.536424554884434,4.727228403091431,5.45762467966415,1.750627470202744,1,7,2,1,6,1,6,5,6,1,0.8692,0.0556,0.0337,0.0085,0.0124,0.0097,0.0109,0.0045,0.0083,0.0329,0.0422,0.1148,0.2144,0.5829,0.2246,0.2884,0.2246,0.0826,0.0568,0.0729,0.0501,0.4226,0.2905,0.1372,0.0734,0.0445,0.027,0.0047,0.0107,0.0292,0.0794,0.1309,0.2446,0.4032,0.102,0.3199,0.2199,0.1712,0.063,0.0714,0.0917,0.063,0.03,0.072,0.1727,0.1727,0.1957,0.3227,0.034,0.0109,0.0555,0.1509,0.171,0.282,0.2488,0.0808,0.0031,0.0159,0.0631,0.0917,0.1942,0.5279,0.104,0.5871,0.2447,0.09,0.0258,0.0228,0.0201,0.0095
bread_street/south_to_north/009_n00232_N_L.jpg,bread_street,south_to_north,9,n00232,N,L,2,6,2,3,5,3,4,5,5,2,1.6365434853360057,6.19974284991622,2.182825654745102,3.4998843567445874,5.4750741589814425,2.5947794504463673,4.041739175096154,5.12897995649837,5.111607220489532,1.7858347073197365,1,7,1,2,6,2,6,5,6,1,0.7191,0.1103,0.0859,0.0246,0.0316,0.0169,0.0116,0.004,0.0097,0.0434,0.0383,0.1337,0.1717,0.5992,0.3791,0.3791,0.1086,0.04,0.0311,0.0311,0.0311,0.0914,0.2192,0.2192,0.1934,0.1329,0.1329,0.0109,0.0091,0.0192,0.0523,0.0862,0.2343,0.4378,0.1611,0.3074,0.3483,0.1281,0.0416,0.0605,0.0605,0.0534,0.0657,0.1391,0.2024,0.1576,0.1786,0.2293,0.0274,0.0037,0.0274,0.0956,0.1227,0.3336,0.2944,0.1227,0.0061,0.0311,0.123,0.123,0.2028,0.4294,0.0845,0.581,0.2422,0.0891,0.0289,0.0255,0.0225,0.0106
bread_street/south_to_north/009_n00232_N_R.jpg,bread_street,south_to_north,9,n00232,N,R,1,6,2,3,5,2,5,5,6,2,1.1815651408396661,6.3117341885808855,1.9157471004873514,2.6467200638726354,5.179993788711727,1.8284817896783352,4.707073176279664,4.558736479841173,5.501940418267623,1.8502328163012862,1,7,1,1,6,1,6,5,6,1,0.9165,0.0403,0.0216,0.0048,0.007,0.0037,0.0062,0.0022,0.0052,0.0232,0.0337,0.1178,0.22,0.598,0.4667,0.3635,0.0811,0.0232,0.0232,0.0263,0.016,0.3253,0.2236,0.1741,0.1197,0.0822,0.064,0.0111,0.0082,0.0254,0.0782,0.129,0.2731,0.3974,0.0887,0.5518,0.2954,0.0659,0.0167,0.0214,0.0275,0.0214,0.0115,0.0515,0.1399,0.2035,0.2306,0.3355,0.0275,0.0142,0.0719,0.1724,0.1724,0.2843,0.2214,0.0634,0.0033,0.0149,0.0668,0.0857,0.1602,0.559,0.1101,0.5267,0.2819,0.1037,0.0297,0.0262,0.0231,0.0085
bread_street/south_to_north/010_n00233_N_L.jpg,bread_street,south_to_north,10,n00233,N,L,2,6,2,3,5,2,5,5,6,2,1.639448114670813,5.958721810951829,1.9586912617087364,3.010889464057982,5.455129835288972,2.1634598076343536,5.379426283761859,4.802646073047072,5.876462395652197,1.828879812732339,1,7,1,2,6,1,6,5,6,1,0.7227,0.1108,0.0762,0.0247,0.036,0.0193,0.0103,0.009,0.0168,0.0587,0.0518,0.1407,0.232,0.4911,0.4619,0.3597,0.0803,0.0261,0.023,0.0261,0.023,0.1726,0.2846,0.1956,0.1523,0.1047,0.0815,0.0086,0.0057,0.0138,0.0481,0.1017,0.2441,0.456,0.1306,0.4305,0.3353,0.0961,0.0275,0.0353,0.04,0.0353,0.0022,0.0124,0.0557,0.1179,0.2203,0.5284,0.0631,0.0066,0.0429,0.1322,0.1498,0.3593,0.2469,0.0624,0.0013,0.0046,0.0232,0.0382,0.1039,0.6776,0.1512,0.5294,0.2834,0.1043,0.0299,0.0264,0.0181,0.0086
bread_street/south_to_north/010_n00233_N_R.jpg,bread_street,south_to_north,10,n00233,N,R,1,6,2,2,5,2,5,5,6,2,1.2402102444320917,6.4134134436026216,2.11615832708776,2.483381367754191,4.882043244317174,1.9843520745635033,5.093502284493297,4.706232115626335,5.572370958514512,2.010340118780732,1,7,2,1,6,1,6,5,6,1,0.8877,0.0567,0.0268,0.006,0.0099,0.0053,0.0077,0.0021,0.0051,0.0257,0.0257,0.0896,0.1897,0.6622,0.3676,0.4166,0.1053,0.0302,0.0266,0.0302,0.0235,0.3209,0.2832,0.1718,0.1042,0.0632,0.0492,0.0075,0.0131,0.0402,0.1093,0.1802,0.2622,0.3366,0.0585,0.4997,0.3031,0.0868,0.022,0.0282,0.0319,0.0282,0.0059,0.0265,0.105,0.1528,0.2223,0.4153,0.0722,0.0084,0.0546,0.1484,0.1681,0.3141,0.2446,0.0618,0.002,0.009,0.0456,0.0751,0.2042,0.5549,0.1093,0.3982,0.3514,0.166,0.037,0.0255,0.0175,0.0044
bread_street/south_to_north/011_n00234_N_L.jpg,bread_street,south_to_north,11,n00234,N,L,2,6,3,4,6,3,4,5,6,2,1.8017379720695317,6.477735951310024,2.5730605255812407,3.5207233764231205,5.667703740764409,2.7356646098196507,3.9718779511749744,4.58211287856102,5.643819835036993,1.6108101280406117,1,7,2,2,6,2,6,5,6,1,0.5812,0.1887,0.1469,0.0372,0.0289,0.0106,0.0065,0.0037,0.0053,0.0212,0.0272,0.0651,0.1771,0.7004,0.1598,0.4344,0.2325,0.0755,0.0519,0.0357,0.0102,0.0655,0.2287,0.2287,0.2018,0.1572,0.108,0.01,0.0061,0.0147,0.04,0.0748,0.2034,0.4305,0.2304,0.2355,0.3426,0.1834,0.0675,0.0675,0.0675,0.0361,0.1007,0.1465,0.1881,0.1465,0.1293,0.2415,0.0476,0.0268,0.0826,0.1543,0.1543,0.2545,0.2545,0.0729,0.0041,0.0144,0.0569,0.0731,0.1365,0.5398,0.1752,0.6761,0.1937,0.0629,0.018,0.0204,0.018,0.0109
bread_street/south_to_north/011_n00234_N_R.jpg,bread_street,south_to_north,11,n00234,N,R,2,6,2,3,5,3,4,5,5,2,2.0355712173040956,5.838658972410485,2.177401752443984,2.924484839197248,5.057173853740096,2.681315129622817,4.331536369398236,5.027229145634919,5.103268777951598,1.8981790645048022,1,7,2,2,6,2,6,5,6,1,0.4025,0.2767,0.2441,0.0481,0.02,0.0051,0.0035,0.0035,0.0108,0.0549,0.0622,0.2171,0.246,0.4056,0.2118,0.5081,0.2118,0.0417,0.0153,0.0082,0.003,0.1872,0.2724,0.2122,0.1652,0.0884,0.0689,0.0057,0.0205,0.0382,0.0917,0.1335,0.2493,0.3628,0.1039,0.1871,0.3961,0.212,0.0688,0.0536,0.0536,0.0287,0.0306,0.0943,0.1762,0.1997,0.2263,0.2564,0.0164,0.0032,0.024,0.0947,0.1378,0.3747,0.2918,0.0738,0.009,0.0355,0.1239,0.1094,0.2044,0.4326,0.0852,0.5014,0.3041,0.0987,0.0321,0.0283,0.025,0.0104
bread_street/south_to_north/012_n00235_N_L.jpg,bread_street,south_to_north,12,n00235,N,L,5,6,5,3,5,5,4,5,6,3,4.633907224284485,5.57584560662508,4.943719766102731,3.0023436844348907,5.418684260454029,5.043881517834961,3.74850860144943,5.309888194082305,5.617712584789842,2.579891925211996,5,7,6,2,6,6,3,6,6,2,0.0025,0.0146,0.0955,0.2941,0.4279,0.1574,0.0078,0.023,0.038,0.0911,0.0709,0.1502,0.2185,0.4083,0.0087,0.0344,0.106,0.1542,0.288,0.3698,0.039,0.1665,0.2745,0.2138,0.1665,0.101,0.0694,0.0083,0.0028,0.0097,0.0433,0.104,0.2826,0.4659,0.0917,0.0109,0.043,0.1168,0.1323,0.2472,0.3175,0.1323,0.0647,0.1552,0.2559,0.1993,0.1552,0.1552,0.0144,0.0032,0.0186,0.0836,0.1216,0.2271,0.4243,0.1216,0.004,0.0139,0.0551,0.0707,0.1321,0.5921,0.1321,0.2301,0.2955,0.2955,0.0747,0.0582,0.04,0.0061
bread_street/south_to_north/012_n00235_N_R.jpg,bread_street,south_to_north,12,n00235,N,R,5,5,5,4,6,5,4,5,5,3,5.313300919428002,5.020207883790135,5.423323915572837,3.8906803065910935,5.578371562529355,5.442657068371773,3.7862625112757087,4.825592713430524,5.336595315020531,3.1521317968145013,6,5,6,4,6,6,3,6,6,3,0.001,0.0038,0.0281,0.1112,0.3881,0.4397,0.0281,0.0243,0.0401,0.14,0.1235,0.2615,0.1797,0.2308,0.0021,0.0104,0.0529,0.0872,0.2686,0.5018,0.077,0.0528,0.1435,0.2087,0.2365,0.1842,0.1626,0.0118,0.0023,0.0082,0.0367,0.0778,0.2396,0.5072,0.1282,0.0065,0.0256,0.0788,0.0788,0.2428,0.3533,0.2143,0.0516,0.1404,0.2623,0.2315,0.1591,0.1404,0.0148,0.0051,0.0332,0.1312,0.2162,0.245,0.3146,0.0547,0.0058,0.0228,0.0795,0.1021,0.2162,0.4578,0.1157,0.139,0.2022,0.3334,0.1227,0.1083,0.0843,0.0101
brewers_hall_garden/north_to_south/001_n00237_S_F.jpg,brewers_hall_garden,north_to_south,1,n00237,S,F,4,5,4,2,4,5,4,5,4,2,3.578118259087205,5.059952482581139,4.29229190107435,2.3455955325625837,4.267912447452545,4.585417297668755,3.8919192240573466,4.76918641384691,3.685177695006132,2.313577580731362,3,6,3,1,5,6,4,5,3,1,0.0564,0.1352,0.3244,0.2526,0.1352,0.082,0.0143,0.0186,0.0348,0.1214,0.1214,0.2569,0.2911,0.1558,0.0113,0.0572,0.2562,0.2261,0.2261,0.1995,0.0238,0.3429,0.3026,0.162,0.0982,0.0526,0.0361,0.0055,0.0496,0.0927,0.1962,0.1731,0.2223,0.2223,0.0438,0.0152,0.0681,0.185,0.185,0.2096,0.2691,0.0681,0.0428,0.1165,0.2176,0.3166,0.1495,0.1495,0.0074,0.0084,0.0484,0.1317,0.1916,0.2788,0.2788,0.0622,0.1142,0.1662,0.2133,0.1662,0.1294,0.1883,0.0225,0.32,0.32,0.2199,0.0556,0.0433,0.0337,0.0075
brewers_hall_garden/north_to_south/002_n00236_S_L.jpg,brewers_hall_garden,north_to_south,2,n00236,S,L,2,4,3,3,3,3,2,4,4,2,1.5395606718957424,4.006355978548527,2.7161764726042747,3.054570224136114,2.8933536522090435,3.3475795537233353,1.546508138999343,3.5705752968788147,4.065663620829582,1.7241264823824167,1,1,2,2,1,1,1,1,1,1,0.8121,0.0667,0.0357,0.0131,0.0278,0.0169,0.0278,0.3071,0.0471,0.0776,0.0367,0.128,0.2391,0.1644,0.2358,0.4406,0.0868,0.041,0.0596,0.0766,0.0596,0.1621,0.3028,0.1837,0.143,0.0983,0.0983,0.0117,0.6263,0.0214,0.0189,0.0115,0.04,0.0514,0.2304,0.3396,0.1604,0.0859,0.059,0.0973,0.0973,0.1604,0.7886,0.0942,0.0393,0.0127,0.0144,0.027,0.0238,0.2276,0.1564,0.1564,0.0739,0.1564,0.1218,0.1075,0.2447,0.1156,0.102,0.0425,0.102,0.1484,0.2447,0.7776,0.0638,0.0387,0.0183,0.0235,0.0342,0.0439
brewers_hall_garden/north_to_south/002_n00236_S_R.jpg,brewers_hall_garden,north_to_south,2,n00236,S,R,2,6,3,4,4,3,2,4,5,3,1.6977781504392624,5.555723164230585,2.6269715949892998,3.542684833984822,4.4391811694949865,2.6631679870188236,1.8986110612750053,3.5651092007756233,4.789491355419159,2.5967705957591534,1,6,2,4,7,1,1,3,7,1,0.7239,0.0865,0.0865,0.0281,0.0408,0.015,0.0193,0.0418,0.0254,0.0608,0.0474,0.1654,0.3502,0.309,0.2991,0.3389,0.1247,0.0667,0.0667,0.052,0.052,0.0566,0.1358,0.2538,0.3692,0.1358,0.0441,0.0046,0.3608,0.018,0.0204,0.0123,0.0627,0.0627,0.4632,0.5778,0.0782,0.0609,0.0224,0.0537,0.0609,0.1461,0.6777,0.1178,0.063,0.0263,0.0298,0.0556,0.0298,0.1746,0.1541,0.2242,0.1059,0.1541,0.0935,0.0935,0.1422,0.0863,0.0977,0.0523,0.0977,0.1826,0.3411,0.5042,0.1275,0.0993,0.0414,0.0602,0.0993,0.0682
brewers_hall_garden/south_to_north/001_n00236_N_L.jpg,brewers_hall_garden,south_to_north,1,n00236,N,L,1,5,2,2,5,2,2,4,5,3,1.1628756588324904,5.267049252986908,1.7595568634569645,1.6093209823593497,4.760883796960115,1.8566008005291224,2.2226728796958923,4.414252452552319,4.529033370316029,2.8269744031131268,1,6,1,1,7,1,1,5,7,1,0.9455,0.0196,0.0105,0.003,0.0056,0.0039,0.0119,0.0406,0.0279,0.0859,0.0669,0.2334,0.3395,0.2059,0.7191,0.125,0.046,0.0169,0.0192,0.0279,0.046,0.7481,0.1012,0.0614,0.0256,0.0256,0.0226,0.0155,0.2819,0.0231,0.0297,0.0159,0.0808,0.1037,0.4648,0.7845,0.0443,0.0268,0.0112,0.0237,0.0268,0.0827,0.5819,0.1471,0.0695,0.0328,0.0422,0.0892,0.0372,0.0583,0.0961,0.1585,0.1234,0.2961,0.1585,0.1089,0.1373,0.1212,0.1069,0.0572,0.1212,0.1998,0.2565,0.4121,0.1516,0.1181,0.0632,0.0812,0.1181,0.0558
brewers_hall_garden/south_to_north/001_n00236_N_R.jpg,brewers_hall_garden,south_to_north,1,n00236,N,R,1,4,2,2,3,2,1,3,3,2,1.1337112607434392,3.699120230972767,1.9402772299945354,1.5076498109847307,3.473594069480896,1.7047924362123013,1.3627545395866036,3.0124127566814423,3.169784799218178,1.6434147283434868,1,1,1,1,1,1,1,1,1,1,0.9563,0.0155,0.0083,0.0024,0.0039,0.003,0.0106,0.3908,0.0412,0.0679,0.0321,0.0988,0.1846,0.1846,0.6602,0.1669,0.0372,0.0155,0.0176,0.0329,0.0696,0.7698,0.1181,0.0434,0.0181,0.0205,0.0141,0.016,0.5364,0.0143,0.0143,0.0098,0.0499,0.0499,0.3254,0.8376,0.0287,0.0135,0.0072,0.0153,0.0197,0.0779,0.854,0.0701,0.0258,0.0084,0.0084,0.0177,0.0156,0.3633,0.1515,0.1337,0.0557,0.1337,0.0811,0.0811,0.4456,0.1127,0.0683,0.0285,0.0532,0.1277,0.1639,0.7751,0.0817,0.0437,0.0182,0.0207,0.0265,0.0341
