file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7
Tunnel_Exit_Street/north_to_south/003_n00264_S_L.jpg,Tunnel_Exit_Street,north_to_south,3,n00264,S,L,1,6,2,3,4,3,4,5,5,1.4214448551647365,6.313944240682758,2.242884559556842,2.7878153268247843,3.631574785336852,3.218972563743592,3.5488522313535213,4.5680689653381705,5.042280498892069,1,7,2,2,3,3,3,6,6,0.7797,0.1177,0.0574,0.0141,0.0164,0.0072,0.0075,0.0017,0.0041,0.0284,0.0348,0.1233,0.191,0.6167,0.2925,0.4461,0.136,0.0442,0.0313,0.0323,0.0176,0.2004,0.3629,0.1513,0.1178,0.0797,0.0773,0.0106,0.0949,0.1425,0.25,0.2241,0.1541,0.1059,0.0285,0.1503,0.2292,0.2638,0.0912,0.1703,0.0636,0.0315,0.1233,0.197,0.2163,0.1375,0.1441,0.1608,0.0211,0.0155,0.0683,0.1827,0.1827,0.2383,0.2421,0.0704,0.0159,0.0452,0.1172,0.1287,0.1553,0.4709,0.0668
Tunnel_Exit_Street/north_to_south/003_n00264_S_R.jpg,Tunnel_Exit_Street,north_to_south,3,n00264,S,R,1,6,2,2,5,4,4,4,5,1.4311899514868855,6.233055151998997,2.299714494496584,2.4428277509287,4.855509333312512,3.700590297579765,3.585385473445058,4.4309505904093385,5.104072041809559,1,7,1,2,6,5,2,5,6,0.8225,0.0742,0.0436,0.011,0.0216,0.0123,0.0148,0.0027,0.0051,0.0234,0.0325,0.1307,0.2723,0.5332,0.3874,0.3313,0.1181,0.039,0.0408,0.0485,0.0349,0.2793,0.37,0.1495,0.0893,0.0613,0.0435,0.0072,0.0128,0.0359,0.0888,0.2375,0.265,0.291,0.0691,0.1304,0.1573,0.2218,0.0969,0.2253,0.1016,0.0666,0.1506,0.1995,0.1733,0.1248,0.1248,0.1964,0.0306,0.0143,0.0892,0.1947,0.1718,0.2662,0.2106,0.0532,0.0132,0.0406,0.1105,0.1291,0.1738,0.4369,0.096
Tunnel_Exit_Street/north_to_south/020_n00247_S_L.jpg,Tunnel_Exit_Street,north_to_south,20,n00247,S,L,3,6,4,3,4,4,4,5,5,3.339972437126562,6.152932531898841,3.6072884602472186,3.1895460803061724,4.181039500981569,3.9768381379544735,4.40239829942584,5.220781094394624,4.941140180453658,3,7,3,2,4,3,6,6,6,0.0225,0.1058,0.5047,0.266,0.0811,0.0167,0.0031,0.003,0.0076,0.0368,0.0398,0.1527,0.2187,0.5413,0.0294,0.136,0.3936,0.1948,0.1426,0.092,0.0115,0.1841,0.2119,0.2119,0.1526,0.1152,0.1099,0.0142,0.0425,0.09,0.2028,0.2408,0.206,0.1681,0.0497,0.0119,0.1111,0.3068,0.1592,0.2974,0.0965,0.017,0.028,0.0934,0.1828,0.1886,0.1772,0.311,0.019,0.0053,0.0289,0.0964,0.1447,0.2009,0.3813,0.1425,0.0209,0.0585,0.1361,0.1201,0.1518,0.4325,0.08
Tunnel_Exit_Street/north_to_south/020_n00247_S_R.jpg,Tunnel_Exit_Street,north_to_south,20,n00247,S,R,2,5,3,3,4,3,4,5,5,2.4032441484741867,4.713537452742457,2.6410600706003606,2.6864710389636457,3.950145408511162,3.100296906195581,4.324767424724996,5.121615677140653,4.704438177868724,3,6,3,2,4,3,6,6,6,0.2583,0.2583,0.3587,0.0852,0.0294,0.0061,0.004,0.0209,0.051,0.1648,0.1548,0.2552,0.2717,0.0816,0.1339,0.3262,0.3814,0.1059,0.0333,0.0143,0.0049,0.1758,0.3608,0.2121,0.1458,0.0667,0.0357,0.0031,0.0346,0.0927,0.252,0.29,0.1962,0.1084,0.0261,0.0719,0.2801,0.3541,0.1168,0.1323,0.0362,0.0086,0.0222,0.0879,0.2076,0.1981,0.2076,0.2624,0.0141,0.0049,0.0262,0.1006,0.1658,0.2163,0.3856,0.1006,0.0301,0.0746,0.1483,0.1372,0.1761,0.3847,0.0489
Tunnel_Exit_Street/north_to_south/004_n00263_S_L.jpg,Tunnel_Exit_Street,north_to_south,4,n00263,S,L,3,6,4,3,4,4,4,5,5,2.74748123344034,6.1210170192644,3.618552991189063,3.2747740326449275,4.383133493363857,4.340646929107606,4.387326551601291,5.229978344403207,5.233054282143712,1,7,3,2,4,5,6,6,6,0.2481,0.2367,0.2481,0.1228,0.0871,0.0459,0.0114,0.005,0.0101,0.0434,0.0484,0.1315,0.2168,0.5449,0.0438,0.1761,0.3189,0.1817,0.1483,0.121,0.0102,0.113,0.2711,0.1952,0.1806,0.1385,0.0922,0.0094,0.0172,0.0545,0.1603,0.3187,0.2406,0.1628,0.0459,0.0091,0.0706,0.221,0.1472,0.3939,0.1383,0.0199,0.0307,0.0916,0.1822,0.1822,0.2065,0.2822,0.0247,0.0037,0.0223,0.0908,0.1545,0.2015,0.407,0.1203,0.0084,0.0302,0.0929,0.1156,0.1763,0.4945,0.082
Tunnel_Exit_Street/north_to_south/004_n00263_S_R.jpg,Tunnel_Exit_Street,north_to_south,4,n00263,S,R,2,6,2,2,4,4,4,5,5,1.5639589843340218,5.965708607342094,2.3031938821077347,2.2414739062078297,3.920081013813615,3.5701065436005592,4.1398476008325815,4.915772465988994,4.557299502193928,1,7,2,2,4,3,6,6,6,0.7122,0.147,0.0762,0.0208,0.0244,0.0117,0.0077,0.0056,0.0122,0.0482,0.0573,0.1632,0.2488,0.4648,0.2204,0.4967,0.1613,0.0492,0.036,0.0259,0.0105,0.3125,0.3829,0.1547,0.079,0.0457,0.0219,0.0033,0.0232,0.0889,0.2454,0.3516,0.1882,0.0835,0.0192,0.0658,0.1846,0.2951,0.1269,0.2408,0.069,0.0177,0.0379,0.1281,0.2112,0.1697,0.2015,0.2356,0.016,0.0053,0.0337,0.1196,0.1824,0.2738,0.3103,0.0749,0.0218,0.0762,0.1799,0.1663,0.1856,0.3413,0.0289
Tunnel_Exit_Street/north_to_south/021_n00246_S_L.jpg,Tunnel_Exit_Street,north_to_south,21,n00246,S,L,4,6,4,3,4,4,5,5,6,3.67608411423862,5.806924459524453,4.182484975084662,2.833266451023519,4.226504314690828,4.037468981463462,5.218334821518511,5.417460575932637,5.738266540225595,3,7,3,2,4,5,6,6,6,0.0084,0.0581,0.3848,0.3848,0.1289,0.0316,0.0034,0.0033,0.0084,0.044,0.0557,0.2457,0.2964,0.3465,0.0094,0.0559,0.2751,0.2625,0.2109,0.1721,0.0141,0.2249,0.2843,0.1894,0.1301,0.0853,0.0777,0.0083,0.0361,0.0814,0.2112,0.2248,0.2248,0.1807,0.0409,0.0072,0.0825,0.3065,0.183,0.3212,0.0892,0.0103,0.0044,0.0211,0.0861,0.1273,0.2099,0.5036,0.0476,0.003,0.0171,0.0744,0.1285,0.1841,0.428,0.165,0.0029,0.0115,0.0461,0.0592,0.1356,0.5534,0.1912
Tunnel_Exit_Street/north_to_south/021_n00246_S_R.jpg,Tunnel_Exit_Street,north_to_south,21,n00246,S,R,4,5,4,3,4,4,5,5,6,3.906594831263648,4.697702120989561,4.255367716774344,3.328874263446778,4.190777610987425,4.481277796905488,5.159075197065249,5.312705331016332,5.6479080591816455,4,5,3,2,4,5,6,6,6,0.0061,0.0415,0.279,0.439,0.1859,0.0448,0.0037,0.0287,0.0496,0.1731,0.1435,0.2767,0.2056,0.1228,0.0083,0.0484,0.2577,0.2577,0.2346,0.1799,0.0134,0.0906,0.254,0.2349,0.1858,0.1338,0.0934,0.0076,0.0238,0.0689,0.2156,0.2947,0.2123,0.1505,0.0341,0.0046,0.0415,0.1951,0.1695,0.4261,0.1427,0.0206,0.0025,0.0135,0.0803,0.1547,0.2591,0.4548,0.0351,0.0028,0.0149,0.0817,0.155,0.1813,0.4417,0.1226,0.0035,0.0125,0.0494,0.0654,0.1222,0.6304,0.1166
Tunnel_Exit_Street/north_to_south/005_n00262_S_L.jpg,Tunnel_Exit_Street,north_to_south,5,n00262,S,L,5,5,5,3,4,5,4,5,5,4.687919229269028,5.478370082564652,5.151880183257163,2.9724657414481044,4.057950660586357,5.239339585998096,3.820042785257101,4.644702962599695,4.964406246319413,6,6,6,2,4,5,3,5,6,0.0325,0.0536,0.1002,0.2188,0.2366,0.3184,0.0399,0.0045,0.0137,0.0687,0.0882,0.2938,0.2985,0.2325,0.0084,0.0261,0.0844,0.1209,0.2725,0.422,0.0657,0.1767,0.2868,0.2002,0.1511,0.1023,0.0748,0.0081,0.0157,0.0713,0.2451,0.3298,0.2097,0.1022,0.0262,0.0009,0.0043,0.0394,0.0649,0.552,0.2776,0.061,0.0646,0.1575,0.2477,0.1729,0.1625,0.1703,0.0245,0.0125,0.0646,0.1729,0.1702,0.2555,0.2438,0.0804,0.0135,0.0409,0.1166,0.1619,0.1922,0.4134,0.0614
Tunnel_Exit_Street/north_to_south/005_n00262_S_R.jpg,Tunnel_Exit_Street,north_to_south,5,n00262,S,R,1,6,2,3,4,4,4,5,5,1.303879125509411,6.323459337465465,2.1806931402534246,2.592762844171375,4.232308378443122,3.554115941748023,4.417670431546867,4.839232905302197,4.56949026696384,1,7,2,2,4,3,6,5,6,0.849,0.0802,0.0367,0.0079,0.0117,0.0068,0.0076,0.002,0.0044,0.0226,0.0339,0.1147,0.2212,0.6012,0.298,0.4687,0.1223,0.0373,0.0277,0.0314,0.0146,0.2432,0.3376,0.1836,0.1131,0.0708,0.045,0.0068,0.0142,0.0616,0.2118,0.2987,0.2438,0.1433,0.0265,0.0832,0.1933,0.2727,0.1191,0.2225,0.0871,0.022,0.0222,0.0966,0.1833,0.1722,0.2045,0.307,0.0141,0.0062,0.039,0.1219,0.1747,0.3212,0.2748,0.0623,0.0223,0.0708,0.1725,0.1808,0.1836,0.3431,0.0269
Tunnel_Exit_Street/north_to_south/006_n00261_S_L.jpg,Tunnel_Exit_Street,north_to_south,6,n00261,S,L,4,6,4,3,4,5,3,4,5,3.830436570569873,5.955645800102502,4.165199587121606,2.5420169420540333,4.342624027282,4.812249312060885,2.565420441329479,4.39291725307703,4.6170585341751575,4,7,3,2,4,5,1,5,6,0.0863,0.1236,0.2169,0.2238,0.1716,0.1514,0.0263,0.0025,0.0061,0.0328,0.0508,0.1947,0.326,0.3872,0.02,0.0869,0.2636,0.2021,0.2118,0.1959,0.0197,0.2461,0.3636,0.1691,0.1026,0.0673,0.0448,0.0066,0.0364,0.0734,0.1579,0.2772,0.2092,0.1905,0.0554,0.0018,0.0157,0.111,0.1298,0.5464,0.1719,0.0233,0.3474,0.2542,0.1591,0.0751,0.0706,0.0763,0.0173,0.0178,0.0838,0.2043,0.198,0.2279,0.2141,0.0541,0.0453,0.0795,0.1485,0.1509,0.1581,0.3508,0.0669
Tunnel_Exit_Street/north_to_south/006_n00261_S_R.jpg,Tunnel_Exit_Street,north_to_south,6,n00261,S,R,1,6,2,2,4,4,3,4,4,1.3207030147314072,5.955358587438241,2.1340688429772854,2.302148039452732,3.988914508372545,3.5148265287280083,2.628755238838494,4.179220579564571,4.180383920669556,1,7,2,2,4,3,2,5,6,0.8487,0.0753,0.0379,0.0085,0.0129,0.0076,0.0091,0.0037,0.0092,0.0448,0.0593,0.1744,0.2701,0.4384,0.3747,0.3806,0.1255,0.0395,0.0308,0.0327,0.0162,0.3257,0.369,0.1295,0.0786,0.0532,0.0383,0.0057,0.0554,0.1019,0.2157,0.2643,0.1816,0.1506,0.0306,0.1164,0.1831,0.2542,0.1111,0.2174,0.0865,0.0313,0.2829,0.3059,0.1743,0.0774,0.0704,0.0738,0.0152,0.0176,0.0924,0.2217,0.2397,0.2435,0.1597,0.0253,0.036,0.0995,0.2208,0.214,0.1747,0.2314,0.0236
Tunnel_Exit_Street/north_to_south/007_n00260_S_L.jpg,Tunnel_Exit_Street,north_to_south,7,n00260,S,L,4,5,5,3,5,5,3,5,5,4.100850398652256,5.350795182399452,4.626305680256337,2.7862039813771844,4.563797023147345,4.819860005867668,3.295919330790639,4.847645492292941,4.836504777893424,4,5,6,2,6,5,3,6,6,0.0336,0.0745,0.2057,0.3186,0.1932,0.1602,0.0142,0.0087,0.0196,0.0866,0.1013,0.293,0.2626,0.2282,0.0074,0.0361,0.1568,0.239,0.2625,0.2794,0.0187,0.1898,0.349,0.1811,0.1244,0.0855,0.0616,0.0086,0.026,0.0596,0.1475,0.2284,0.232,0.2431,0.0634,0.0019,0.0174,0.1285,0.1368,0.4775,0.2022,0.0357,0.1717,0.2071,0.2171,0.1317,0.1237,0.1276,0.0212,0.0055,0.0368,0.1367,0.202,0.2325,0.3178,0.0687,0.0262,0.0619,0.1394,0.1416,0.1735,0.3673,0.09
Tunnel_Exit_Street/north_to_south/007_n00260_S_R.jpg,Tunnel_Exit_Street,north_to_south,7,n00260,S,R,2,6,2,2,4,4,4,5,5,1.612670830450952,6.392351059708744,2.359997091814876,2.334956671576947,4.360285315662623,3.877731431275606,3.768280878663063,4.55370473023504,4.87188093084842,1,7,2,2,4,5,3,5,6,0.7188,0.1269,0.0746,0.022,0.0297,0.0166,0.0114,0.0021,0.0039,0.0196,0.028,0.0948,0.2239,0.6278,0.3156,0.3748,0.1468,0.0507,0.0441,0.0448,0.0232,0.2779,0.4043,0.1441,0.0902,0.0498,0.0297,0.004,0.0315,0.0699,0.16,0.2679,0.2292,0.1991,0.0424,0.0682,0.1377,0.2455,0.1234,0.2826,0.1072,0.0354,0.0949,0.1746,0.2139,0.1403,0.159,0.1948,0.0225,0.0089,0.0621,0.1637,0.1943,0.3155,0.2134,0.042,0.0117,0.0448,0.1357,0.1637,0.2037,0.3927,0.0476
Tunnel_Exit_Street/north_to_south/008_n00259_S_L.jpg,Tunnel_Exit_Street,north_to_south,8,n00259,S,L,3,5,4,3,4,4,4,5,5,3.4749054892454296,5.278431459097192,3.892871611751616,3.3390449611470103,4.280704360455275,4.090194324962795,4.36667038500309,5.417336553684436,4.865377129986882,3,5,3,2,4,5,6,6,6,0.017,0.0951,0.4465,0.3117,0.0996,0.0268,0.0032,0.003,0.0095,0.0492,0.0798,0.4812,0.2576,0.1198,0.0135,0.0828,0.3379,0.2673,0.1673,0.1243,0.007,0.1117,0.2364,0.2221,0.1841,0.1326,0.1033,0.0099,0.0145,0.0575,0.1744,0.3522,0.217,0.1563,0.028,0.0066,0.0721,0.2943,0.1991,0.3182,0.0986,0.0111,0.0217,0.082,0.1937,0.203,0.2264,0.2566,0.0167,0.0018,0.0112,0.0603,0.1317,0.2205,0.4386,0.1359,0.0219,0.0633,0.1427,0.126,0.1592,0.4195,0.0674
Tunnel_Exit_Street/north_to_south/008_n00259_S_R.jpg,Tunnel_Exit_Street,north_to_south,8,n00259,S,R,4,5,4,3,4,5,5,5,5,3.798741829581559,4.964886580593884,4.188168584369123,3.348115964792669,4.351364647969604,4.641320190159604,5.170604079263285,5.396033023716882,5.284366800449789,4,5,3,2,4,5,6,6,6,0.011,0.0613,0.3162,0.3935,0.1693,0.0448,0.0039,0.0089,0.0275,0.1251,0.1509,0.3194,0.2526,0.1157,0.0122,0.0609,0.2731,0.2336,0.2336,0.1736,0.013,0.1119,0.2295,0.2225,0.1933,0.1308,0.1019,0.0102,0.0147,0.058,0.1788,0.2994,0.2406,0.176,0.0326,0.0025,0.0253,0.1601,0.1576,0.4705,0.1626,0.0213,0.0028,0.0151,0.0767,0.1526,0.2477,0.4774,0.0278,0.002,0.0108,0.0614,0.1383,0.2012,0.4752,0.1111,0.007,0.0256,0.0866,0.1078,0.1643,0.5473,0.0614
Tunnel_Exit_Street/north_to_south/009_n00258_S_L.jpg,Tunnel_Exit_Street,north_to_south,9,n00258,S,L,4,5,4,3,5,4,3,5,5,3.534194133710116,4.950334385037422,3.8224509125575423,3.0003544175997376,4.537404341623187,4.457483412697911,3.423436965793371,4.768307022750378,4.719816196709871,3,5,3,2,4,5,3,6,6,0.0196,0.1025,0.3868,0.3413,0.118,0.0289,0.003,0.0081,0.0226,0.1028,0.1496,0.3702,0.2883,0.0586,0.0209,0.1064,0.338,0.2323,0.1781,0.115,0.0093,0.1781,0.303,0.1781,0.1344,0.1047,0.091,0.0107,0.0175,0.0515,0.1611,0.2457,0.2382,0.2419,0.0441,0.0053,0.0504,0.2089,0.1577,0.3963,0.1577,0.0238,0.1222,0.2112,0.232,0.1521,0.1343,0.1343,0.0139,0.0095,0.0488,0.1503,0.193,0.2328,0.2852,0.0804,0.0337,0.0725,0.1534,0.1354,0.1608,0.3739,0.0703
Tunnel_Exit_Street/north_to_south/009_n00258_S_R.jpg,Tunnel_Exit_Street,north_to_south,9,n00258,S,R,2,5,2,3,4,3,5,5,5,1.521669290959835,5.457518396899104,2.2777587939053774,2.712408700492233,3.980858892202377,3.422347173094749,4.547342637553811,5.38642476638779,5.14578558690846,1,6,2,2,4,3,6,6,6,0.7543,0.1212,0.061,0.0145,0.0231,0.0132,0.0128,0.0097,0.0248,0.0826,0.0717,0.228,0.3587,0.2245,0.3222,0.4202,0.1167,0.0362,0.0373,0.0379,0.0295,0.2451,0.2957,0.188,0.1233,0.0748,0.067,0.0061,0.0449,0.1012,0.2427,0.2504,0.195,0.1319,0.0339,0.1503,0.1961,0.2479,0.0941,0.1651,0.0912,0.0553,0.0303,0.0904,0.1716,0.1358,0.1945,0.336,0.0414,0.0056,0.0253,0.0792,0.11,0.2054,0.396,0.1785,0.0155,0.0441,0.1057,0.1074,0.1538,0.4887,0.0849
Tunnel_Exit_Street/north_to_south/010_n00257_S_L.jpg,Tunnel_Exit_Street,north_to_south,10,n00257,S,L,3,5,3,3,4,4,5,5,5,2.790493408218026,4.867433466017246,3.00370070990175,2.9731413582339883,4.358913896605372,4.236430078744888,4.625085039064288,4.628149074502289,5.235566471703351,3,5,3,2,4,5,6,5,6,0.1508,0.241,0.3851,0.1395,0.0619,0.0169,0.0048,0.0116,0.0316,0.1329,0.1628,0.2995,0.2858,0.0757,0.1014,0.2844,0.3431,0.1262,0.0802,0.0543,0.0104,0.1496,0.3069,0.2176,0.1543,0.0966,0.0685,0.0066,0.0147,0.0538,0.1556,0.3398,0.241,0.1605,0.0347,0.0171,0.0855,0.2397,0.1477,0.3487,0.1345,0.0269,0.0078,0.0413,0.151,0.2376,0.2569,0.2911,0.0143,0.0074,0.045,0.1673,0.2115,0.2758,0.2473,0.0457,0.0083,0.03,0.1016,0.1081,0.1549,0.5239,0.0732
Tunnel_Exit_Street/north_to_south/010_n00257_S_R.jpg,Tunnel_Exit_Street,north_to_south,10,n00257,S,R,2,5,3,3,4,4,3,5,4,1.61717461142689,4.891843741759658,2.5052718222141266,2.9445883221924305,3.69660821184516,3.511011309921741,3.313194178044796,4.988024443387985,4.084957785904408,1,6,2,2,3,3,2,6,6,0.7323,0.1177,0.066,0.0189,0.0284,0.0228,0.0138,0.0216,0.0416,0.1363,0.13,0.2467,0.3425,0.0814,0.2595,0.3775,0.1756,0.0656,0.0458,0.0597,0.0163,0.1454,0.3276,0.2082,0.15,0.0999,0.0625,0.0064,0.0689,0.1268,0.2812,0.2443,0.1505,0.0972,0.0311,0.1151,0.2083,0.2398,0.1081,0.181,0.1115,0.0362,0.1501,0.2398,0.215,0.1151,0.1206,0.141,0.0185,0.0062,0.0342,0.1106,0.1686,0.2652,0.3249,0.0902,0.0822,0.1254,0.1912,0.161,0.1489,0.2493,0.042
Tunnel_Exit_Street/north_to_south/011_n00256_S_L.jpg,Tunnel_Exit_Street,north_to_south,11,n00256,S,L,4,5,4,3,4,5,4,4,5,4.201095857657492,4.9556391797959805,4.476145695894957,2.918075670022517,4.162200026214123,4.749702884582803,3.921610731631517,4.325803175568581,5.007049000822008,4,5,6,2,4,5,4,5,6,0.0066,0.0448,0.1975,0.3577,0.2874,0.0978,0.0083,0.0089,0.0241,0.1098,0.1701,0.3179,0.2849,0.0842,0.015,0.0741,0.1982,0.1805,0.2354,0.2585,0.0384,0.1242,0.3429,0.2356,0.1452,0.0967,0.051,0.0045,0.0158,0.0718,0.1862,0.3588,0.2176,0.1279,0.0219,0.0027,0.0244,0.1406,0.1384,0.4756,0.1833,0.035,0.0457,0.1046,0.2394,0.2799,0.1646,0.1546,0.0112,0.0261,0.0986,0.1931,0.1814,0.2558,0.1961,0.0488,0.0062,0.0292,0.1211,0.1604,0.1935,0.457,0.0326
Tunnel_Exit_Street/north_to_south/011_n00256_S_R.jpg,Tunnel_Exit_Street,north_to_south,11,n00256,S,R,2,6,2,2,3,3,2,4,3,2.1479427944868803,5.657514882273972,2.2605521585792303,2.0605217730626464,2.651017064228654,3.093726694583893,2.346059963107109,4.383198723196983,3.49152560159564,1,6,1,2,1,3,1,6,1,0.5903,0.1297,0.0934,0.036,0.0566,0.0673,0.0268,0.0128,0.0169,0.0432,0.0482,0.1332,0.597,0.1486,0.3973,0.3293,0.1121,0.0406,0.0406,0.0581,0.0221,0.3477,0.4194,0.1279,0.055,0.0318,0.0158,0.0023,0.3419,0.2139,0.1888,0.0892,0.0684,0.0684,0.0294,0.2189,0.2057,0.2405,0.0844,0.1349,0.0793,0.0363,0.4086,0.2679,0.1326,0.0553,0.0488,0.0688,0.018,0.0724,0.1121,0.1485,0.1485,0.1631,0.2566,0.0989,0.2253,0.1478,0.1598,0.1264,0.0969,0.2052,0.0386
Tunnel_Exit_Street/north_to_south/012_n00255_S_L.jpg,Tunnel_Exit_Street,north_to_south,12,n00255,S,L,2,5,3,3,4,3,4,5,5,2.416272273985669,5.039233849849552,2.765546132344753,2.85699909273535,4.057594476267695,3.1472418662160635,4.245902072638273,4.819985857699066,4.968667646870017,3,5,3,2,4,3,5,6,6,0.1991,0.3386,0.3549,0.0744,0.023,0.0071,0.0028,0.0051,0.0192,0.099,0.1291,0.4104,0.2302,0.107,0.1197,0.301,0.3865,0.1179,0.0414,0.0284,0.005,0.1596,0.3224,0.2286,0.1453,0.0841,0.0543,0.0055,0.0255,0.089,0.2272,0.3105,0.1854,0.1336,0.0289,0.0497,0.2951,0.3504,0.1269,0.1269,0.0432,0.0079,0.0236,0.0918,0.2202,0.2005,0.2237,0.2237,0.0165,0.0068,0.0409,0.1452,0.1893,0.2508,0.2842,0.0827,0.0182,0.0536,0.1286,0.1266,0.1625,0.4349,0.0756
Tunnel_Exit_Street/north_to_south/012_n00255_S_R.jpg,Tunnel_Exit_Street,north_to_south,12,n00255,S,R,4,5,4,3,4,5,4,5,5,3.942943493835628,4.636717909947038,4.399066604208201,3.263232010882348,4.191776156425476,4.732766117202118,4.284815100952983,5.183806037995964,5.012738129124045,4,5,5,2,4,5,6,6,6,0.0063,0.0469,0.2659,0.4249,0.1945,0.0575,0.004,0.0183,0.0406,0.163,0.1708,0.345,0.1966,0.0658,0.0064,0.0422,0.2356,0.2284,0.2547,0.2145,0.0182,0.108,0.2551,0.2323,0.1809,0.1243,0.0924,0.0069,0.0165,0.0705,0.204,0.3259,0.2104,0.1424,0.0303,0.0023,0.0219,0.1448,0.1471,0.4675,0.1889,0.0276,0.026,0.0966,0.2014,0.1983,0.2144,0.2468,0.0165,0.0042,0.0228,0.0916,0.1533,0.2266,0.3978,0.1038,0.014,0.0481,0.119,0.1287,0.1652,0.4706,0.0545
Tunnel_Exit_Street/north_to_south/013_n00254_S_L.jpg,Tunnel_Exit_Street,north_to_south,13,n00254,S,L,1,6,2,2,4,3,2,4,4,1.2169880904257298,5.52602403704077,2.007034797221422,2.011023848783225,3.6522083450108767,2.770962318405509,1.7765675680711863,3.75766359269619,3.5495402440428734,1,6,1,1,4,1,1,3,3,0.9038,0.0487,0.0209,0.0044,0.0073,0.0053,0.0096,0.0092,0.0154,0.049,0.0591,0.1711,0.6259,0.0702,0.4315,0.3691,0.0993,0.028,0.0243,0.0285,0.0193,0.3953,0.3892,0.1081,0.0519,0.0319,0.0197,0.004,0.049,0.1292,0.2777,0.3197,0.1333,0.0713,0.0198,0.2782,0.2417,0.2133,0.0693,0.1235,0.0433,0.0307,0.6037,0.2221,0.0804,0.0296,0.0261,0.0278,0.0102,0.0938,0.1699,0.2114,0.1596,0.1895,0.1263,0.0494,0.185,0.1583,0.1879,0.1312,0.1122,0.1793,0.0461
Tunnel_Exit_Street/north_to_south/013_n00254_S_R.jpg,Tunnel_Exit_Street,north_to_south,13,n00254,S,R,1,5,2,2,4,3,2,5,4,1.1630233055911958,5.230911145918071,2.063513974659145,1.9855232229456303,3.580306500196457,3.369403801858425,1.8423626627773049,4.53253273665905,3.741175759583712,1,6,2,1,3,3,1,5,6,0.9218,0.0424,0.0174,0.0035,0.0051,0.0034,0.0063,0.008,0.02,0.0791,0.1001,0.2636,0.4773,0.0519,0.3892,0.3954,0.1098,0.034,0.0269,0.0291,0.0156,0.4524,0.3208,0.1126,0.0524,0.0318,0.0247,0.0053,0.1101,0.1576,0.233,0.2189,0.1327,0.1172,0.0306,0.1456,0.1991,0.2439,0.097,0.2119,0.071,0.0315,0.5603,0.2525,0.0886,0.0321,0.0262,0.0302,0.0101,0.0151,0.0657,0.1787,0.2089,0.2367,0.2331,0.0618,0.1735,0.1438,0.1682,0.131,0.1086,0.2159,0.059
Tunnel_Exit_Street/north_to_south/014_n00253_S_L.jpg,Tunnel_Exit_Street,north_to_south,14,n00253,S,L,1,5,2,2,4,3,2,4,4,1.4401203319430351,5.250797578133643,1.920489925891161,2.095178666058928,3.616979133337736,2.698397049680352,1.9835370178334413,3.8472842648625374,3.715373251587153,1,6,1,2,3,1,1,5,3,0.7944,0.0964,0.0532,0.0155,0.0202,0.0121,0.0083,0.0118,0.0238,0.0819,0.09,0.2523,0.4569,0.0832,0.4574,0.3675,0.0887,0.025,0.0217,0.0242,0.0154,0.3574,0.4113,0.109,0.0557,0.0383,0.0243,0.004,0.0875,0.1377,0.2739,0.2271,0.1466,0.0992,0.028,0.2746,0.262,0.2207,0.0684,0.1075,0.0408,0.0259,0.4477,0.3487,0.0953,0.0368,0.0305,0.034,0.007,0.0596,0.1672,0.218,0.1499,0.263,0.1114,0.0309,0.0772,0.1585,0.2416,0.2067,0.1443,0.1536,0.0181
