file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity
3rd_avenue/south_to_north/07_n00086_N_R.jpg,3rd_avenue,south_to_north,7,n00086,N,R,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0
3rd_avenue/south_to_north/08_n00087_N_L.jpg,3rd_avenue,south_to_north,8,n00087,N,L,1.0,3.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0
3rd_avenue/south_to_north/08_n00087_N_R.jpg,3rd_avenue,south_to_north,8,n00087,N,R,2.0,3.0,3.0,3.0,6.0,3.0,5.0,5.0,5.0
3rd_avenue/south_to_north/09_n00088_N_L.jpg,3rd_avenue,south_to_north,9,n00088,N,L,1.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,4.0
3rd_avenue/south_to_north/09_n00088_N_R.jpg,3rd_avenue,south_to_north,9,n00088,N,R,1.0,5.0,1.0,3.0,6.0,1.0,5.0,5.0,4.0
3rd_avenue/south_to_north/10_n00089_N_L.jpg,3rd_avenue,south_to_north,10,n00089,N,L,1.0,3.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0
3rd_avenue/south_to_north/10_n00089_N_R.jpg,3rd_avenue,south_to_north,10,n00089,N,R,1.0,5.0,1.0,3.0,6.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/11_n00090_N_L.jpg,3rd_avenue,south_to_north,11,n00090,N,L,1.0,3.0,1.0,3.0,3.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/11_n00090_N_R.jpg,3rd_avenue,south_to_north,11,n00090,N,R,1.0,6.0,2.0,5.0,3.0,2.0,3.0,5.0,3.0
3rd_avenue/south_to_north/12_n00091_N_L.jpg,3rd_avenue,south_to_north,12,n00091,N,L,1.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0
3rd_avenue/south_to_north/12_n00091_N_R.jpg,3rd_avenue,south_to_north,12,n00091,N,R,3.0,3.0,5.0,5.0,3.0,6.0,1.0,5.0,3.0
3rd_avenue/south_to_north/13_n00092_N_L.jpg,3rd_avenue,south_to_north,13,n00092,N,L,1.0,3.0,1.0,3.0,1.0,1.0,3.0,3.0,3.0
3rd_avenue/south_to_north/13_n00092_N_R.jpg,3rd_avenue,south_to_north,13,n00092,N,R,2.0,3.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0
3rd_avenue/south_to_north/14_n00093_N_L.jpg,3rd_avenue,south_to_north,14,n00093,N,L,1.0,6.0,1.0,3.0,5.0,1.0,5.0,7.0,3.0
3rd_avenue/south_to_north/14_n00093_N_R.jpg,3rd_avenue,south_to_north,14,n00093,N,R,1.0,5.0,1.0,3.0,6.0,1.0,3.0,3.0,3.0
3rd_avenue/south_to_north/15_n00094_N_L.jpg,3rd_avenue,south_to_north,15,n00094,N,L,1.0,6.0,1.0,3.0,3.0,1.0,5.0,5.0,5.0
3rd_avenue/south_to_north/15_n00094_N_R.jpg,3rd_avenue,south_to_north,15,n00094,N,R,1.0,3.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/16_n00095_N_L.jpg,3rd_avenue,south_to_north,16,n00095,N,L,1.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0
3rd_avenue/south_to_north/16_n00095_N_R.jpg,3rd_avenue,south_to_north,16,n00095,N,R,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
3rd_avenue/south_to_north/17_n00096_N_L.jpg,3rd_avenue,south_to_north,17,n00096,N,L,1.0,5.0,2.0,3.0,3.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/17_n00096_N_R.jpg,3rd_avenue,south_to_north,17,n00096,N,R,1.0,3.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0
3rd_avenue/south_to_north/18_n00097_N_L.jpg,3rd_avenue,south_to_north,18,n00097,N,L,1.0,6.0,1.0,3.0,5.0,1.0,3.0,5.0,5.0
3rd_avenue/south_to_north/18_n00097_N_R.jpg,3rd_avenue,south_to_north,18,n00097,N,R,1.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
3rd_avenue/south_to_north/19_n00098_N_L.jpg,3rd_avenue,south_to_north,19,n00098,N,L,1.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,5.0
3rd_avenue/south_to_north/19_n00098_N_R.jpg,3rd_avenue,south_to_north,19,n00098,N,R,3.0,3.0,3.0,3.0,6.0,5.0,5.0,5.0,4.0
3rd_avenue/south_to_north/20_n00099_N_L.jpg,3rd_avenue,south_to_north,20,n00099,N,L,1.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,4.0
3rd_avenue/south_to_north/20_n00099_N_R.jpg,3rd_avenue,south_to_north,20,n00099,N,R,1.0,6.0,1.0,3.0,6.0,1.0,5.0,5.0,5.0
3rd_avenue/south_to_north/21_n00100_N_L.jpg,3rd_avenue,south_to_north,21,n00100,N,L,1.0,5.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
3rd_avenue/south_to_north/21_n00100_N_R.jpg,3rd_avenue,south_to_north,21,n00100,N,R,1.0,6.0,2.0,3.0,6.0,2.0,5.0,7.0,5.0
3rd_avenue/south_to_north/22_n00101_N_L.jpg,3rd_avenue,south_to_north,22,n00101,N,L,1.0,7.0,1.0,3.0,6.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/22_n00101_N_R.jpg,3rd_avenue,south_to_north,22,n00101,N,R,1.0,7.0,1.0,3.0,6.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/23_n00102_N_L.jpg,3rd_avenue,south_to_north,23,n00102,N,L,1.0,6.0,1.0,3.0,3.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/23_n00102_N_R.jpg,3rd_avenue,south_to_north,23,n00102,N,R,1.0,7.0,1.0,3.0,6.0,1.0,3.0,7.0,5.0
3rd_avenue/south_to_north/24_n00103_N_L.jpg,3rd_avenue,south_to_north,24,n00103,N,L,1.0,6.0,2.0,3.0,3.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/24_n00103_N_R.jpg,3rd_avenue,south_to_north,24,n00103,N,R,1.0,6.0,1.0,3.0,3.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/25_n00104_N_L.jpg,3rd_avenue,south_to_north,25,n00104,N,L,1.0,6.0,2.0,5.0,6.0,3.0,5.0,7.0,6.0
3rd_avenue/south_to_north/25_n00104_N_R.jpg,3rd_avenue,south_to_north,25,n00104,N,R,1.0,6.0,1.0,3.0,6.0,1.0,5.0,5.0,3.0
3rd_avenue/south_to_north/26_n00105_N_L.jpg,3rd_avenue,south_to_north,26,n00105,N,L,1.0,6.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/26_n00105_N_R.jpg,3rd_avenue,south_to_north,26,n00105,N,R,1.0,5.0,1.0,3.0,3.0,1.0,6.0,5.0,3.0
3rd_avenue/south_to_north/27_n00106_N_L.jpg,3rd_avenue,south_to_north,27,n00106,N,L,1.0,6.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0
3rd_avenue/south_to_north/27_n00106_N_R.jpg,3rd_avenue,south_to_north,27,n00106,N,R,1.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/28_n00107_N_L.jpg,3rd_avenue,south_to_north,28,n00107,N,L,1.0,6.0,1.0,3.0,5.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/28_n00107_N_R.jpg,3rd_avenue,south_to_north,28,n00107,N,R,1.0,6.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/29_n00108_N_L.jpg,3rd_avenue,south_to_north,29,n00108,N,L,1.0,6.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
3rd_avenue/south_to_north/29_n00108_N_R.jpg,3rd_avenue,south_to_north,29,n00108,N,R,1.0,7.0,1.0,3.0,6.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/30_n00109_N_L.jpg,3rd_avenue,south_to_north,30,n00109,N,L,1.0,7.0,1.0,3.0,6.0,1.0,3.0,7.0,3.0
3rd_avenue/south_to_north/30_n00109_N_R.jpg,3rd_avenue,south_to_north,30,n00109,N,R,1.0,7.0,1.0,3.0,6.0,1.0,6.0,5.0,5.0
3rd_avenue/south_to_north/31_n00110_N_L.jpg,3rd_avenue,south_to_north,31,n00110,N,L,2.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0
3rd_avenue/south_to_north/31_n00110_N_R.jpg,3rd_avenue,south_to_north,31,n00110,N,R,1.0,7.0,2.0,3.0,6.0,1.0,5.0,5.0,5.0
3rd_avenue/south_to_north/32_n00111_N_L.jpg,3rd_avenue,south_to_north,32,n00111,N,L,1.0,7.0,1.0,3.0,3.0,1.0,3.0,5.0,5.0
3rd_avenue/south_to_north/32_n00111_N_R.jpg,3rd_avenue,south_to_north,32,n00111,N,R,2.0,6.0,3.0,3.0,6.0,3.0,5.0,5.0,6.0
3rd_avenue/south_to_north/33_n00112_N_L.jpg,3rd_avenue,south_to_north,33,n00112,N,L,1.0,7.0,1.0,3.0,6.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/33_n00112_N_R.jpg,3rd_avenue,south_to_north,33,n00112,N,R,1.0,6.0,1.0,3.0,6.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/34_n00113_N_L.jpg,3rd_avenue,south_to_north,34,n00113,N,L,1.0,7.0,1.0,3.0,3.0,1.0,5.0,7.0,5.0
3rd_avenue/south_to_north/34_n00113_N_R.jpg,3rd_avenue,south_to_north,34,n00113,N,R,1.0,7.0,1.0,3.0,6.0,1.0,5.0,7.0,5.0
Park_Ave_East/north_to_south/01_n00139_S_L.jpg,Park_Ave_East,north_to_south,1,n00139,S,L,1.0,6.0,3.0,3.0,3.0,1.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/01_n00139_S_R.jpg,Park_Ave_East,north_to_south,1,n00139,S,R,1.0,7.0,1.0,3.0,3.0,1.0,5.0,7.0,3.0
Park_Ave_East/north_to_south/02_n00137_S_L.jpg,Park_Ave_East,north_to_south,2,n00137,S,L,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/02_n00137_S_R.jpg,Park_Ave_East,north_to_south,2,n00137,S,R,1.0,6.0,2.0,3.0,6.0,3.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/03_n00136_S_L.jpg,Park_Ave_East,north_to_south,3,n00136,S,L,1.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0
Park_Ave_East/north_to_south/03_n00136_S_R.jpg,Park_Ave_East,north_to_south,3,n00136,S,R,1.0,6.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/04_n00135_S_L.jpg,Park_Ave_East,north_to_south,4,n00135,S,L,1.0,6.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/04_n00135_S_R.jpg,Park_Ave_East,north_to_south,4,n00135,S,R,1.0,6.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/05_n00134_S_L.jpg,Park_Ave_East,north_to_south,5,n00134,S,L,1.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,2.0
Park_Ave_East/north_to_south/05_n00134_S_R.jpg,Park_Ave_East,north_to_south,5,n00134,S,R,3.0,5.0,5.0,3.0,3.0,5.0,1.0,5.0,1.0
Park_Ave_East/north_to_south/06_n00133_S_L.jpg,Park_Ave_East,north_to_south,6,n00133,S,L,1.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/06_n00133_S_R.jpg,Park_Ave_East,north_to_south,6,n00133,S,R,5.0,3.0,5.0,3.0,3.0,5.0,1.0,7.0,1.0
Park_Ave_East/north_to_south/07_n00132_S_L.jpg,Park_Ave_East,north_to_south,7,n00132,S,L,2.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/07_n00132_S_R.jpg,Park_Ave_East,north_to_south,7,n00132,S,R,6.0,1.0,6.0,3.0,6.0,6.0,1.0,7.0,3.0
Park_Ave_East/north_to_south/08_n00131_S_L.jpg,Park_Ave_East,north_to_south,8,n00131,S,L,3.0,2.0,3.0,3.0,6.0,5.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/08_n00131_S_R.jpg,Park_Ave_East,north_to_south,8,n00131,S,R,2.0,6.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/09_n00130_S_L.jpg,Park_Ave_East,north_to_south,9,n00130,S,L,3.0,3.0,5.0,3.0,5.0,6.0,1.0,7.0,3.0
Park_Ave_East/north_to_south/09_n00130_S_R.jpg,Park_Ave_East,north_to_south,9,n00130,S,R,6.0,2.0,6.0,3.0,6.0,6.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/10_n00129_S_L.jpg,Park_Ave_East,north_to_south,10,n00129,S,L,2.0,5.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/10_n00129_S_R.jpg,Park_Ave_East,north_to_south,10,n00129,S,R,6.0,1.0,6.0,3.0,6.0,6.0,1.0,3.0,1.0
Park_Ave_East/north_to_south/11_n00128_S_L.jpg,Park_Ave_East,north_to_south,11,n00128,S,L,1.0,5.0,2.0,3.0,3.0,3.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/11_n00128_S_R.jpg,Park_Ave_East,north_to_south,11,n00128,S,R,6.0,2.0,6.0,3.0,6.0,6.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/12_n00127_S_L.jpg,Park_Ave_East,north_to_south,12,n00127,S,L,1.0,5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0
Park_Ave_East/north_to_south/12_n00127_S_R.jpg,Park_Ave_East,north_to_south,12,n00127,S,R,2.0,3.0,3.0,5.0,6.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/13_n00126_S_L.jpg,Park_Ave_East,north_to_south,13,n00126,S,L,1.0,6.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/13_n00126_S_R.jpg,Park_Ave_East,north_to_south,13,n00126,S,R,6.0,3.0,6.0,3.0,6.0,6.0,1.0,5.0,1.0
Park_Ave_East/north_to_south/14_n00125_S_L.jpg,Park_Ave_East,north_to_south,14,n00125,S,L,1.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/14_n00125_S_R.jpg,Park_Ave_East,north_to_south,14,n00125,S,R,6.0,2.0,5.0,3.0,6.0,6.0,1.0,5.0,1.0
Park_Ave_East/north_to_south/15_n00124_S_L.jpg,Park_Ave_East,north_to_south,15,n00124,S,L,1.0,5.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/15_n00124_S_R.jpg,Park_Ave_East,north_to_south,15,n00124,S,R,6.0,2.0,6.0,3.0,6.0,6.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/16_n00123_S_L.jpg,Park_Ave_East,north_to_south,16,n00123,S,L,1.0,6.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0
Park_Ave_East/north_to_south/16_n00123_S_R.jpg,Park_Ave_East,north_to_south,16,n00123,S,R,3.0,5.0,3.0,3.0,6.0,5.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/17_n00122_S_L.jpg,Park_Ave_East,north_to_south,17,n00122,S,L,2.0,3.0,3.0,3.0,5.0,3.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/17_n00122_S_R.jpg,Park_Ave_East,north_to_south,17,n00122,S,R,6.0,1.0,6.0,3.0,7.0,6.0,1.0,3.0,3.0
Park_Ave_East/north_to_south/18_n00121_S_L.jpg,Park_Ave_East,north_to_south,18,n00121,S,L,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/18_n00121_S_R.jpg,Park_Ave_East,north_to_south,18,n00121,S,R,6.0,1.0,6.0,3.0,7.0,6.0,1.0,7.0,1.0
Park_Ave_East/north_to_south/19_n00120_S_L.jpg,Park_Ave_East,north_to_south,19,n00120,S,L,1.0,5.0,2.0,3.0,3.0,2.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/19_n00120_S_R.jpg,Park_Ave_East,north_to_south,19,n00120,S,R,2.0,6.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/20_n00119_S_L.jpg,Park_Ave_East,north_to_south,20,n00119,S,L,2.0,3.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0
Park_Ave_East/north_to_south/20_n00119_S_R.jpg,Park_Ave_East,north_to_south,20,n00119,S,R,5.0,3.0,5.0,3.0,6.0,6.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/21_n00118_S_L.jpg,Park_Ave_East,north_to_south,21,n00118,S,L,2.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/21_n00118_S_R.jpg,Park_Ave_East,north_to_south,21,n00118,S,R,3.0,6.0,5.0,3.0,6.0,5.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/22_n00117_S_L.jpg,Park_Ave_East,north_to_south,22,n00117,S,L,2.0,5.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/22_n00117_S_R.jpg,Park_Ave_East,north_to_south,22,n00117,S,R,3.0,3.0,5.0,3.0,6.0,5.0,1.0,5.0,3.0
Park_Ave_East/north_to_south/23_n00116_S_L.jpg,Park_Ave_East,north_to_south,23,n00116,S,L,1.0,6.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/23_n00116_S_R.jpg,Park_Ave_East,north_to_south,23,n00116,S,R,2.0,5.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0
Park_Ave_East/north_to_south/24_n00115_S_L.jpg,Park_Ave_East,north_to_south,24,n00115,S,L,1.0,3.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
Park_Ave_East/north_to_south/24_n00115_S_R.jpg,Park_Ave_East,north_to_south,24,n00115,S,R,1.0,6.0,1.0,3.0,3.0,1.0,1.0,7.0,3.0
Park_Ave_East/north_to_south/25_n00114_S_L.jpg,Park_Ave_East,north_to_south,25,n00114,S,L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0
Park_Ave_East/north_to_south/25_n00114_S_R.jpg,Park_Ave_East,north_to_south,25,n00114,S,R,1.0,7.0,1.0,3.0,3.0,1.0,3.0,7.0,5.0
Park_Ave_East/south_to_north/01_n00114_N_L.jpg,Park_Ave_East,south_to_north,1,n00114,N,L,1.0,6.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/01_n00114_N_R.jpg,Park_Ave_East,south_to_north,1,n00114,N,R,1.0,2.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0
Park_Ave_East/south_to_north/02_n00115_N_L.jpg,Park_Ave_East,south_to_north,2,n00115,N,L,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0
Park_Ave_East/south_to_north/02_n00115_N_R.jpg,Park_Ave_East,south_to_north,2,n00115,N,R,1.0,5.0,1.0,3.0,6.0,3.0,5.0,5.0,5.0
Park_Ave_East/south_to_north/03_n00116_N_L.jpg,Park_Ave_East,south_to_north,3,n00116,N,L,3.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/03_n00116_N_R.jpg,Park_Ave_East,south_to_north,3,n00116,N,R,1.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/04_n00117_N_L.jpg,Park_Ave_East,south_to_north,4,n00117,N,L,3.0,3.0,3.0,5.0,3.0,5.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/04_n00117_N_R.jpg,Park_Ave_East,south_to_north,4,n00117,N,R,1.0,5.0,1.0,3.0,3.0,1.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/05_n00118_N_L.jpg,Park_Ave_East,south_to_north,5,n00118,N,L,5.0,2.0,5.0,3.0,6.0,6.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/05_n00118_N_R.jpg,Park_Ave_East,south_to_north,5,n00118,N,R,1.0,5.0,2.0,3.0,3.0,3.0,1.0,7.0,3.0
Park_Ave_East/south_to_north/06_n00119_N_L.jpg,Park_Ave_East,south_to_north,6,n00119,N,L,1.0,6.0,3.0,3.0,3.0,3.0,1.0,7.0,3.0
Park_Ave_East/south_to_north/06_n00119_N_R.jpg,Park_Ave_East,south_to_north,6,n00119,N,R,3.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0
Park_Ave_East/south_to_north/07_n00120_N_L.jpg,Park_Ave_East,south_to_north,7,n00120,N,L,6.0,1.0,6.0,3.0,6.0,6.0,1.0,3.0,1.0
Park_Ave_East/south_to_north/07_n00120_N_R.jpg,Park_Ave_East,south_to_north,7,n00120,N,R,2.0,5.0,3.0,3.0,6.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/08_n00121_N_L.jpg,Park_Ave_East,south_to_north,8,n00121,N,L,6.0,1.0,6.0,3.0,6.0,6.0,1.0,3.0,1.0
Park_Ave_East/south_to_north/08_n00121_N_R.jpg,Park_Ave_East,south_to_north,8,n00121,N,R,1.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/09_n00122_N_L.jpg,Park_Ave_East,south_to_north,9,n00122,N,L,6.0,2.0,6.0,3.0,6.0,6.0,1.0,3.0,1.0
Park_Ave_East/south_to_north/09_n00122_N_R.jpg,Park_Ave_East,south_to_north,9,n00122,N,R,1.0,5.0,2.0,3.0,5.0,2.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/10_n00123_N_L.jpg,Park_Ave_East,south_to_north,10,n00123,N,L,2.0,5.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/10_n00123_N_R.jpg,Park_Ave_East,south_to_north,10,n00123,N,R,1.0,6.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
Park_Ave_East/south_to_north/11_n00124_N_L.jpg,Park_Ave_East,south_to_north,11,n00124,N,L,6.0,2.0,6.0,3.0,6.0,6.0,1.0,3.0,3.0
Park_Ave_East/south_to_north/11_n00124_N_R.jpg,Park_Ave_East,south_to_north,11,n00124,N,R,1.0,6.0,2.0,3.0,6.0,2.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/12_n00125_N_L.jpg,Park_Ave_East,south_to_north,12,n00125,N,L,3.0,2.0,3.0,3.0,3.0,5.0,1.0,5.0,1.0
Park_Ave_East/south_to_north/12_n00125_N_R.jpg,Park_Ave_East,south_to_north,12,n00125,N,R,1.0,5.0,2.0,3.0,3.0,2.0,3.0,7.0,5.0
Park_Ave_East/south_to_north/13_n00126_N_L.jpg,Park_Ave_East,south_to_north,13,n00126,N,L,3.0,3.0,3.0,3.0,6.0,6.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/13_n00126_N_R.jpg,Park_Ave_East,south_to_north,13,n00126,N,R,1.0,5.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/14_n00127_N_L.jpg,Park_Ave_East,south_to_north,14,n00127,N,L,3.0,3.0,3.0,5.0,6.0,5.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/14_n00127_N_R.jpg,Park_Ave_East,south_to_north,14,n00127,N,R,1.0,3.0,3.0,5.0,6.0,3.0,3.0,3.0,3.0
Park_Ave_East/south_to_north/15_n00128_N_L.jpg,Park_Ave_East,south_to_north,15,n00128,N,L,5.0,1.0,5.0,3.0,3.0,6.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/15_n00128_N_R.jpg,Park_Ave_East,south_to_north,15,n00128,N,R,3.0,3.0,3.0,3.0,5.0,3.0,1.0,7.0,3.0
Park_Ave_East/south_to_north/16_n00129_N_L.jpg,Park_Ave_East,south_to_north,16,n00129,N,L,5.0,2.0,5.0,3.0,6.0,5.0,1.0,3.0,3.0
Park_Ave_East/south_to_north/16_n00129_N_R.jpg,Park_Ave_East,south_to_north,16,n00129,N,R,5.0,2.0,5.0,3.0,6.0,6.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/17_n00130_N_L.jpg,Park_Ave_East,south_to_north,17,n00130,N,L,3.0,3.0,3.0,3.0,3.0,5.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/17_n00130_N_R.jpg,Park_Ave_East,south_to_north,17,n00130,N,R,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/18_n00131_N_L.jpg,Park_Ave_East,south_to_north,18,n00131,N,L,3.0,5.0,3.0,3.0,6.0,5.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/18_n00131_N_R.jpg,Park_Ave_East,south_to_north,18,n00131,N,R,1.0,5.0,2.0,3.0,6.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/19_n00132_N_L.jpg,Park_Ave_East,south_to_north,19,n00132,N,L,5.0,1.0,5.0,3.0,6.0,6.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/19_n00132_N_R.jpg,Park_Ave_East,south_to_north,19,n00132,N,R,2.0,5.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0
Park_Ave_East/south_to_north/20_n00133_N_L.jpg,Park_Ave_East,south_to_north,20,n00133,N,L,3.0,3.0,3.0,3.0,3.0,5.0,1.0,7.0,3.0
Park_Ave_East/south_to_north/20_n00133_N_R.jpg,Park_Ave_East,south_to_north,20,n00133,N,R,1.0,5.0,2.0,3.0,3.0,2.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/21_n00134_N_L.jpg,Park_Ave_East,south_to_north,21,n00134,N,L,3.0,3.0,3.0,3.0,5.0,5.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/21_n00134_N_R.jpg,Park_Ave_East,south_to_north,21,n00134,N,R,1.0,5.0,1.0,3.0,3.0,1.0,3.0,7.0,3.0
Park_Ave_East/south_to_north/22_n00135_N_L.jpg,Park_Ave_East,south_to_north,22,n00135,N,L,1.0,6.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0
Park_Ave_East/south_to_north/22_n00135_N_R.jpg,Park_Ave_East,south_to_north,22,n00135,N,R,2.0,6.0,3.0,3.0,6.0,3.0,5.0,7.0,5.0
Park_Ave_East/south_to_north/23_n00136_N_L.jpg,Park_Ave_East,south_to_north,23,n00136,N,L,1.0,6.0,2.0,3.0,6.0,3.0,1.0,7.0,3.0
Park_Ave_East/south_to_north/23_n00136_N_R.jpg,Park_Ave_East,south_to_north,23,n00136,N,R,3.0,5.0,3.0,3.0,3.0,3.0,3.0,7.0,3.0
Park_Ave_East/south_to_north/24_n00137_N_L.jpg,Park_Ave_East,south_to_north,24,n00137,N,L,1.0,6.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0
Park_Ave_East/south_to_north/24_n00137_N_R.jpg,Park_Ave_East,south_to_north,24,n00137,N,R,1.0,6.0,2.0,3.0,1.0,2.0,1.0,5.0,3.0
Park_Ave_East/south_to_north/25_n00139_N_L.jpg,Park_Ave_East,south_to_north,25,n00139,N,L,1.0,7.0,1.0,3.0,6.0,1.0,5.0,7.0,3.0
Park_Ave_East/south_to_north/25_n00139_N_R.jpg,Park_Ave_East,south_to_north,25,n00139,N,R,1.0,7.0,2.0,3.0,5.0,2.0,3.0,7.0,3.0
