file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7
3rd_avenue/south_to_north/01_n00080_N_L.jpg,3rd_avenue,south_to_north,1,n00080,N,L,2,5,2,4,4,4,5,5,6,1.990174438804388,4.938203953206539,2.2268169429153204,4.311476908624172,4.243923828005791,3.6057159323245287,5.137508029467426,5.465171442134306,5.5747732990421355,1,5,2,5,4,3,6,6,6,0.3766,0.3766,0.1752,0.0385,0.0216,0.0076,0.0039,0.0038,0.0192,0.0659,0.2566,0.3047,0.3,0.0497,0.3168,0.4005,0.1428,0.0595,0.0478,0.0248,0.0078,0.0329,0.0997,0.1593,0.2247,0.2282,0.2247,0.0304,0.0222,0.0718,0.2013,0.3022,0.1951,0.1618,0.0456,0.0506,0.185,0.3099,0.1375,0.2163,0.0808,0.0198,0.0017,0.0116,0.0689,0.1628,0.2902,0.4495,0.0151,0.0021,0.0124,0.0662,0.1199,0.1947,0.4456,0.1589,0.0024,0.0114,0.0527,0.0732,0.1599,0.6034,0.097
3rd_avenue/south_to_north/01_n00080_N_R.jpg,3rd_avenue,south_to_north,1,n00080,N,R,3,5,3,4,4,4,5,6,6,3.1390042800921947,5.412613857770339,2.8002705927938223,4.4088966846466064,4.395215352065861,3.9662971096113324,5.308985163457692,5.571948873461224,5.883327916497365,3,6,2,5,4,3,6,6,6,0.058,0.1705,0.4634,0.2155,0.0711,0.018,0.0035,0.0038,0.0147,0.0564,0.1685,0.2097,0.3404,0.2065,0.1423,0.3158,0.292,0.138,0.0786,0.0276,0.0057,0.0219,0.0825,0.1517,0.235,0.2541,0.2277,0.0272,0.0137,0.0478,0.172,0.3114,0.2502,0.1615,0.0435,0.0118,0.0961,0.3102,0.1824,0.3054,0.0835,0.0106,0.0028,0.0125,0.0627,0.1267,0.219,0.542,0.0341,0.0016,0.0084,0.0498,0.1038,0.1851,0.4954,0.1559,0.0013,0.0046,0.0242,0.0432,0.1174,0.6247,0.1847
3rd_avenue/south_to_north/02_n00081_N_L.jpg,3rd_avenue,south_to_north,2,n00081,N,L,3,5,3,4,4,4,5,5,5,3.0742130938451737,4.5123779354617,2.6794926654547453,4.169458728283644,4.241651484742761,3.9863907704129815,5.306310610380024,5.4305039113387465,5.456183458678424,3,4,2,4,4,5,6,6,6,0.055,0.214,0.4323,0.2174,0.0653,0.0141,0.002,0.0048,0.0273,0.1013,0.4008,0.2712,0.1724,0.0223,0.173,0.344,0.2516,0.1265,0.0756,0.0257,0.0036,0.0322,0.1198,0.177,0.2308,0.2203,0.1974,0.0225,0.0171,0.0637,0.1902,0.3338,0.2122,0.1505,0.0325,0.012,0.0989,0.3048,0.1657,0.3244,0.082,0.0122,0.0016,0.0092,0.0537,0.1308,0.2483,0.5339,0.0224,0.0019,0.0107,0.0628,0.1289,0.1935,0.479,0.123,0.0049,0.0189,0.0702,0.086,0.1558,0.5698,0.0945
3rd_avenue/south_to_north/02_n00081_N_R.jpg,3rd_avenue,south_to_north,2,n00081,N,R,2,6,2,4,5,4,6,6,6,1.7658266462385654,5.812418578192592,2.0644296584650874,3.7940506106242537,4.717754629207775,3.8027314953505993,5.792003111389931,5.711225496255793,6.177811995788943,1,7,1,4,5,3,6,6,6,0.587,0.2228,0.1103,0.0288,0.0288,0.0132,0.0092,0.0041,0.0132,0.0467,0.0942,0.1415,0.3447,0.3556,0.3902,0.3841,0.1135,0.0392,0.0405,0.021,0.0114,0.0655,0.1699,0.1956,0.2287,0.1699,0.1547,0.0156,0.0032,0.0195,0.1006,0.291,0.3402,0.2096,0.0359,0.045,0.1474,0.2798,0.1407,0.2798,0.0894,0.0179,0.0008,0.003,0.0193,0.0428,0.1238,0.7352,0.0751,0.0015,0.0077,0.0429,0.0802,0.1725,0.4838,0.2113,0.0006,0.0018,0.0103,0.0207,0.0639,0.5783,0.3244
3rd_avenue/south_to_north/03_n00082_N_L.jpg,3rd_avenue,south_to_north,3,n00082,N,L,3,5,3,4,4,4,5,6,5,3.4365461198613048,4.51330311736092,2.548404224216938,3.6286662742495537,4.069475341588259,4.141164639033377,4.994940133532509,5.56000139110256,5.470722544007003,3,4,2,4,4,5,6,6,6,0.0271,0.1214,0.4043,0.31,0.1123,0.0221,0.0028,0.0061,0.0357,0.119,0.3497,0.2766,0.1931,0.0197,0.1845,0.3845,0.2406,0.1068,0.0599,0.0198,0.004,0.0723,0.1934,0.2157,0.2191,0.1628,0.1249,0.0118,0.031,0.0842,0.2361,0.2804,0.2019,0.1345,0.032,0.0125,0.0826,0.2668,0.1593,0.3646,0.0966,0.0176,0.0032,0.02,0.0954,0.1838,0.2759,0.4015,0.0203,0.0016,0.0078,0.0465,0.1063,0.1896,0.5073,0.1409,0.0045,0.0184,0.0695,0.0865,0.1542,0.5641,0.1027
3rd_avenue/south_to_north/03_n00082_N_R.jpg,3rd_avenue,south_to_north,3,n00082,N,R,2,5,2,3,4,4,6,6,6,2.0367114543914795,4.795964039396495,2.2128371307626367,3.1428080834448338,4.188735052011907,4.0190717950463295,5.7749121959204786,5.63206105644349,5.959162057028152,1,5,2,2,4,5,6,6,6,0.4832,0.2178,0.1806,0.0517,0.0403,0.0168,0.0096,0.0048,0.0265,0.0969,0.2676,0.2986,0.2554,0.0503,0.3453,0.3618,0.1508,0.0609,0.0482,0.0239,0.0091,0.1495,0.275,0.192,0.1642,0.1146,0.095,0.0096,0.0131,0.0588,0.2152,0.323,0.2401,0.1285,0.0213,0.0362,0.1186,0.2591,0.1409,0.2983,0.115,0.0319,0.0006,0.0026,0.0183,0.0454,0.1443,0.7103,0.0785,0.0012,0.0056,0.0373,0.0954,0.1867,0.5237,0.15,0.0011,0.0039,0.0204,0.0353,0.1006,0.6258,0.2129
3rd_avenue/south_to_north/04_n00083_N_L.jpg,3rd_avenue,south_to_north,4,n00083,N,L,4,5,3,4,4,5,5,6,6,3.7541051597800106,4.548053381964564,3.040087627945468,3.778633588925004,4.173877090215683,4.508518327958882,5.279497604584321,5.501819460419938,5.821541294804774,4,4,3,4,4,5,6,6,6,0.0133,0.0755,0.3081,0.3956,0.1649,0.0392,0.0033,0.0047,0.028,0.104,0.3686,0.287,0.1882,0.0195,0.0995,0.279,0.2924,0.1829,0.1076,0.0349,0.0038,0.0531,0.1741,0.2133,0.2271,0.1768,0.1443,0.0113,0.0151,0.0563,0.209,0.35,0.2225,0.1229,0.0242,0.0037,0.0344,0.195,0.1668,0.4393,0.1382,0.0226,0.0013,0.0079,0.0571,0.1414,0.256,0.509,0.0274,0.0016,0.0084,0.052,0.1172,0.1932,0.501,0.1267,0.0017,0.0062,0.0309,0.0501,0.122,0.6197,0.1694
3rd_avenue/south_to_north/04_n00083_N_R.jpg,3rd_avenue,south_to_north,4,n00083,N,R,2,5,2,3,4,4,6,6,6,2.4903664318844676,4.93299620365724,2.4472920554690063,3.159998503513634,4.129649218171835,3.972287245094776,5.8477832126664,5.725705209129956,6.040771305968519,3,5,2,2,4,5,6,6,6,0.2673,0.2511,0.3125,0.0953,0.0487,0.0174,0.0078,0.0035,0.017,0.0662,0.2577,0.3109,0.3013,0.0434,0.2218,0.3893,0.2184,0.091,0.0535,0.0216,0.0043,0.1323,0.2845,0.1955,0.1753,0.1132,0.0895,0.0097,0.0095,0.0498,0.2339,0.3566,0.2267,0.1054,0.018,0.0283,0.1135,0.2899,0.1435,0.2991,0.1018,0.0238,0.0005,0.0022,0.0161,0.037,0.127,0.7085,0.1086,0.001,0.0046,0.0325,0.0869,0.1526,0.5495,0.1729,0.0009,0.0028,0.0144,0.0264,0.0866,0.6299,0.2391
3rd_avenue/south_to_north/05_n00084_N_L.jpg,3rd_avenue,south_to_north,5,n00084,N,L,3,5,2,4,4,4,5,5,6,2.657399447518401,4.841191553045064,2.4559603757224977,3.8434136295691133,4.120529390871525,4.015243092551827,4.938577073160559,5.2785166637040675,5.54481688560918,3,6,2,4,4,5,6,6,6,0.1372,0.2686,0.4429,0.112,0.0311,0.0064,0.0018,0.004,0.0234,0.0844,0.264,0.2945,0.2991,0.0306,0.2008,0.4185,0.2171,0.0824,0.0549,0.0208,0.0054,0.0599,0.1629,0.1934,0.2261,0.1875,0.1554,0.0147,0.0295,0.0801,0.2246,0.284,0.2078,0.1362,0.0378,0.0222,0.1165,0.2795,0.145,0.3022,0.1112,0.0233,0.0056,0.0319,0.1282,0.1836,0.2048,0.3948,0.051,0.0033,0.0185,0.0841,0.1499,0.2017,0.4203,0.1223,0.0046,0.0167,0.0631,0.081,0.1561,0.5364,0.1421
3rd_avenue/south_to_north/05_n00084_N_R.jpg,3rd_avenue,south_to_north,5,n00084,N,R,2,5,2,3,4,4,6,6,6,1.856140822172165,4.610057049430907,2.3737197313457727,2.8100301437079906,4.062135190702975,4.056006187573075,5.630935952416621,5.595709415501915,5.756044229492545,1,5,2,2,4,5,6,6,6,0.5557,0.221,0.1299,0.0344,0.0323,0.017,0.0096,0.0099,0.0459,0.1268,0.2642,0.2726,0.2561,0.0246,0.2593,0.3833,0.1988,0.0779,0.0495,0.0261,0.0051,0.2052,0.3081,0.1989,0.1305,0.0816,0.0677,0.008,0.0147,0.071,0.2598,0.299,0.2188,0.1208,0.0158,0.0251,0.1123,0.253,0.1464,0.3352,0.1105,0.0175,0.0013,0.0058,0.0324,0.0644,0.1696,0.6707,0.0559,0.0016,0.0079,0.0433,0.0931,0.2001,0.5031,0.151,0.0018,0.0064,0.0311,0.0512,0.1349,0.6537,0.1209
3rd_avenue/south_to_north/06_n00085_N_L.jpg,3rd_avenue,south_to_north,6,n00085,N,L,3,5,3,4,4,4,5,5,6,3.1852167213801295,4.897200251463801,2.860251027159393,3.8090759720653296,4.232467815279961,4.256094668991864,4.9943242208100855,5.401380532886833,5.803079631645232,3,5,3,4,4,5,6,6,6,0.0551,0.1698,0.4473,0.2214,0.079,0.0237,0.0037,0.0044,0.0202,0.0776,0.2708,0.2929,0.2667,0.0674,0.124,0.2929,0.3217,0.1544,0.0776,0.026,0.0034,0.0641,0.1742,0.1974,0.2101,0.1797,0.1561,0.0184,0.0231,0.0668,0.2121,0.2855,0.2223,0.1458,0.0445,0.0082,0.0662,0.2538,0.1665,0.3636,0.1218,0.0199,0.0042,0.0222,0.1058,0.1744,0.2618,0.3993,0.0323,0.002,0.0118,0.066,0.1313,0.2164,0.4371,0.1354,0.002,0.008,0.039,0.0567,0.1318,0.555,0.2074
3rd_avenue/south_to_north/06_n00085_N_R.jpg,3rd_avenue,south_to_north,6,n00085,N,R,2,4,2,4,4,3,5,5,6,2.4977414086461067,4.486155762337148,2.3679122657049447,3.69571531098336,4.254652027972043,3.453602951951325,5.13160510675516,5.2023036705795676,5.584985694848001,3,4,2,4,4,3,6,6,6,0.1471,0.3368,0.4192,0.0728,0.0179,0.0044,0.0018,0.0094,0.0427,0.1256,0.3467,0.2536,0.1945,0.0276,0.1913,0.4589,0.2168,0.0761,0.0401,0.0141,0.0027,0.0845,0.1817,0.1995,0.2091,0.153,0.1578,0.0145,0.0099,0.0509,0.1834,0.3706,0.2248,0.1363,0.0241,0.0282,0.215,0.3657,0.1388,0.1811,0.0606,0.0105,0.0018,0.011,0.0682,0.1796,0.2697,0.4516,0.0181,0.0031,0.0195,0.0931,0.1442,0.2453,0.3859,0.1089,0.0026,0.0108,0.0506,0.0748,0.1464,0.6261,0.0888
3rd_avenue/south_to_north/07_n00086_N_L.jpg,3rd_avenue,south_to_north,7,n00086,N,L,2,5,2,3,4,3,5,5,5,2.1463266452774405,4.788382071536034,2.2048670891672373,3.2273478331044316,3.6819546781480312,3.356984021142125,4.728877765126526,5.28236349625513,5.385856107342988,2,4,2,2,3,3,6,6,6,0.3202,0.3685,0.2166,0.0523,0.0284,0.0098,0.0042,0.0051,0.0225,0.0837,0.306,0.283,0.2498,0.05,0.3129,0.4018,0.1598,0.0552,0.041,0.0213,0.0078,0.1258,0.2706,0.2107,0.1616,0.1182,0.1011,0.0121,0.0984,0.1346,0.2634,0.1958,0.1455,0.1225,0.0398,0.0775,0.2387,0.3064,0.1163,0.1692,0.0717,0.0202,0.0109,0.0453,0.158,0.1848,0.2264,0.3399,0.0347,0.0027,0.0158,0.0815,0.1572,0.1987,0.4273,0.1168,0.0066,0.0242,0.0857,0.0912,0.1435,0.5501,0.0986
3rd_avenue/south_to_north/07_n00086_N_R.jpg,3rd_avenue,south_to_north,7,n00086,N,R,4,4,4,4,4,5,6,5,6,4.464983730809763,4.223805695772171,3.531874942127615,3.5743507323786616,4.491657855920494,5.014675312791951,5.579118814668618,5.341663843370043,5.688104224856943,4,4,3,3,5,5,6,6,6,0.0029,0.0223,0.1304,0.3491,0.3491,0.1388,0.0074,0.0057,0.0385,0.1385,0.4759,0.2356,0.0967,0.0091,0.037,0.2096,0.2821,0.2163,0.1711,0.0783,0.0055,0.0756,0.1992,0.2329,0.2055,0.1527,0.1227,0.0114,0.0067,0.0346,0.148,0.3036,0.3084,0.1757,0.023,0.0013,0.011,0.0909,0.1242,0.4616,0.263,0.0479,0.0008,0.0039,0.0277,0.0764,0.1982,0.6601,0.0329,0.0015,0.0088,0.0595,0.1428,0.2354,0.4681,0.0839,0.0018,0.0077,0.0391,0.0606,0.1365,0.6512,0.103
3rd_avenue/south_to_north/08_n00087_N_L.jpg,3rd_avenue,south_to_north,8,n00087,N,L,2,5,2,3,4,3,3,5,5,1.7264435160905123,4.520054459571838,2.019078043755144,3.3886688826605678,3.5744902342557907,3.122588623315096,3.472490197047591,5.118839778937399,4.8146215584129095,1,4,2,2,3,3,3,6,6,0.4924,0.3602,0.1065,0.0203,0.0133,0.0043,0.0029,0.0164,0.0555,0.1461,0.273,0.2565,0.1876,0.0648,0.3872,0.3933,0.1218,0.0402,0.0328,0.0173,0.0073,0.0826,0.2584,0.2176,0.192,0.1383,0.1012,0.01,0.1249,0.1483,0.2483,0.1845,0.1371,0.1137,0.0432,0.1002,0.2811,0.3087,0.1034,0.137,0.052,0.0177,0.1208,0.1961,0.2518,0.1369,0.1327,0.139,0.0227,0.0059,0.0277,0.1047,0.1673,0.2018,0.3829,0.1097,0.0262,0.0658,0.1415,0.135,0.1628,0.403,0.0658
3rd_avenue/south_to_north/08_n00087_N_R.jpg,3rd_avenue,south_to_north,8,n00087,N,R,4,4,3,3,4,5,6,5,6,3.7998101506382227,4.390660273842514,3.3475967517588288,3.4403503937646747,4.409507394768298,4.732239613076672,5.6419985391548835,5.275294368737377,5.927319602749776,4,4,3,2,4,5,6,6,6,0.0146,0.0765,0.3025,0.3706,0.1778,0.0526,0.0054,0.0083,0.0451,0.1366,0.3714,0.2593,0.1548,0.0245,0.0338,0.1977,0.3579,0.2499,0.1218,0.0366,0.0024,0.0968,0.2216,0.2216,0.1956,0.1431,0.1114,0.0099,0.0071,0.0366,0.1719,0.3112,0.2924,0.159,0.0219,0.0022,0.0196,0.1382,0.1518,0.4824,0.1831,0.0226,0.0007,0.0035,0.0239,0.0581,0.1847,0.697,0.0321,0.0018,0.0105,0.0643,0.1472,0.2583,0.4463,0.0717,0.0009,0.0026,0.0142,0.0257,0.0791,0.7624,0.1151
3rd_avenue/south_to_north/09_n00088_N_L.jpg,3rd_avenue,south_to_north,9,n00088,N,L,2,4,2,4,4,4,5,6,6,2.40383674018085,4.205527092330158,2.4706437601707876,4.279329681769013,4.066136507317424,3.692857066169381,5.135703767649829,5.538537769578397,5.701525004813448,3,4,2,4,4,3,6,6,6,0.2693,0.2867,0.3005,0.0821,0.042,0.0143,0.0051,0.0137,0.0616,0.1811,0.3715,0.2184,0.1284,0.0253,0.2374,0.3564,0.2301,0.0873,0.0573,0.0254,0.0059,0.0243,0.0946,0.1687,0.2493,0.2379,0.2035,0.0218,0.0298,0.0809,0.2453,0.2868,0.1881,0.1334,0.0359,0.0386,0.1574,0.3281,0.1456,0.229,0.0817,0.0197,0.0022,0.0131,0.0865,0.1472,0.2793,0.4394,0.0323,0.0017,0.0085,0.0556,0.1089,0.174,0.5114,0.1398,0.0024,0.0093,0.043,0.0635,0.1409,0.5932,0.1477
3rd_avenue/south_to_north/09_n00088_N_R.jpg,3rd_avenue,south_to_north,9,n00088,N,R,1,5,2,4,5,4,5,5,6,1.3685801811516285,4.543763566762209,1.7682379046455026,3.9651219937950373,4.6097088465467095,3.779226988554001,5.473531014402397,5.199253880186006,5.901216120342724,1,4,1,4,5,3,6,6,6,0.7989,0.1151,0.0495,0.0104,0.0137,0.006,0.0064,0.007,0.0391,0.1225,0.3277,0.2717,0.2019,0.03,0.5309,0.322,0.0777,0.0212,0.0241,0.0141,0.01,0.0586,0.1429,0.1806,0.2248,0.1984,0.1751,0.0196,0.0082,0.0355,0.1299,0.2794,0.3021,0.2013,0.0435,0.0678,0.1552,0.264,0.1228,0.2559,0.1018,0.0325,0.0018,0.01,0.055,0.0936,0.1862,0.5918,0.0614,0.0022,0.0164,0.0913,0.1481,0.256,0.3842,0.1018,0.0012,0.0042,0.0218,0.0364,0.099,0.6767,0.1607
3rd_avenue/south_to_north/10_n00089_N_L.jpg,3rd_avenue,south_to_north,10,n00089,N,L,2,5,2,4,4,4,6,6,6,2.180637886747718,4.580463212914765,2.4429371668957174,4.117206720635295,4.419498072005808,4.09471370279789,5.929948304576101,5.9019698714255355,6.404999469872564,1,4,2,4,4,5,6,6,7,0.4132,0.2354,0.2144,0.0664,0.0442,0.0176,0.0087,0.0051,0.0251,0.0918,0.3926,0.2575,0.2037,0.0243,0.2539,0.3471,0.2206,0.092,0.0585,0.0225,0.0054,0.0414,0.1236,0.1798,0.2309,0.2037,0.1975,0.0232,0.0108,0.0419,0.1485,0.3507,0.2487,0.1631,0.0364,0.0235,0.0974,0.2526,0.1581,0.3453,0.1021,0.0211,0.0004,0.0016,0.0122,0.0298,0.0888,0.7439,0.1233,0.001,0.004,0.0277,0.0653,0.122,0.5218,0.2583,0.0006,0.0014,0.0069,0.0131,0.048,0.4215,0.5084
3rd_avenue/south_to_north/10_n00089_N_R.jpg,3rd_avenue,south_to_north,10,n00089,N,R,2,5,2,4,4,4,5,5,6,1.8585616312921047,4.798280696384609,2.013241005130112,3.913640648126602,4.404998246580362,3.9527477081865072,5.386208447162062,5.383461426477879,5.577784543624148,1,4,1,4,4,5,6,6,6,0.5465,0.235,0.1239,0.036,0.0344,0.0153,0.009,0.0042,0.0243,0.0849,0.2917,0.2872,0.2656,0.042,0.4112,0.3744,0.1107,0.0365,0.0382,0.0186,0.0103,0.0632,0.1564,0.1887,0.2072,0.1857,0.1772,0.0215,0.0111,0.0459,0.1653,0.3237,0.2521,0.1627,0.0393,0.0438,0.1247,0.2598,0.1327,0.3086,0.1066,0.0238,0.0018,0.0094,0.0532,0.101,0.2385,0.5633,0.0328,0.0025,0.0152,0.076,0.1215,0.2098,0.4374,0.1376,0.0027,0.0113,0.0482,0.0713,0.1486,0.6455,0.0724
3rd_avenue/south_to_north/11_n00090_N_L.jpg,3rd_avenue,south_to_north,11,n00090,N,L,2,4,2,4,4,4,6,6,6,2.405220435000956,4.401934047229588,2.285439296858385,4.034375686198473,4.014901842921972,4.063299147412181,5.858078065037262,5.600286418339238,5.781651457771659,1,4,2,4,4,5,6,6,6,0.302,0.2465,0.2927,0.0907,0.0456,0.0163,0.0063,0.0077,0.0374,0.1305,0.3958,0.2438,0.1676,0.0171,0.2784,0.3747,0.2102,0.0785,0.0395,0.0152,0.0035,0.0423,0.1522,0.1836,0.2113,0.1954,0.1924,0.023,0.0187,0.0752,0.2585,0.3167,0.1982,0.1165,0.0163,0.0217,0.0989,0.2647,0.1556,0.3452,0.0959,0.018,0.0008,0.0032,0.0233,0.0471,0.113,0.6605,0.1521,0.0017,0.0083,0.0495,0.1169,0.1455,0.5079,0.1701,0.0022,0.0078,0.0367,0.0517,0.1221,0.6202,0.1593
3rd_avenue/south_to_north/11_n00090_N_R.jpg,3rd_avenue,south_to_north,11,n00090,N,R,3,5,3,4,4,4,5,5,6,2.7254414493218064,4.889813165180385,2.595551485195756,4.210797609761357,4.281944910995662,4.11435089726001,5.051538546336815,5.366380422143266,5.772015286842361,3,5,2,6,4,5,6,6,6,0.1393,0.2522,0.4289,0.1229,0.0412,0.0116,0.004,0.0035,0.0182,0.0743,0.2514,0.3437,0.2594,0.0495,0.1892,0.3648,0.243,0.1062,0.0634,0.0281,0.0054,0.0448,0.1256,0.1564,0.2039,0.2137,0.2275,0.028,0.0152,0.0557,0.1854,0.3305,0.2344,0.1467,0.0322,0.0156,0.1003,0.2727,0.153,0.309,0.1229,0.0266,0.0033,0.0199,0.0977,0.1586,0.2657,0.4312,0.0236,0.0026,0.0147,0.082,0.127,0.2127,0.4101,0.1509,0.0024,0.0093,0.041,0.0606,0.1365,0.5485,0.2018
3rd_avenue/south_to_north/12_n00091_N_L.jpg,3rd_avenue,south_to_north,12,n00091,N,L,3,4,3,4,4,4,5,5,5,3.2772569430526346,4.264446158893406,2.8567426055669785,4.116713736206293,3.863839115947485,4.114065038971603,4.647448930889368,5.217423049034551,5.212881542742252,3,4,2,4,3,5,6,6,6,0.0403,0.1474,0.4332,0.2754,0.084,0.0168,0.0029,0.0087,0.0473,0.1479,0.4212,0.2326,0.1265,0.0158,0.1338,0.3209,0.266,0.154,0.0891,0.0323,0.004,0.0407,0.1313,0.1767,0.2199,0.2098,0.1971,0.0247,0.0532,0.1041,0.2786,0.231,0.1827,0.1236,0.0267,0.0123,0.0842,0.2719,0.1573,0.3716,0.0883,0.0144,0.0088,0.0453,0.1534,0.2163,0.2529,0.305,0.0183,0.0035,0.0182,0.0881,0.1671,0.1984,0.4201,0.1046,0.0095,0.0333,0.0994,0.1058,0.1515,0.5456,0.0549
3rd_avenue/south_to_north/12_n00091_N_R.jpg,3rd_avenue,south_to_north,12,n00091,N,R,5,4,4,5,4,5,5,6,6,5.023994154995307,4.374363223556429,4.289322944357991,4.7844492290169,4.445588678121567,5.399520686129108,4.988584214355797,5.629552558530122,5.631348999682814,5,4,5,6,5,5,6,6,6,0.0013,0.0068,0.0542,0.1833,0.4397,0.2884,0.0264,0.0053,0.0325,0.1347,0.4022,0.2765,0.1326,0.0161,0.0129,0.0813,0.2279,0.2175,0.2426,0.1775,0.0402,0.015,0.0491,0.1008,0.2101,0.2656,0.3154,0.044,0.0319,0.0719,0.1895,0.1956,0.2251,0.2082,0.0778,0.0009,0.0047,0.0453,0.0759,0.3915,0.3795,0.1021,0.0047,0.0253,0.1134,0.155,0.2679,0.4021,0.0315,0.0016,0.0076,0.0485,0.0892,0.1859,0.4898,0.1774,0.0031,0.0122,0.0545,0.0745,0.1653,0.5172,0.1732
3rd_avenue/south_to_north/13_n00092_N_L.jpg,3rd_avenue,south_to_north,13,n00092,N,L,2,4,2,4,4,3,4,5,5,2.2052867957390845,4.057798106223345,2.082123900298029,4.171352870762348,3.5712288431823254,3.004478287883103,4.3828738471493125,4.9715304505079985,4.956603502854705,2,4,2,5,3,2,4,6,6,0.287,0.3462,0.2782,0.0611,0.0205,0.0051,0.002,0.0244,0.0878,0.1978,0.3472,0.2041,0.1163,0.0225,0.3085,0.4559,0.1412,0.0504,0.0296,0.0118,0.0025,0.0374,0.1285,0.1624,0.2185,0.229,0.199,0.0253,0.0985,0.1368,0.2851,0.2086,0.1368,0.1134,0.0207,0.0934,0.3312,0.2969,0.0994,0.1257,0.0421,0.0113,0.0151,0.0624,0.2046,0.2429,0.2144,0.2392,0.0216,0.0075,0.033,0.1134,0.2022,0.196,0.3662,0.0817,0.0204,0.0545,0.1328,0.1118,0.1481,0.4858,0.0466
3rd_avenue/south_to_north/13_n00092_N_R.jpg,3rd_avenue,south_to_north,13,n00092,N,R,4,4,3,4,4,4,5,5,5,3.716436728835106,4.408644379116595,3.0491278753615916,4.138493889942765,4.440837177447975,4.472717300988734,5.307337858946994,5.2708584477659315,5.3772111111320555,4,4,3,6,4,5,6,6,6,0.0185,0.1034,0.3185,0.3338,0.1601,0.0598,0.0058,0.0092,0.0465,0.1411,0.3604,0.2439,0.1702,0.0287,0.1005,0.2819,0.2909,0.1737,0.1054,0.0426,0.005,0.0452,0.1372,0.1734,0.1965,0.2027,0.2158,0.0292,0.0103,0.0426,0.156,0.3054,0.2915,0.161,0.0332,0.0056,0.0467,0.1998,0.1606,0.4165,0.1462,0.0246,0.0031,0.0171,0.0802,0.1149,0.2081,0.507,0.0697,0.0026,0.0162,0.0822,0.1512,0.2132,0.424,0.1106,0.0054,0.0226,0.0825,0.0935,0.1642,0.5382,0.0935
3rd_avenue/south_to_north/14_n00093_N_L.jpg,3rd_avenue,south_to_north,14,n00093,N,L,2,5,2,4,4,3,5,5,6,1.927746788598597,4.8756255260668695,2.194451864808798,3.7537238989025354,4.342624073848128,3.212567268870771,5.279672835720703,5.444103985093534,5.789008368272334,1,6,2,4,4,3,6,6,6,0.4369,0.3247,0.1658,0.0364,0.0235,0.0079,0.0048,0.0045,0.0226,0.0813,0.2751,0.2751,0.2838,0.0577,0.303,0.4142,0.1622,0.056,0.0417,0.0166,0.0064,0.0825,0.1889,0.1803,0.2011,0.1591,0.1641,0.024,0.0187,0.0613,0.1917,0.2924,0.2073,0.1801,0.0485,0.0742,0.2591,0.3327,0.1186,0.1571,0.0457,0.0125,0.0022,0.0127,0.0776,0.1384,0.2177,0.483,0.0685,0.0023,0.0127,0.0667,0.1265,0.2054,0.4214,0.165,0.0024,0.0088,0.0392,0.0545,0.119,0.5948,0.1814
