vertical_greenery,vertical_hardscape,green_eye_level,green_softening,signage_detail,enclosure,facade_variation,walking_room,ground_floor_activity,street_trees,seating_places,planters,people,greenery_layer,dominant_edge,file,street,direction,node_id,cardinal,seq,nat_built,gvi_eye_n,gmi_n,signage_n,enclosure_vlm,sfv_n,walkroom_vlm,gfapi_n,Imageability_vlm,Identity_vlm,Dependence_vlm,SIM_vlm,VEI,sidewalk,Imageability_hybrid,Identity_hybrid,Dependence_hybrid,SIM_hybrid
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/04_n00110_S.jpg,3rd_avenue,north_to_south,n00110,S,4,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9300017123100308,2.515,0.0425,0.7535672317289768,0.4017329664614197,0.39569906540283084
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/05_n00109_S.jpg,3rd_avenue,north_to_south,n00109,S,5,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8987257356780256,1.1359,0.0425,0.7432461594404152,0.36239820143281376,0.3793126390881656
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/06_n00108_S.jpg,3rd_avenue,north_to_south,n00108,S,6,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9334412659440678,1.9294,0.0425,0.7547022844282091,0.3850304514873412,0.3905618028521316
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/07_n00107_S.jpg,3rd_avenue,north_to_south,n00107,S,7,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9260758370493768,1.9664,0.0425,0.752271692892961,0.38608576749492474,0.39010796192800234
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/08_n00106_S.jpg,3rd_avenue,north_to_south,n00106,S,8,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8863744414315442,2.0082,0.0425,0.7391702323390763,0.38727798936295155,0.3861779131616693
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/09_n00105_S.jpg,3rd_avenue,north_to_south,n00105,S,9,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8748941773061667,2.1717,0.0425,0.7353817451777016,0.3919413452343003,0.38646661983596065
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/10_n00104_S.jpg,3rd_avenue,north_to_south,n00104,S,10,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8988430780859945,2.4562,0.0425,0.7432848824350449,0.4000558696709897,0.39175244819499144
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/11_n00103_S.jpg,3rd_avenue,north_to_south,n00103,S,11,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0425,0.7766666666666666,0.5566666666666666,0.45445,0.9088447982221152,2.5644,0.0425,0.7465854500799647,0.403141955941815,0.3938600439871873
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/12_n00102_S.jpg,3rd_avenue,north_to_south,n00102,S,12,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0425,0.7766666666666666,0.5566666666666666,0.45445,0.8999478600475814,3.2573,0.0425,0.7436494604823685,0.42290488733788567,0.3994129347806839
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,10.0,none,blank_wall,3rd_avenue/north_to_south/13_n00101_S.jpg,3rd_avenue,north_to_south,n00101,S,13,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8507072838246662,1.4193,0.0425,0.7274000703288065,0.37048135160981827,0.3767508692397462
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/14_n00100_S.jpg,3rd_avenue,north_to_south,n00100,S,14,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9027225286477564,1.0386,0.0425,0.7445651011204263,0.35962300555341176,0.37883207520236656
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,4.0,2.0,0.0,0.0,0.0,hedge,shopfront,3rd_avenue/north_to_south/15_n00099_S.jpg,3rd_avenue,north_to_south,n00099,S,15,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.25,0.665,0.6116666666666667,0.5063000000000001,0.8947684599688367,1.8795,0.25,0.6852735917897161,0.4386072009798164,0.45588066161394575
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/16_n00098_S.jpg,3rd_avenue,north_to_south,n00098,S,16,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.8702823027662436,2.5232,0.0425,0.28719315991286043,0.07196684730634365,0.13297280238233736
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/17_n00097_S.jpg,3rd_avenue,north_to_south,n00097,S,17,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.0425,0.5533333333333333,0.22333333333333333,0.27075,0.8252657670507796,1.6693,0.0425,0.4956710364600906,0.15761186517457176,0.2300333575394386
1.0,7.0,1.0,1.0,3.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/18_n00096_S.jpg,3rd_avenue,north_to_south,n00096,S,18,0.125,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.6633333333333333,0.44333333333333336,0.37965000000000004,0.9088987378434368,1.0093,0.0425,0.6332699168216674,0.35878730936362263,0.34182888464114575
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/19_n00095_S.jpg,3rd_avenue,north_to_south,n00095,S,19,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.8919645713712419,0.3755,0.0425,0.5176816418858432,0.2307100313742597,0.26141925217583395
1.0,7.0,1.0,1.0,3.0,7.0,5.0,3.0,2.0,0.0,0.0,0.0,2.0,none,blank_wall,3rd_avenue/north_to_south/20_n00094_S.jpg,3rd_avenue,north_to_south,n00094,S,20,0.125,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0425,0.6633333333333333,0.38833333333333336,0.36150000000000004,0.8574959320663855,2.136,0.0425,0.6163069909152405,0.3359231078972535,0.32868593260812307
2.0,6.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,hedge,blank_wall,3rd_avenue/north_to_south/21_n00093_S.jpg,3rd_avenue,north_to_south,n00093,S,21,0.25,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.5,0.3333333333333333,0.25,0.4983333333333334,0.445,0.3963000000000001,0.7917373276611548,0.9352,0.25,0.5396066514615144,0.3016738251430297,0.3626225572794996
1.0,7.0,1.0,1.0,3.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/22_n00092_S.jpg,3rd_avenue,north_to_south,n00092,S,22,0.125,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.6633333333333333,0.44333333333333336,0.37965000000000004,0.8596818030007679,0.4741,0.0425,0.6170283283235868,0.34352230592419847,0.33143170930176913
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/23_n00091_S.jpg,3rd_avenue,north_to_south,n00091,S,23,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8701959413780981,2.0171,0.0425,0.733831327321439,0.38753183564585675,0.3844998437792076
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/24_n00090_S.jpg,3rd_avenue,north_to_south,n00090,S,24,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8948716968585668,1.0127,0.0425,0.7419743266299937,0.35888428434810327,0.37773334162277206
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/25_n00089_S.jpg,3rd_avenue,north_to_south,n00089,S,25,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.0425,0.5533333333333333,0.2783333333333333,0.2889,0.8168827370251667,0.506,0.0425,0.49290463655163835,0.179432159455061,0.2363211426822108
3.0,6.0,3.0,4.0,4.0,6.0,5.0,5.0,4.0,2.0,0.0,0.0,3.0,tree_canopy,shopfront,3rd_avenue/north_to_south/26_n00088_S.jpg,3rd_avenue,north_to_south,n00088,S,26,0.3333333333333333,0.3333333333333333,0.5,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.3883333333333333,0.665,0.6116666666666667,0.5533333333333335,0.8841413968995687,1.9608,0.3883333333333333,0.6817666609768577,0.44092604399107427,0.5025219259727509
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,4.0,3.0,0.0,0.0,10.0,tree_canopy,shopfront,3rd_avenue/north_to_south/27_n00087_S.jpg,3rd_avenue,north_to_south,n00087,S,27,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.25,0.665,0.6116666666666667,0.5063000000000001,0.9159215417456658,2.3615,0.25,0.6922541087760697,0.4523548311326612,0.46272095016988124
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,4.0,1.0,0.0,0.0,0.0,tree_canopy,shopfront,3rd_avenue/north_to_south/28_n00086_S.jpg,3rd_avenue,north_to_south,n00086,S,28,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.5,0.25,0.665,0.6116666666666667,0.5063000000000001,0.9156046182212324,3.0964,0.25,0.6921495240130067,0.4733156888076103,0.46960352023080365
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/29_n00085_S.jpg,3rd_avenue,north_to_south,n00085,S,29,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8319513673383633,1.5,0.0425,0.7212106178883266,0.3727830813885207,0.3754679207613596
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,1.0,none,blank_wall,3rd_avenue/north_to_south/30_n00084_S.jpg,3rd_avenue,north_to_south,n00084,S,30,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9127786660189549,4.3256,0.0425,0.7478836264529218,0.4533749979027901,0.410865346037385
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,10.0,none,blank_wall,3rd_avenue/north_to_south/31_n00083_S.jpg,3rd_avenue,north_to_south,n00083,S,31,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8926248683511889,1.7116,0.0425,0.741232873222559,0.37881834806972803,0.38406690302645474
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/32_n00082_S.jpg,3rd_avenue,north_to_south,n00082,S,32,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.8907039381547024,2.8913,0.0425,0.5172656329243852,0.30246581547908663,0.2849613779731457
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/north_to_south/33_n00081_S.jpg,3rd_avenue,north_to_south,n00081,S,33,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8303779531623176,0.265,0.0425,0.7206913912102315,0.3375583443786387,0.36367241274432716
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/01_n00081_N.jpg,3rd_avenue,south_to_north,n00081,N,1,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8303779531623176,2.1913,0.0425,0.7206913912102315,0.39250037749777694,0.3818032836736428
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/02_n00082_N.jpg,3rd_avenue,south_to_north,n00082,N,2,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8907039381547024,0.5123,0.0425,0.7405989662577185,0.3446118483968928,0.37256956883602177
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/03_n00083_N.jpg,3rd_avenue,south_to_north,n00083,N,3,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8926248683511889,1.2875,0.0425,0.741232873222559,0.36672214485848026,0.38007515596674296
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/04_n00084_N.jpg,3rd_avenue,south_to_north,n00084,N,4,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9127786660189549,0.7768,0.0425,0.7478836264529218,0.35215593174840193,0.3774630542064369
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/05_n00085_N.jpg,3rd_avenue,south_to_north,n00085,N,5,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8319513673383633,1.4075,0.0425,0.7212106178883266,0.3701447913695619,0.37459728505510326
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,1.0,0.0,0.0,0.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/06_n00086_N.jpg,3rd_avenue,south_to_north,n00086,N,6,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0425,0.7766666666666666,0.5566666666666666,0.45445,0.9156046182212324,3.0259,0.0425,0.7488161906796733,0.4163048839823499,0.39893995463846765
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,0.0,0.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/07_n00087_N.jpg,3rd_avenue,south_to_north,n00087,N,7,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9159215417456658,1.6042,0.0425,0.7489207754427364,0.37575507944230996,0.3855930321120653
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/08_n00088_N.jpg,3rd_avenue,south_to_north,n00088,N,8,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8841413968995687,2.3895,0.0425,0.7384333276435244,0.3981534486519135,0.3895236361774945
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/09_n00089_N.jpg,3rd_avenue,south_to_north,n00089,N,9,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8168827370251667,1.3715,0.0425,0.7162379698849717,0.3691179974162374,0.37261746920939903
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/10_n00090_N.jpg,3rd_avenue,south_to_north,n00090,N,10,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8948716968585668,0.8397,0.0425,0.7419743266299937,0.3539499689612939,0.37610501754512493
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/11_n00091_N.jpg,3rd_avenue,south_to_north,n00091,N,11,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.8701959413780981,0.6394,0.0425,0.28716466065477236,0.018237001493213428,0.11523254850883531
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/12_n00092_N.jpg,3rd_avenue,south_to_north,n00092,N,12,0.125,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0425,0.33,0.0,0.12335000000000002,0.8596818030007679,2.0943,0.0425,0.2836949949902534,0.05973373823465262,0.127781481964219
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/13_n00093_N.jpg,3rd_avenue,south_to_north,n00093,N,13,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.7917373276611548,2.1301,0.0425,0.7079399847948478,0.39075482777712534,0.37701928814875113
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/14_n00094_N.jpg,3rd_avenue,south_to_north,n00094,N,14,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.8574959320663855,1.8331,0.0425,0.5063069909152406,0.2722837776621982,0.2713849536305548
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/15_n00095_N.jpg,3rd_avenue,south_to_north,n00095,N,15,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0425,0.7766666666666666,0.5566666666666666,0.45445,0.8919645713712419,0.2399,0.0425,0.7410149752191765,0.3368424408167374,0.3701429472918516
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/16_n00096_N.jpg,3rd_avenue,south_to_north,n00096,N,16,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.9088987378434368,1.9852,0.0425,0.5232699168216675,0.2766219821149942,0.2784143266490984
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/17_n00097_N.jpg,3rd_avenue,south_to_north,n00097,N,17,0.125,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0425,0.5533333333333333,0.3333333333333333,0.30705,0.8252657670507796,2.0955,0.0425,0.4956710364600906,0.27976796469976345,0.27034487038275185
2.0,6.0,3.0,2.0,4.0,6.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,hedge,shopfront,3rd_avenue/south_to_north/18_n00098_N.jpg,3rd_avenue,south_to_north,n00098,N,18,0.25,0.3333333333333333,0.16666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.25,0.665,0.5566666666666666,0.4881500000000001,0.8702823027662436,2.1642,0.25,0.6771931599128604,0.3917274298273577,0.437743794614272
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/19_n00099_N.jpg,3rd_avenue,south_to_north,n00099,N,19,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8947684599688367,2.765,0.0425,0.7419402584563828,0.4088634800261732,0.3942152336992435
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/20_n00100_N.jpg,3rd_avenue,south_to_north,n00100,N,20,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9027225286477564,2.5738,0.0425,0.7445651011204263,0.40341006325184975,0.3932818042428511
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/21_n00101_N.jpg,3rd_avenue,south_to_north,n00101,N,21,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8507072838246662,2.8122,0.0425,0.7274000703288065,0.4102097209871986,0.3898612311342817
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/22_n00102_N.jpg,3rd_avenue,south_to_north,n00102,N,22,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8999478600475814,3.0816,0.0425,0.7436494604823685,0.4178935624045769,0.397759197552692
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/23_n00103_N.jpg,3rd_avenue,south_to_north,n00103,N,23,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9088447982221152,0.9202,0.0425,0.7465854500799647,0.3562459943291445,0.378384376655006
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/24_n00104_N.jpg,3rd_avenue,south_to_north,n00104,N,24,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0425,0.7766666666666666,0.5566666666666666,0.45445,0.8988430780859945,1.1794,0.0425,0.7432848824350449,0.36363891079308086,0.3797348517652815
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/25_n00105_N.jpg,3rd_avenue,south_to_north,n00105,N,25,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.8748941773061667,1.7391,0.0425,0.7353817451777016,0.3796027045618509,0.38239486841405235
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/26_n00106_N.jpg,3rd_avenue,south_to_north,n00106,N,26,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.16666666666666666,0.0425,0.7766666666666666,0.38833333333333336,0.39890000000000003,0.8863744414315442,1.344,0.0425,0.7391702323390763,0.3133336409241146,0.36177627817685304
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/27_n00107_N.jpg,3rd_avenue,south_to_north,n00107,N,27,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9260758370493768,2.4569,0.0425,0.752271692892961,0.40007583510897105,0.3947246842406376
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,none,blank_wall,3rd_avenue/south_to_north/28_n00108_N.jpg,3rd_avenue,south_to_north,n00108,N,28,0.125,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0425,0.7766666666666666,0.44333333333333336,0.41705000000000003,0.9334412659440678,2.0507,0.0425,0.7547022844282091,0.38849017666895963,0.3917035121620657
