file,street,walk,seq,node_id,cardinal,side,vertical_greenery,vertical_hardscape,green_eye_level,sky_openness,walkable_ground,green_softening,signage_detail,facade_variation,ground_floor_activity,vertical_greenery_ev,vertical_hardscape_ev,green_eye_level_ev,sky_openness_ev,walkable_ground_ev,green_softening_ev,signage_detail_ev,facade_variation_ev,ground_floor_activity_ev,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,street_dir,walk_dir,arc_veg,arc_sky,arc_bld,face_id
east_34th_street/east_to_west/46_n00268_W_L.jpg,east_34th_street,east_to_west,46,n00268,W,L,2,5,2,3,4,3,6,5,6,2.457478558178991,5.03664961270988,2.216923614498228,3.3077458068728447,4.416399920359254,3.4250623071566224,5.505897375522181,5.398092040093616,5.767412494169548,2,6,2,2,4,3,6,6,6,0.2166,0.3407,0.296,0.0861,0.0413,0.0147,0.0046,0.0051,0.0237,0.0815,0.2082,0.2802,0.3029,0.0983,0.279,0.432,0.1666,0.0632,0.0383,0.0165,0.0044,0.1299,0.2544,0.195,0.1617,0.1279,0.1201,0.011,0.0085,0.0413,0.161,0.3408,0.2454,0.1687,0.0343,0.0451,0.2253,0.3329,0.1388,0.1839,0.0626,0.0116,0.0014,0.0068,0.041,0.0841,0.2115,0.6121,0.043,0.0026,0.0154,0.0794,0.1211,0.2126,0.4034,0.1655,0.002,0.0075,0.0347,0.0555,0.1212,0.6351,0.1439,east_34th_street,east_to_west,0.003681780876790054,0.024053726886654234,0.45751170639600086,f15
east_34th_street/east_to_west/46_n00268_W_R.jpg,east_34th_street,east_to_west,46,n00268,W,R,2,6,2,3,5,4,6,6,6,2.382939400151372,5.728066190611571,2.37466761469841,3.32342220004648,4.682332014199346,4.19997974857688,5.59129539609421,5.697248335112818,5.880833915201947,1,6,2,2,5,5,6,6,6,0.3777,0.2291,0.199,0.0804,0.0677,0.033,0.0131,0.0032,0.0098,0.0392,0.1066,0.1992,0.3285,0.3134,0.3092,0.3672,0.1416,0.0669,0.0658,0.0352,0.014,0.1042,0.2539,0.2138,0.1886,0.1317,0.0979,0.01,0.0065,0.0301,0.1189,0.2766,0.3037,0.2154,0.0488,0.0263,0.0963,0.2345,0.1445,0.3256,0.1379,0.0349,0.0018,0.0078,0.0398,0.0733,0.1731,0.6331,0.071,0.0017,0.0087,0.0518,0.0854,0.1725,0.4404,0.2395,0.0022,0.0074,0.0317,0.0506,0.1055,0.5793,0.2233,east_34th_street,east_to_west,9.887891744243266e-05,0.07791840305904643,0.4359346669314908,f15
east_34th_street/east_to_west/47_n00267_W_L.jpg,east_34th_street,east_to_west,47,n00267,W,L,3,5,3,3,5,4,6,5,6,3.24714341503568,5.140429473249242,2.761977015528828,3.2308436539024115,4.586168598849326,4.275452591478825,5.715356684173457,5.430013841949403,5.922692298772745,3,6,2,2,5,5,6,6,6,0.0432,0.1765,0.4233,0.2375,0.0887,0.0279,0.0029,0.0035,0.0148,0.0615,0.2047,0.2887,0.3271,0.0998,0.1264,0.3716,0.2514,0.1455,0.0767,0.0257,0.0026,0.1338,0.2499,0.2206,0.1639,0.1218,0.0994,0.0106,0.0056,0.0303,0.1379,0.2829,0.3156,0.1975,0.0303,0.0081,0.0676,0.236,0.1673,0.383,0.1263,0.0117,0.0007,0.003,0.0206,0.0544,0.1573,0.7052,0.0588,0.0019,0.0105,0.0598,0.117,0.2439,0.428,0.1389,0.001,0.0033,0.0179,0.034,0.1047,0.6719,0.1672,east_34th_street,east_to_west,0.015333796907394035,0.035902217811528976,0.47697985502890233,f15
east_34th_street/east_to_west/47_n00267_W_R.jpg,east_34th_street,east_to_west,47,n00267,W,R,2,6,2,3,5,4,5,5,6,1.634416876360774,5.955277876462787,2.371220235247165,2.7277736524119973,4.684042531996965,3.787127148360014,5.406787231564522,5.391857808455825,5.947599039180204,1,7,2,2,4,3,6,6,6,0.6774,0.1634,0.0875,0.0235,0.0259,0.0117,0.0106,0.0049,0.0122,0.0427,0.0823,0.1378,0.2614,0.4588,0.2489,0.4041,0.1821,0.0874,0.0522,0.0198,0.0055,0.2578,0.2876,0.1744,0.118,0.0837,0.0683,0.0102,0.0078,0.03,0.1114,0.2935,0.289,0.2148,0.0535,0.0358,0.153,0.2995,0.1483,0.2483,0.0942,0.021,0.0039,0.0168,0.0644,0.0967,0.1864,0.5653,0.0665,0.0031,0.0171,0.0815,0.1224,0.2049,0.4012,0.1699,0.0021,0.0073,0.0327,0.0491,0.0991,0.5275,0.2823,east_34th_street,east_to_west,0.0003203511870563001,0.06344189270845392,0.4433121086258365,f15
east_34th_street/west_to_east/01_n00267_E_L.jpg,east_34th_street,west_to_east,1,n00267,E,L,2,5,2,3,4,4,5,5,6,1.6839333018288016,5.110017704311758,2.119317972101271,3.1627615969628096,4.001232970505953,3.586171617731452,5.47484620497562,5.481059530400671,5.625447525642812,1,6,1,2,4,3,6,6,6,0.6563,0.1659,0.0991,0.0271,0.0279,0.015,0.0087,0.0036,0.0163,0.0615,0.2146,0.2798,0.3375,0.0867,0.4021,0.3493,0.1152,0.0451,0.048,0.0296,0.0107,0.1182,0.2836,0.2174,0.1747,0.1182,0.08,0.0079,0.0312,0.0849,0.2496,0.3011,0.1826,0.1198,0.0308,0.0782,0.1791,0.2862,0.1212,0.23,0.0807,0.0246,0.0022,0.0102,0.0488,0.0911,0.199,0.5942,0.0544,0.0019,0.0107,0.0603,0.1127,0.2073,0.46,0.147,0.0033,0.0125,0.0488,0.0668,0.1267,0.6433,0.0987,east_34th_street,west_to_east,0.0013204663872652255,0.06911862494003328,0.42021225905427356,f15
east_34th_street/west_to_east/01_n00267_E_R.jpg,east_34th_street,west_to_east,1,n00267,E,R,2,5,3,3,4,4,6,6,6,1.9320483459159727,5.295825694222003,2.5564140221104026,3.100372134707868,4.320314793847501,3.8348223082721233,5.705864460207522,5.687843883642927,6.148706805543043,1,6,2,2,4,3,6,6,6,0.515,0.2215,0.1646,0.0443,0.0334,0.0123,0.0089,0.0041,0.0159,0.0618,0.2027,0.2226,0.2995,0.1934,0.1895,0.3653,0.255,0.108,0.0578,0.02,0.0043,0.1509,0.2733,0.2063,0.1684,0.107,0.0833,0.0108,0.0104,0.051,0.1753,0.3432,0.2396,0.1523,0.0282,0.0246,0.1267,0.3087,0.1705,0.2811,0.0757,0.0127,0.0011,0.0043,0.0268,0.0585,0.1567,0.67,0.0826,0.0013,0.0062,0.0392,0.083,0.1756,0.5163,0.1784,0.0008,0.0022,0.0122,0.0238,0.0734,0.5686,0.319,east_34th_street,west_to_east,0.00022441746716037473,0.0664390068442193,0.4553776114897286,f15
east_34th_street/west_to_east/02_n00268_E_L.jpg,east_34th_street,west_to_east,2,n00268,E,L,2,5,2,3,4,4,5,5,5,2.1615646574646235,4.718424785882235,2.455362802138552,3.074030275456608,4.11606989428401,3.6619458310306072,5.070795372594148,5.340299752540886,5.395373608451337,1,4,2,2,4,3,6,6,6,0.4612,0.1983,0.1834,0.073,0.0509,0.0252,0.0079,0.0087,0.0351,0.1082,0.2764,0.2679,0.2556,0.048,0.2333,0.3729,0.2092,0.1035,0.0554,0.022,0.0036,0.1587,0.2829,0.2038,0.1468,0.1057,0.0919,0.0101,0.027,0.0723,0.2296,0.2949,0.2091,0.1393,0.0279,0.0402,0.1691,0.316,0.1447,0.2385,0.0762,0.0152,0.0046,0.0236,0.092,0.1641,0.2314,0.4602,0.024,0.0034,0.0163,0.0732,0.1368,0.1959,0.4627,0.1116,0.0057,0.0215,0.0774,0.0891,0.1338,0.6185,0.054,east_34th_street,west_to_east,0.0,0.04436964714909664,0.460784119246111,f15
east_34th_street/west_to_east/02_n00268_E_R.jpg,east_34th_street,west_to_east,2,n00268,E,R,2,6,3,2,5,4,6,6,6,2.0012774877250195,5.553603000938892,2.6370507914107293,2.4614539248868823,4.585853330325335,4.137104750610888,5.820207603101153,5.521480255527422,6.202460331027396,1,6,2,2,4,5,6,6,6,0.5166,0.2154,0.1435,0.0466,0.0431,0.0223,0.0125,0.0032,0.0131,0.0524,0.1381,0.2106,0.3162,0.2663,0.1468,0.393,0.2577,0.1144,0.0575,0.028,0.0026,0.3104,0.3304,0.1443,0.0889,0.0631,0.0539,0.0089,0.0055,0.0287,0.1248,0.309,0.309,0.1933,0.0297,0.0135,0.0968,0.2589,0.1571,0.3325,0.1262,0.0151,0.0008,0.0033,0.0197,0.0424,0.1286,0.6952,0.11,0.0018,0.0101,0.0564,0.107,0.2063,0.4577,0.1607,0.0007,0.002,0.0103,0.0198,0.061,0.5608,0.3455,east_34th_street,west_to_east,0.003617203728068661,0.025102404060086736,0.5122817170661995,f15
east_34th_street/west_to_east/03_n00269_E_L.jpg,east_34th_street,west_to_east,3,n00269,E,L,2,5,2,3,4,3,5,6,5,1.949806358665228,4.591957741416991,2.1787630328908563,2.940940579865128,3.8146870881319046,3.4076011553406715,4.860799098387361,5.5820518201217055,5.299827768001705,1,4,2,2,3,3,6,6,6,0.527,0.2064,0.1558,0.0468,0.0376,0.018,0.0085,0.0053,0.0297,0.114,0.3404,0.2735,0.2033,0.0337,0.2845,0.4271,0.1837,0.0552,0.0324,0.0137,0.0034,0.1353,0.3296,0.223,0.1533,0.0944,0.0591,0.0054,0.0627,0.11,0.2723,0.2479,0.1527,0.1208,0.0336,0.0773,0.2236,0.3056,0.1142,0.1883,0.0693,0.0218,0.0047,0.0295,0.1323,0.1836,0.259,0.3652,0.0256,0.0016,0.0082,0.0469,0.1042,0.1772,0.5127,0.1492,0.0057,0.0246,0.0928,0.1052,0.1654,0.5257,0.0806,east_34th_street,west_to_east,0.002072775487580689,0.04477110989682092,0.45124994759533915,f15
east_34th_street/west_to_east/03_n00269_E_R.jpg,east_34th_street,west_to_east,3,n00269,E,R,2,5,3,3,5,4,5,5,6,1.920282445847988,5.093394391238689,2.5476726416964084,2.614759183488786,4.593307923059911,3.9519934952259055,5.244155493099242,5.458515977719799,5.894903707318008,1,6,2,2,5,3,6,6,6,0.5535,0.1974,0.1378,0.0414,0.0389,0.0186,0.0124,0.0033,0.0168,0.0664,0.2248,0.2754,0.312,0.1013,0.178,0.3887,0.251,0.103,0.0518,0.0248,0.0028,0.2453,0.346,0.166,0.1072,0.0692,0.0592,0.0071,0.0066,0.0333,0.1258,0.2924,0.3113,0.1979,0.0328,0.0235,0.1351,0.286,0.1531,0.2485,0.131,0.0228,0.0032,0.0168,0.0804,0.1206,0.2185,0.5323,0.0282,0.0014,0.0081,0.0552,0.115,0.2251,0.4766,0.1186,0.0014,0.0049,0.0236,0.0389,0.0963,0.6685,0.1664,east_34th_street,west_to_east,0.005056185031250227,0.02593342549525719,0.5093128320570847,f15
east_34th_street/west_to_east/04_n00270_E_L.jpg,east_34th_street,west_to_east,4,n00270,E,L,2,5,2,3,4,4,6,6,6,1.790536685381085,4.767368285451084,2.2546207504346967,2.528140753507614,4.046593815088272,3.853585487231612,5.585302037303336,5.583991757594049,5.802984642912634,1,4,2,2,4,5,6,6,6,0.5883,0.188,0.1397,0.0376,0.0284,0.0111,0.0068,0.0058,0.0291,0.1001,0.2853,0.268,0.2597,0.0519,0.334,0.3446,0.1706,0.0711,0.0496,0.0235,0.0066,0.2174,0.3875,0.1859,0.1093,0.0623,0.0339,0.0037,0.0289,0.0749,0.2574,0.2917,0.1825,0.1357,0.0289,0.0475,0.1486,0.2649,0.1374,0.269,0.1087,0.0239,0.001,0.0046,0.0326,0.0746,0.1936,0.6447,0.0489,0.0013,0.0059,0.04,0.1006,0.1822,0.5524,0.1176,0.0019,0.0073,0.0338,0.0524,0.1237,0.609,0.1718,east_34th_street,west_to_east,0.0,0.04977315902621925,0.45575097433544176,f15
east_34th_street/west_to_east/04_n00270_E_R.jpg,east_34th_street,west_to_east,4,n00270,E,R,2,5,2,3,4,4,5,5,5,1.5924597131088376,4.78999282931909,2.1799024916253984,2.594628076069057,4.346479835920036,3.56563981436193,5.21086355461739,5.144005422247574,5.3359135133214295,1,5,1,2,4,3,6,6,6,0.7036,0.1475,0.0802,0.0219,0.0252,0.0119,0.0097,0.0046,0.0252,0.0866,0.2667,0.3217,0.2667,0.0286,0.367,0.3447,0.146,0.0648,0.0459,0.0246,0.007,0.2759,0.3126,0.17,0.0999,0.0743,0.0587,0.0086,0.0144,0.0577,0.1891,0.2795,0.2585,0.1669,0.0339,0.0768,0.193,0.2852,0.1226,0.2054,0.0897,0.0274,0.0024,0.0142,0.0755,0.1304,0.2475,0.5159,0.0142,0.003,0.0194,0.0941,0.1651,0.2366,0.3961,0.0857,0.0065,0.0256,0.0852,0.0996,0.1641,0.5299,0.0892,east_34th_street,west_to_east,0.0008962565621252788,0.027987760360388986,0.4979189342451791,f15
east_34th_street/west_to_east/05_n00271_E_L.jpg,east_34th_street,west_to_east,5,n00271,E,L,2,5,2,3,4,3,6,5,6,1.7255226066336036,4.630682645831257,2.0913878842256963,3.055347194429487,4.12607291713357,3.4323535598814487,5.5588057663990185,5.397542883409187,5.812042758800089,1,4,1,2,4,3,6,6,6,0.5805,0.2273,0.1295,0.0289,0.0211,0.0075,0.005,0.0055,0.0288,0.1007,0.3301,0.2913,0.2165,0.0271,0.385,0.3674,0.127,0.0505,0.0399,0.0228,0.0075,0.1275,0.3256,0.1975,0.1587,0.1024,0.081,0.0073,0.0315,0.0744,0.2365,0.2639,0.2087,0.1576,0.0274,0.0812,0.2242,0.2834,0.1238,0.1859,0.0825,0.019,0.0014,0.0069,0.0423,0.0854,0.1807,0.6114,0.0719,0.0023,0.012,0.0682,0.1335,0.1912,0.4732,0.1196,0.002,0.007,0.0318,0.0477,0.111,0.6488,0.1517,east_34th_street,west_to_east,0.018056729310564942,0.055578851034323584,0.42439790065250543,f15
east_34th_street/west_to_east/05_n00271_E_R.jpg,east_34th_street,west_to_east,5,n00271,E,R,3,5,3,2,5,4,6,6,6,2.5115630766376853,4.741153796669096,2.993742828490213,2.3968042796477675,4.571651621721685,4.432121502235532,5.848661666561384,5.753637489338871,5.853621573885903,3,4,3,1,5,5,6,6,6,0.2903,0.2059,0.329,0.0914,0.0537,0.0195,0.0103,0.0029,0.0174,0.0794,0.3239,0.314,0.237,0.0254,0.1064,0.2594,0.3279,0.1839,0.0882,0.031,0.0032,0.3285,0.3135,0.1601,0.0884,0.0571,0.0445,0.0078,0.0126,0.0461,0.151,0.2569,0.2692,0.2096,0.0547,0.0085,0.0519,0.2022,0.1456,0.4416,0.1285,0.0216,0.0005,0.0017,0.0114,0.0286,0.1114,0.7858,0.0606,0.0008,0.0034,0.0229,0.0696,0.1567,0.6103,0.1362,0.0018,0.006,0.0278,0.043,0.1116,0.6423,0.1675,east_34th_street,west_to_east,0.004466110562309789,0.029404554699023356,0.4917508648073991,f15
east_34th_street/west_to_east/06_n00272_E_L.jpg,east_34th_street,west_to_east,6,n00272,E,L,3,5,3,3,4,4,5,5,6,3.404459519777447,4.574150909204036,2.8843810874968767,3.2527349926531315,4.152822442352772,4.324776284396648,5.072287341579795,5.069924365030602,5.61360170529224,3,4,2,2,4,5,6,6,6,0.0246,0.1174,0.4362,0.2998,0.0973,0.0224,0.0024,0.0062,0.0319,0.1112,0.3373,0.284,0.2046,0.0248,0.1319,0.3019,0.2792,0.1616,0.0907,0.0313,0.0033,0.1217,0.2576,0.2169,0.1716,0.1236,0.0993,0.0092,0.0166,0.0571,0.2259,0.3338,0.2122,0.1328,0.0217,0.0059,0.0589,0.2405,0.1653,0.3783,0.1307,0.0204,0.0034,0.0199,0.0936,0.1618,0.2506,0.4467,0.024,0.0035,0.0229,0.1076,0.1719,0.2424,0.3639,0.0878,0.0029,0.0112,0.0502,0.0655,0.1223,0.6715,0.0765,east_34th_street,west_to_east,0.01747266303826052,0.07678699660745239,0.41524366239049254,f15
east_34th_street/west_to_east/06_n00272_E_R.jpg,east_34th_street,west_to_east,6,n00272,E,R,2,5,2,3,4,4,6,6,6,1.638370582833886,4.839661913923919,1.981644014827907,2.7987142535857856,3.850260309875011,3.675051487982273,5.551616369106341,5.610269851749763,5.760834182729013,1,5,1,2,3,3,6,6,6,0.6718,0.1646,0.0938,0.0233,0.0256,0.0112,0.0096,0.0029,0.0179,0.073,0.2979,0.3026,0.2629,0.0429,0.4528,0.3418,0.0979,0.0344,0.0372,0.0233,0.0126,0.1807,0.3376,0.1954,0.143,0.0802,0.0578,0.0053,0.042,0.1107,0.2826,0.2455,0.1825,0.1124,0.0243,0.0792,0.1703,0.2722,0.1208,0.2257,0.0955,0.0363,0.0007,0.0038,0.0308,0.0717,0.2387,0.6095,0.0448,0.0012,0.0057,0.0383,0.1009,0.1886,0.5207,0.1446,0.002,0.008,0.0404,0.0598,0.1527,0.5412,0.196,east_34th_street,west_to_east,0.0,0.032281578153808506,0.46263945881223256,f15
east_34th_street/west_to_east/07_n00273_E_L.jpg,east_34th_street,west_to_east,7,n00273,E,L,4,4,4,3,4,5,5,5,6,3.835108261555433,4.317516998387873,3.508689546026289,3.492734096944332,4.484647712204605,4.62638590624556,5.2538802502676845,5.067133536096662,5.634996014414355,4,4,4,3,4,5,6,6,6,0.0066,0.048,0.3032,0.4343,0.1648,0.0404,0.0028,0.0089,0.0432,0.1353,0.4168,0.2375,0.1463,0.012,0.0319,0.1671,0.3026,0.3074,0.143,0.0457,0.0023,0.0761,0.2236,0.2271,0.2068,0.1466,0.1107,0.0091,0.0072,0.0344,0.1402,0.3311,0.2832,0.18,0.024,0.0026,0.0261,0.1675,0.1675,0.4413,0.1728,0.0223,0.0026,0.0147,0.0703,0.1465,0.2165,0.5033,0.0461,0.0039,0.0229,0.106,0.1748,0.2352,0.3759,0.0813,0.0034,0.0125,0.0518,0.0686,0.1242,0.621,0.1185,east_34th_street,west_to_east,0.07477044785560173,0.10949374049393688,0.32761765520218566,f15
east_34th_street/west_to_east/07_n00273_E_R.jpg,east_34th_street,west_to_east,7,n00273,E,R,2,5,2,3,5,4,6,5,6,1.8052159762009976,4.902648462448269,2.287097398657352,2.6038398696109653,4.626467635855079,3.721866092644632,5.549093691050075,5.222940435400233,5.882690184516832,1,5,2,2,5,3,6,6,6,0.575,0.2149,0.1243,0.0324,0.031,0.014,0.0085,0.006,0.0318,0.1127,0.2106,0.279,0.2621,0.0979,0.2892,0.3953,0.17,0.0655,0.0503,0.0245,0.0053,0.2769,0.3089,0.1679,0.1035,0.0734,0.0618,0.0077,0.005,0.0278,0.1366,0.276,0.3078,0.2149,0.0319,0.0412,0.1708,0.2905,0.1416,0.2485,0.0929,0.0145,0.0012,0.006,0.0355,0.0751,0.2041,0.6386,0.0396,0.0023,0.0167,0.0861,0.1397,0.253,0.4106,0.0916,0.0011,0.0042,0.0236,0.0402,0.1181,0.6383,0.1745,east_34th_street,west_to_east,0.0006999707264296423,0.03601012810315803,0.49222693598510003,f15
east_34th_street/west_to_east/08_n00274_E_L.jpg,east_34th_street,west_to_east,8,n00274,E,L,3,5,3,4,4,4,5,6,5,3.330280974972993,4.686977986712009,2.903384896926582,4.1057589035481215,4.33060485497117,4.094971407204866,4.856572561897337,5.586382126668468,5.080454653128982,3,4,2,4,4,5,6,6,6,0.0298,0.1397,0.4372,0.2823,0.0888,0.0192,0.003,0.0051,0.029,0.0935,0.3162,0.2971,0.2208,0.0384,0.1277,0.3064,0.2747,0.159,0.0949,0.0328,0.0045,0.0261,0.1136,0.1932,0.2641,0.2155,0.1732,0.0142,0.0189,0.0639,0.1791,0.3095,0.2062,0.1791,0.0432,0.0097,0.0763,0.2878,0.1773,0.3472,0.0878,0.0139,0.0065,0.0348,0.1293,0.1852,0.2416,0.3742,0.0284,0.0017,0.0093,0.0553,0.1065,0.1729,0.4701,0.1841,0.0173,0.0485,0.1163,0.1145,0.1448,0.4747,0.0838,east_34th_street,west_to_east,0.0356721285054278,0.15680891782641457,0.3080978714209002,f15
east_34th_street/west_to_east/08_n00274_E_R.jpg,east_34th_street,west_to_east,8,n00274,E,R,2,5,2,3,4,3,4,5,5,1.9368071272037923,4.541143052279949,2.231052118819207,3.289598226547241,4.0369552951306105,3.246979361400008,4.161442816257477,5.138419717084616,4.663982346653938,1,4,2,2,4,3,3,6,6,0.4788,0.2563,0.1789,0.0432,0.027,0.0103,0.0057,0.016,0.0516,0.1317,0.2831,0.2578,0.2137,0.0462,0.3112,0.3934,0.1615,0.0576,0.0463,0.0233,0.0068,0.0677,0.2679,0.2478,0.2187,0.1246,0.0677,0.0055,0.0285,0.092,0.2276,0.3063,0.1887,0.1257,0.0313,0.0794,0.2484,0.324,0.1192,0.1655,0.0505,0.0132,0.0349,0.1027,0.2351,0.1831,0.2042,0.2174,0.0226,0.0045,0.0268,0.1092,0.164,0.2041,0.3638,0.1277,0.0278,0.0731,0.1597,0.1477,0.1782,0.3656,0.048,east_34th_street,west_to_east,6.07707680745802e-06,0.15726267413946135,0.3352309884741068,f15
east_34th_street/west_to_east/09_n00275_E_L.jpg,east_34th_street,west_to_east,9,n00275,E,L,3,5,3,4,4,4,5,5,6,3.1278932958375663,5.067164197564125,2.679872754495591,3.8421753011643887,4.481268021278083,3.924300268292427,5.19489608053118,5.496883761603385,5.730622371425852,3,6,2,4,4,3,6,6,6,0.0481,0.1758,0.4853,0.2055,0.0647,0.0177,0.003,0.0045,0.0202,0.0683,0.2008,0.3015,0.326,0.0786,0.1699,0.3541,0.2511,0.1168,0.0731,0.03,0.0052,0.0472,0.1673,0.2083,0.2323,0.1754,0.1572,0.0123,0.0099,0.0444,0.1597,0.2893,0.2675,0.1957,0.0335,0.0171,0.1223,0.3074,0.1645,0.2671,0.1046,0.0171,0.0032,0.0158,0.0767,0.1347,0.2555,0.4849,0.0291,0.0024,0.0129,0.0665,0.1113,0.1954,0.4335,0.1779,0.0027,0.0108,0.0468,0.0639,0.1509,0.5186,0.2063,east_34th_street,west_to_east,0.07409888608681252,0.05036302840860646,0.3843321317657915,f15
east_34th_street/west_to_east/09_n00275_E_R.jpg,east_34th_street,west_to_east,9,n00275,E,R,2,4,2,3,3,3,3,5,4,1.5527422316372397,4.4792723804712296,1.7084652418270707,3.3209082754328847,3.358995297923684,2.6480019949376583,3.2998925568535924,4.843278247863054,4.029823875054717,1,5,1,2,3,2,3,6,6,0.6927,0.1698,0.084,0.0197,0.0197,0.0078,0.0064,0.0188,0.0571,0.1505,0.2405,0.3041,0.1903,0.0387,0.579,0.2866,0.0681,0.0178,0.0211,0.0167,0.0108,0.0789,0.2586,0.2354,0.2144,0.1221,0.0839,0.0067,0.0891,0.18,0.3061,0.2275,0.1162,0.0672,0.0139,0.2143,0.3218,0.2626,0.0718,0.0776,0.0361,0.0158,0.1011,0.235,0.288,0.1448,0.1163,0.0995,0.0153,0.0085,0.0418,0.1308,0.1994,0.2405,0.2947,0.0844,0.0729,0.1362,0.211,0.1544,0.145,0.2545,0.026,east_34th_street,west_to_east,0.006306943352529977,0.10223316397679562,0.35383179804260806,f15
east_34th_street/west_to_east/10_n00276_E_L.jpg,east_34th_street,west_to_east,10,n00276,E,L,3,5,3,4,4,4,5,5,6,3.376746795605868,4.742889881134033,3.043356453301385,3.775825364515186,4.372777499258518,3.9819065630435935,5.492849141242914,5.436369702685624,6.077306926832534,3,4,3,4,4,3,6,6,6,0.0162,0.1076,0.4673,0.3162,0.0787,0.0126,0.0013,0.0053,0.026,0.0923,0.3026,0.2932,0.232,0.0486,0.088,0.2507,0.3374,0.2079,0.088,0.0256,0.0023,0.0616,0.1727,0.2083,0.2288,0.1597,0.1524,0.0166,0.0093,0.0422,0.1543,0.3703,0.2354,0.1618,0.0268,0.0074,0.0873,0.3144,0.1907,0.3144,0.0783,0.0074,0.0013,0.0066,0.0445,0.1019,0.2026,0.5773,0.0658,0.0023,0.0132,0.0713,0.1251,0.1937,0.4365,0.1581,0.001,0.0035,0.0196,0.0339,0.0937,0.531,0.3171,east_34th_street,west_to_east,0.028309869128817094,0.06643101399704104,0.43173045690932477,f15
east_34th_street/west_to_east/10_n00276_E_R.jpg,east_34th_street,west_to_east,10,n00276,E,R,3,4,3,3,4,4,4,5,5,3.444014026317745,4.41212597861886,2.55749327596277,2.854471248574555,4.337402373552322,3.912644434720278,4.346437079831958,5.178941179066896,5.121963278390467,3,4,2,2,4,3,6,6,6,0.0574,0.156,0.3252,0.2738,0.1273,0.0548,0.0055,0.0173,0.0632,0.1588,0.2659,0.2659,0.2039,0.0251,0.2569,0.3403,0.1822,0.093,0.0736,0.0446,0.0094,0.1586,0.3357,0.2134,0.1467,0.0823,0.0574,0.006,0.0136,0.064,0.1941,0.2653,0.2531,0.1823,0.0275,0.048,0.1432,0.2676,0.1304,0.2475,0.1264,0.0368,0.0242,0.09,0.1935,0.1997,0.206,0.2729,0.0136,0.0045,0.0259,0.0934,0.1297,0.2661,0.3694,0.1109,0.0085,0.0352,0.1101,0.1191,0.1679,0.5173,0.0418,east_34th_street,west_to_east,0.027159796028830552,0.0398382075207129,0.43148329623564935,f15
east_34th_street/west_to_east/11_n00277_E_L.jpg,east_34th_street,west_to_east,11,n00277,E,L,3,5,3,4,4,4,5,5,6,3.441266691312194,4.720218917587772,2.964262171415612,3.6159056443721056,4.41641298122704,4.282446322962642,5.1102069763001055,5.381755758542568,5.718049933668226,3,4,2,2,4,5,6,6,6,0.0157,0.1071,0.4369,0.3246,0.0945,0.0192,0.0021,0.003,0.0195,0.0833,0.3243,0.3193,0.2194,0.0311,0.0865,0.3065,0.3065,0.1888,0.0825,0.0268,0.0024,0.0688,0.212,0.212,0.2087,0.1503,0.1369,0.0114,0.02,0.0579,0.1928,0.2438,0.2363,0.1989,0.0503,0.0071,0.0619,0.2486,0.1736,0.3618,0.127,0.0201,0.0024,0.0147,0.0872,0.1579,0.2685,0.4428,0.0266,0.0022,0.0118,0.0703,0.1355,0.2034,0.4514,0.1253,0.0022,0.0091,0.0457,0.0625,0.1344,0.5839,0.1621,east_34th_street,west_to_east,0.09022182468469825,0.053889664019849653,0.39854619216740583,f15
