file,street,walk,seq,node_id,cardinal,side,resting_affordance,resting_affordance_ev,resting_affordance_argmax,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
Park_Ave_Tunnel_Segment/east_to_west/047_n00171_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,47,n00171,W,R,3,3.362466871738434,3,0.1788,0.1506,0.2602,0.1371,0.1191,0.121,0.0331
Park_Ave_Tunnel_Segment/east_to_west/048_n00170_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,48,n00170,W,L,3,2.844668634235859,1,0.2536,0.2203,0.2273,0.1255,0.089,0.0683,0.016
Park_Ave_Tunnel_Segment/east_to_west/048_n00170_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,48,n00170,W,R,4,3.721380226314068,3,0.0843,0.1266,0.2402,0.2292,0.1842,0.1227,0.0127
Park_Ave_Tunnel_Segment/east_to_west/049_n00168_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,49,n00168,W,L,3,3.399512877687812,3,0.1477,0.1477,0.2803,0.1648,0.1225,0.115,0.022
Park_Ave_Tunnel_Segment/east_to_west/049_n00168_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,49,n00168,W,R,3,2.9986693523824215,1,0.2532,0.1824,0.2379,0.1159,0.0931,0.0848,0.0327
Park_Ave_Tunnel_Segment/east_to_west/050_n00166_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,50,n00166,W,L,3,2.7972574587911367,1,0.2598,0.2257,0.2257,0.1306,0.0792,0.0627,0.0163
Park_Ave_Tunnel_Segment/east_to_west/050_n00166_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,50,n00166,W,R,3,3.2005647076293826,3,0.1664,0.1717,0.266,0.1857,0.1237,0.0739,0.0126
Park_Ave_Tunnel_Segment/east_to_west/051_n00164_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,51,n00164,W,L,3,2.5798433674499393,1,0.3201,0.2379,0.2003,0.1055,0.0714,0.0499,0.015
Park_Ave_Tunnel_Segment/east_to_west/051_n00164_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,51,n00164,W,R,3,3.23426706623286,3,0.1539,0.1664,0.283,0.1771,0.1423,0.0631,0.0143
Park_Ave_Tunnel_Segment/east_to_west/052_n00162_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,52,n00162,W,L,3,2.8428852558135986,1,0.2631,0.1986,0.259,0.1063,0.0867,0.0578,0.0286
Park_Ave_Tunnel_Segment/east_to_west/052_n00162_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,52,n00162,W,R,3,3.394530178979039,3,0.125,0.1532,0.2731,0.2127,0.1352,0.0887,0.0122
Park_Ave_Tunnel_Segment/east_to_west/053_n00160_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,53,n00160,W,L,3,3.0249821478500962,3,0.1886,0.2071,0.2619,0.1664,0.0963,0.0683,0.0113
Park_Ave_Tunnel_Segment/east_to_west/053_n00160_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,53,n00160,W,R,3,2.66692141443491,1,0.285,0.2185,0.2515,0.1099,0.0744,0.0458,0.0149
Park_Ave_Tunnel_Segment/east_to_west/054_n00158_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,54,n00158,W,L,2,2.439682229422033,1,0.3425,0.2506,0.2045,0.0936,0.0568,0.0396,0.0123
Park_Ave_Tunnel_Segment/east_to_west/054_n00158_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,54,n00158,W,R,3,2.6755531318485737,1,0.2926,0.2075,0.2426,0.1201,0.0763,0.0478,0.0131
Park_Ave_Tunnel_Segment/east_to_west/055_n00156_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,55,n00156,W,L,3,2.6827175449579954,1,0.2827,0.2418,0.2237,0.1057,0.0704,0.0593,0.0165
Park_Ave_Tunnel_Segment/east_to_west/055_n00156_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,55,n00156,W,R,3,2.857968680560589,3,0.2203,0.2102,0.2828,0.1379,0.0876,0.0492,0.012
Park_Ave_Tunnel_Segment/east_to_west/056_n00154_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,56,n00154,W,L,2,1.5188712682574987,1,0.7677,0.1273,0.0388,0.0108,0.0159,0.0186,0.0208
Park_Ave_Tunnel_Segment/east_to_west/056_n00154_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,56,n00154,W,R,3,2.808349125087261,1,0.2502,0.2314,0.2314,0.1258,0.0851,0.0604,0.0157
Park_Ave_Tunnel_Segment/east_to_west/057_n00152_W_L.jpg,Park_Ave_Tunnel_Segment,east_to_west,57,n00152,W,L,3,2.9985300563275814,3,0.1838,0.2019,0.2892,0.1648,0.0868,0.0645,0.009
Park_Ave_Tunnel_Segment/east_to_west/057_n00152_W_R.jpg,Park_Ave_Tunnel_Segment,east_to_west,57,n00152,W,R,3,2.5749659771099687,1,0.3211,0.2349,0.2073,0.1026,0.0673,0.0516,0.015
Park_Ave_Tunnel_Segment/west_to_east/001_n00152_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,1,n00152,E,L,2,1.8647586712613702,1,0.5834,0.2113,0.0938,0.0367,0.0334,0.026,0.0153
Park_Ave_Tunnel_Segment/west_to_east/001_n00152_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,1,n00152,E,R,1,1.4300891598686576,1,0.8085,0.1044,0.0318,0.0087,0.0137,0.0158,0.017
Park_Ave_Tunnel_Segment/west_to_east/002_n00154_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,2,n00154,E,L,3,2.729448715224862,1,0.2939,0.1958,0.2475,0.1064,0.0803,0.0588,0.0174
Park_Ave_Tunnel_Segment/west_to_east/002_n00154_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,2,n00154,E,R,2,2.1632748935371637,1,0.4516,0.2417,0.1513,0.0631,0.0447,0.0348,0.0128
Park_Ave_Tunnel_Segment/west_to_east/003_n00156_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,3,n00156,E,L,3,2.582258962094784,1,0.3197,0.2302,0.2163,0.1006,0.066,0.0498,0.0175
Park_Ave_Tunnel_Segment/west_to_east/003_n00156_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,3,n00156,E,R,2,2.394420400261879,1,0.4162,0.1905,0.1876,0.0794,0.0609,0.0453,0.0201
Park_Ave_Tunnel_Segment/west_to_east/004_n00158_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,4,n00158,E,L,3,2.9476221036165953,3,0.2241,0.2041,0.2579,0.1359,0.0864,0.0751,0.0165
Park_Ave_Tunnel_Segment/west_to_east/004_n00158_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,4,n00158,E,R,3,2.8236237708479166,1,0.2599,0.2024,0.2519,0.1228,0.0805,0.0678,0.0147
Park_Ave_Tunnel_Segment/west_to_east/005_n00160_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,5,n00160,E,L,3,3.305987937375903,3,0.1516,0.1564,0.2967,0.1613,0.1162,0.0994,0.0184
Park_Ave_Tunnel_Segment/west_to_east/005_n00160_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,5,n00160,E,R,3,3.193302495405078,3,0.1951,0.1669,0.2585,0.1519,0.1077,0.0966,0.0233
Park_Ave_Tunnel_Segment/west_to_east/006_n00162_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,6,n00162,E,L,3,2.770127821713686,1,0.2846,0.1987,0.2397,0.1168,0.0766,0.0666,0.0171
Park_Ave_Tunnel_Segment/west_to_east/006_n00162_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,6,n00162,E,R,3,2.9918088037520647,3,0.1953,0.1863,0.2886,0.1697,0.0922,0.0568,0.011
Park_Ave_Tunnel_Segment/west_to_east/007_n00164_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,7,n00164,E,L,3,3.4371561501175165,3,0.1471,0.1426,0.2836,0.1518,0.1278,0.122,0.0252
Park_Ave_Tunnel_Segment/west_to_east/007_n00164_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,7,n00164,E,R,3,3.0664355866611004,3,0.2284,0.157,0.2979,0.1014,0.0937,0.0952,0.0264
Park_Ave_Tunnel_Segment/west_to_east/008_n00166_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,8,n00166,E,L,4,3.7698849886655807,3,0.1018,0.1172,0.2641,0.1679,0.1553,0.1627,0.0311
Park_Ave_Tunnel_Segment/west_to_east/008_n00166_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,8,n00166,E,R,3,3.0103695690631866,3,0.2366,0.1786,0.2519,0.1286,0.1002,0.0831,0.021
Park_Ave_Tunnel_Segment/west_to_east/009_n00168_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,9,n00168,E,L,3,2.8722154553979635,3,0.2279,0.2209,0.2624,0.1259,0.0826,0.0633,0.017
Park_Ave_Tunnel_Segment/west_to_east/009_n00168_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,9,n00168,E,R,3,2.990934840403497,3,0.1823,0.1881,0.3199,0.1465,0.1039,0.0483,0.0111
Park_Ave_Tunnel_Segment/west_to_east/010_n00170_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,10,n00170,E,L,3,3.155871495604515,3,0.2112,0.1645,0.2712,0.1185,0.1029,0.1079,0.0237
Park_Ave_Tunnel_Segment/west_to_east/010_n00170_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,10,n00170,E,R,3,2.676377434283495,1,0.3164,0.2141,0.198,0.1146,0.08,0.0594,0.0176
Park_Ave_Tunnel_Segment/west_to_east/011_n00171_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,11,n00171,E,L,3,3.09989108517766,3,0.1561,0.1973,0.3009,0.1688,0.1008,0.0651,0.011
Park_Ave_Tunnel_Segment/west_to_east/011_n00171_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,11,n00171,E,R,3,2.8231582269072533,3,0.2379,0.1824,0.3055,0.1335,0.0862,0.042,0.0124
Park_Ave_Tunnel_Segment/west_to_east/012_n00172_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,12,n00172,E,L,3,2.7596775963902473,1,0.2468,0.243,0.243,0.1222,0.0753,0.0551,0.0146
Park_Ave_Tunnel_Segment/west_to_east/012_n00172_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,12,n00172,E,R,3,3.245441942475736,3,0.145,0.1749,0.2794,0.1833,0.1362,0.0706,0.0107
Park_Ave_Tunnel_Segment/west_to_east/013_n00173_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,13,n00173,E,L,3,3.194022608920932,3,0.1411,0.1729,0.3131,0.1869,0.1065,0.0688,0.0107
Park_Ave_Tunnel_Segment/west_to_east/013_n00173_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,13,n00173,E,R,3,2.8105071540921926,1,0.2577,0.2071,0.2498,0.1276,0.0837,0.0584,0.0157
Park_Ave_Tunnel_Segment/west_to_east/014_n00174_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,14,n00174,E,L,3,2.7827928960323334,1,0.2819,0.1792,0.2775,0.1037,0.0724,0.0639,0.0214
Park_Ave_Tunnel_Segment/west_to_east/014_n00174_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,14,n00174,E,R,3,2.94785069860518,3,0.2177,0.2014,0.2586,0.152,0.0936,0.0614,0.0153
Park_Ave_Tunnel_Segment/west_to_east/015_n00176_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,15,n00176,E,L,3,3.193880556151271,3,0.1699,0.1699,0.2936,0.1547,0.1063,0.0854,0.02
Park_Ave_Tunnel_Segment/west_to_east/015_n00176_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,15,n00176,E,R,3,2.7038966435939074,1,0.3292,0.1905,0.2126,0.1004,0.0758,0.0648,0.0266
Park_Ave_Tunnel_Segment/west_to_east/016_n00178_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,16,n00178,E,L,3,3.261624628677964,3,0.1506,0.1654,0.3042,0.1603,0.1102,0.0899,0.0194
Park_Ave_Tunnel_Segment/west_to_east/016_n00178_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,16,n00178,E,R,3,3.2991519272327423,3,0.1816,0.1578,0.2642,0.1392,0.1154,0.1172,0.0246
Park_Ave_Tunnel_Segment/west_to_east/017_n00180_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,17,n00180,E,L,3,3.2510826690122485,3,0.1457,0.173,0.2898,0.1785,0.1171,0.0805,0.0154
Park_Ave_Tunnel_Segment/west_to_east/017_n00180_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,17,n00180,E,R,3,2.9054338447749615,1,0.2658,0.1743,0.2658,0.1091,0.0798,0.0786,0.0267
Park_Ave_Tunnel_Segment/west_to_east/018_n00182_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,18,n00182,E,L,3,2.647487247362733,1,0.2886,0.2319,0.2431,0.0998,0.0696,0.0502,0.0168
Park_Ave_Tunnel_Segment/west_to_east/018_n00182_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,18,n00182,E,R,2,2.4410973647609353,1,0.3586,0.2389,0.195,0.0907,0.0595,0.0422,0.0153
Park_Ave_Tunnel_Segment/west_to_east/019_n00184_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,19,n00184,E,L,3,2.8336859345436096,1,0.2555,0.2152,0.24,0.1245,0.0779,0.0677,0.0191
Park_Ave_Tunnel_Segment/west_to_east/019_n00184_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,19,n00184,E,R,3,2.8897051606327295,1,0.2593,0.1868,0.2553,0.1187,0.0842,0.0743,0.0213
Park_Ave_Tunnel_Segment/west_to_east/020_n00186_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,20,n00186,E,L,3,3.0174013134092093,3,0.202,0.2084,0.2594,0.1455,0.0869,0.0804,0.0174
Park_Ave_Tunnel_Segment/west_to_east/020_n00186_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,20,n00186,E,R,3,3.090069243684411,3,0.2114,0.1699,0.2714,0.1386,0.0999,0.0909,0.0179
Park_Ave_Tunnel_Segment/west_to_east/021_n00188_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,21,n00188,E,L,3,2.8967462424188852,3,0.2412,0.2128,0.245,0.1232,0.0833,0.0759,0.0186
Park_Ave_Tunnel_Segment/west_to_east/021_n00188_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,21,n00188,E,R,4,3.551021311432123,3,0.1303,0.1387,0.2801,0.1499,0.1282,0.1476,0.0253
Park_Ave_Tunnel_Segment/west_to_east/022_n00190_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,22,n00190,E,L,3,2.555834785103798,1,0.3459,0.234,0.1881,0.0875,0.062,0.0601,0.0225
Park_Ave_Tunnel_Segment/west_to_east/022_n00190_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,22,n00190,E,R,3,3.0656947465613484,3,0.1808,0.2081,0.2631,0.1596,0.103,0.0719,0.0135
Park_Ave_Tunnel_Segment/west_to_east/023_n00192_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,23,n00192,E,L,3,2.6214012037962675,1,0.3213,0.2502,0.1747,0.0995,0.0663,0.0695,0.0184
Park_Ave_Tunnel_Segment/west_to_east/023_n00192_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,23,n00192,E,R,3,3.044096179306507,1,0.2269,0.2002,0.2199,0.1465,0.0875,0.0991,0.0198
Park_Ave_Tunnel_Segment/west_to_east/024_n00194_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,24,n00194,E,L,3,3.082242429256439,3,0.1921,0.2143,0.239,0.1519,0.0951,0.0921,0.0155
Park_Ave_Tunnel_Segment/west_to_east/024_n00194_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,24,n00194,E,R,3,3.184081444516778,1,0.2226,0.1964,0.1964,0.135,0.0832,0.1415,0.025
Park_Ave_Tunnel_Segment/west_to_east/025_n00196_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,25,n00196,E,L,3,2.9443094674497843,1,0.263,0.2147,0.1986,0.1114,0.0938,0.0881,0.0304
Park_Ave_Tunnel_Segment/west_to_east/025_n00196_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,25,n00196,E,R,2,2.3496688660234213,1,0.4183,0.2104,0.1799,0.0705,0.0566,0.0441,0.0202
Park_Ave_Tunnel_Segment/west_to_east/026_n00153_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,26,n00153,E,L,3,2.9050250723958015,3,0.2292,0.193,0.2722,0.139,0.0941,0.0607,0.0118
Park_Ave_Tunnel_Segment/west_to_east/026_n00153_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,26,n00153,E,R,3,3.3786735283210874,3,0.1194,0.1558,0.2777,0.2197,0.1396,0.0771,0.0108
Park_Ave_Tunnel_Segment/west_to_east/027_n00155_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,27,n00155,E,L,3,2.880634912289679,3,0.2443,0.1844,0.2812,0.121,0.0871,0.0689,0.013
Park_Ave_Tunnel_Segment/west_to_east/027_n00155_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,27,n00155,E,R,2,2.3604747895151377,1,0.4019,0.2021,0.222,0.0626,0.0503,0.0411,0.02
Park_Ave_Tunnel_Segment/west_to_east/028_n00157_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,28,n00157,E,L,3,2.978833422064781,3,0.2136,0.1976,0.2701,0.1337,0.0963,0.0774,0.0113
Park_Ave_Tunnel_Segment/west_to_east/028_n00157_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,28,n00157,E,R,3,2.6445121187716722,1,0.2911,0.2197,0.2692,0.0902,0.0514,0.0601,0.0183
Park_Ave_Tunnel_Segment/west_to_east/029_n00159_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,29,n00159,E,L,3,2.7533133728429675,1,0.2592,0.2252,0.2552,0.1132,0.0687,0.0676,0.0109
Park_Ave_Tunnel_Segment/west_to_east/029_n00159_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,29,n00159,E,R,3,2.8885581577196717,3,0.2131,0.2066,0.2959,0.1334,0.0784,0.0592,0.0134
Park_Ave_Tunnel_Segment/west_to_east/030_n00161_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,30,n00161,E,L,2,2.0797654762864113,1,0.5286,0.207,0.1108,0.0455,0.0455,0.0427,0.0199
Park_Ave_Tunnel_Segment/west_to_east/030_n00161_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,30,n00161,E,R,3,3.4881192855536938,3,0.0987,0.1349,0.2856,0.2405,0.1505,0.0805,0.0093
Park_Ave_Tunnel_Segment/west_to_east/031_n00163_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,31,n00163,E,L,2,2.1841421741992235,1,0.472,0.2336,0.1331,0.049,0.046,0.0446,0.0217
Park_Ave_Tunnel_Segment/west_to_east/031_n00163_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,31,n00163,E,R,3,2.6380083728581667,1,0.3389,0.2121,0.1992,0.0857,0.0733,0.0678,0.0231
Park_Ave_Tunnel_Segment/west_to_east/032_n00165_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,32,n00165,E,L,2,2.081732854247093,1,0.4883,0.2739,0.0992,0.0371,0.0359,0.0389,0.0267
Park_Ave_Tunnel_Segment/west_to_east/032_n00165_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,32,n00165,E,R,2,2.412887781858444,1,0.4129,0.2176,0.1668,0.0586,0.0604,0.0577,0.026
Park_Ave_Tunnel_Segment/west_to_east/033_n00167_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,33,n00167,E,L,2,2.1016504913568497,1,0.4735,0.2656,0.1197,0.0447,0.0383,0.0395,0.0186
Park_Ave_Tunnel_Segment/west_to_east/033_n00167_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,33,n00167,E,R,2,2.2023460529744625,1,0.4921,0.2116,0.1264,0.0444,0.0503,0.048,0.0273
Park_Ave_Tunnel_Segment/west_to_east/034_n00169_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,34,n00169,E,L,2,2.003334978595376,1,0.5649,0.1952,0.0951,0.0422,0.0436,0.0367,0.0222
Park_Ave_Tunnel_Segment/west_to_east/034_n00169_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,34,n00169,E,R,2,2.0329124573618174,1,0.5124,0.2346,0.118,0.0462,0.0383,0.0328,0.0178
Park_Ave_Tunnel_Segment/west_to_east/035_n00175_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,35,n00175,E,L,2,2.4675239361822605,1,0.3817,0.2279,0.1667,0.0825,0.0663,0.0558,0.019
Park_Ave_Tunnel_Segment/west_to_east/035_n00175_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,35,n00175,E,R,2,2.082632089033723,1,0.5131,0.2173,0.1219,0.0477,0.0421,0.0378,0.0202
Park_Ave_Tunnel_Segment/west_to_east/036_n00177_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,36,n00177,E,L,2,2.4999573323875666,1,0.3798,0.2131,0.1739,0.0888,0.0681,0.0573,0.0189
Park_Ave_Tunnel_Segment/west_to_east/036_n00177_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,36,n00177,E,R,2,1.6820938643068075,1,0.6734,0.1703,0.0699,0.0253,0.0241,0.0223,0.0146
Park_Ave_Tunnel_Segment/west_to_east/037_n00179_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,37,n00179,E,L,3,2.748635372146964,1,0.2769,0.226,0.2191,0.121,0.0793,0.0618,0.0159
Park_Ave_Tunnel_Segment/west_to_east/037_n00179_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,37,n00179,E,R,2,2.4344049245119095,1,0.4133,0.1953,0.1723,0.0789,0.0654,0.0526,0.0223
Park_Ave_Tunnel_Segment/west_to_east/038_n00181_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,38,n00181,E,L,3,2.6489383159205317,1,0.2939,0.2399,0.215,0.1098,0.0698,0.0588,0.0127
Park_Ave_Tunnel_Segment/west_to_east/038_n00181_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,38,n00181,E,R,3,3.1501576229929924,3,0.1816,0.1706,0.2813,0.1628,0.1051,0.0832,0.0154
Park_Ave_Tunnel_Segment/west_to_east/039_n00183_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,39,n00183,E,L,2,2.140392504632473,1,0.4821,0.2313,0.1298,0.0533,0.0441,0.0435,0.016
Park_Ave_Tunnel_Segment/west_to_east/039_n00183_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,39,n00183,E,R,3,2.778146129101515,1,0.2864,0.2162,0.2128,0.1175,0.067,0.0847,0.0154
Park_Ave_Tunnel_Segment/west_to_east/040_n00185_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,40,n00185,E,L,2,2.044259926304221,1,0.5302,0.2109,0.1129,0.0501,0.0409,0.0366,0.0184
Park_Ave_Tunnel_Segment/west_to_east/040_n00185_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,40,n00185,E,R,2,2.060351312160492,1,0.512,0.2237,0.1274,0.0434,0.0348,0.0401,0.0186
Park_Ave_Tunnel_Segment/west_to_east/041_n00187_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,41,n00187,E,L,2,2.2454802822321653,1,0.4211,0.2554,0.1525,0.0698,0.0458,0.0398,0.0156
Park_Ave_Tunnel_Segment/west_to_east/041_n00187_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,41,n00187,E,R,2,1.8846667930483818,1,0.5826,0.1982,0.1061,0.0378,0.0319,0.0268,0.0165
Park_Ave_Tunnel_Segment/west_to_east/042_n00189_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,42,n00189,E,L,2,1.7608080729842186,1,0.6357,0.1939,0.0747,0.0262,0.0254,0.0271,0.0169
Park_Ave_Tunnel_Segment/west_to_east/042_n00189_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,42,n00189,E,R,3,2.6451623756438494,1,0.2916,0.238,0.2167,0.1178,0.0726,0.0499,0.0134
Park_Ave_Tunnel_Segment/west_to_east/043_n00191_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,43,n00191,E,L,2,1.6271123122423887,1,0.7142,0.1521,0.0534,0.0165,0.0206,0.023,0.0203
Park_Ave_Tunnel_Segment/west_to_east/043_n00191_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,43,n00191,E,R,2,1.7894929312169552,1,0.6622,0.1598,0.0698,0.023,0.0291,0.0325,0.0237
Park_Ave_Tunnel_Segment/west_to_east/044_n00193_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,44,n00193,E,L,2,1.7440141960978508,1,0.6631,0.1677,0.0699,0.0249,0.0291,0.0261,0.0191
Park_Ave_Tunnel_Segment/west_to_east/044_n00193_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,44,n00193,E,R,2,1.605992242693901,1,0.7145,0.1545,0.0577,0.0155,0.0185,0.0203,0.019
Park_Ave_Tunnel_Segment/west_to_east/045_n00195_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,45,n00195,E,L,2,2.3271863954141736,1,0.409,0.2367,0.1602,0.0793,0.0554,0.0459,0.0136
Park_Ave_Tunnel_Segment/west_to_east/045_n00195_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,45,n00195,E,R,1,1.4518386283889413,1,0.7957,0.1111,0.0361,0.0105,0.0137,0.015,0.0179
Park_Ave_Tunnel_Segment/west_to_east/046_n00197_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,46,n00197,E,L,3,2.699384427629411,1,0.3029,0.205,0.2148,0.1283,0.079,0.056,0.0139
Park_Ave_Tunnel_Segment/west_to_east/046_n00197_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,46,n00197,E,R,2,1.9952005026862025,1,0.5182,0.2264,0.129,0.0497,0.0347,0.0292,0.0128
Park_Ave_Tunnel_Segment/west_to_east/047_n00198_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,47,n00198,E,L,2,1.9240302126854658,1,0.5742,0.2113,0.0894,0.0391,0.0329,0.0334,0.0196
Park_Ave_Tunnel_Segment/west_to_east/047_n00198_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,47,n00198,E,R,2,1.8897855635732412,1,0.5879,0.1939,0.1054,0.0327,0.0332,0.0275,0.0195
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,48,n00199,E,L,2,2.1749738175421953,1,0.4656,0.2531,0.1177,0.0556,0.0407,0.0468,0.0205
Park_Ave_Tunnel_Segment/west_to_east/048_n00199_E_R.jpg,Park_Ave_Tunnel_Segment,west_to_east,48,n00199,E,R,2,1.7849428057670593,1,0.6215,0.1986,0.0841,0.0265,0.0269,0.0234,0.0191
Park_Ave_Tunnel_Segment/west_to_east/049_n00201_E_L.jpg,Park_Ave_Tunnel_Segment,west_to_east,49,n00201,E,L,2,1.9992272034287453,1,0.535,0.2374,0.0959,0.0382,0.0347,0.0364,0.0224
