city,file,node_id,street,walk,side,seq,cardinal,usable,exclude_reason,osm_name,typology,face_id,vertical_greenery_median_round,vertical_greenery_median,vertical_hardscape_median_round,vertical_hardscape_median,green_eye_level_median_round,green_eye_level_median,sky_openness_median_round,sky_openness_median,walkable_ground_median_round,walkable_ground_median,green_softening_median_round,green_softening_median,signage_detail_median_round,signage_detail_median,facade_variation_median_round,facade_variation_median,ground_floor_activity_median_round,ground_floor_activity_median,resting_affordance_median_round,resting_affordance_median,arc_vegetation,arc_sky,arc_building,H_m,W_facade,HW_facade,HW_effective,HW_source,node_GVI,node_VEI,node_SVF_band,vertical_greenery_argmax,vertical_hardscape_argmax,green_eye_level_argmax,sky_openness_argmax,walkable_ground_argmax,green_softening_argmax,signage_detail_argmax,facade_variation_argmax,ground_floor_activity_argmax,resting_affordance_argmax,vertical_greenery_p1,vertical_greenery_p2,vertical_greenery_p3,vertical_greenery_p4,vertical_greenery_p5,vertical_greenery_p6,vertical_greenery_p7,vertical_hardscape_p1,vertical_hardscape_p2,vertical_hardscape_p3,vertical_hardscape_p4,vertical_hardscape_p5,vertical_hardscape_p6,vertical_hardscape_p7,green_eye_level_p1,green_eye_level_p2,green_eye_level_p3,green_eye_level_p4,green_eye_level_p5,green_eye_level_p6,green_eye_level_p7,sky_openness_p1,sky_openness_p2,sky_openness_p3,sky_openness_p4,sky_openness_p5,sky_openness_p6,sky_openness_p7,walkable_ground_p1,walkable_ground_p2,walkable_ground_p3,walkable_ground_p4,walkable_ground_p5,walkable_ground_p6,walkable_ground_p7,green_softening_p1,green_softening_p2,green_softening_p3,green_softening_p4,green_softening_p5,green_softening_p6,green_softening_p7,signage_detail_p1,signage_detail_p2,signage_detail_p3,signage_detail_p4,signage_detail_p5,signage_detail_p6,signage_detail_p7,facade_variation_p1,facade_variation_p2,facade_variation_p3,facade_variation_p4,facade_variation_p5,facade_variation_p6,facade_variation_p7,ground_floor_activity_p1,ground_floor_activity_p2,ground_floor_activity_p3,ground_floor_activity_p4,ground_floor_activity_p5,ground_floor_activity_p6,ground_floor_activity_p7,resting_affordance_p1,resting_affordance_p2,resting_affordance_p3,resting_affordance_p4,resting_affordance_p5,resting_affordance_p6,resting_affordance_p7
"Murray Hill, Manhattan",east_41st_street/east_to_west/022_n00619_W.jpg,n00619,east_41st_street,east_to_west,W,22,W,True,,East 41st Street,mid_block,f23,2,1.6266306076996502,7,6.573406430031593,3,2.66368,3,3.4695467422096318,6,5.593541202672606,2,2.453287760416667,6,5.6936278824150675,6,5.975139776357827,6,6.046635285913529,2,1.72316288520149,,,,130.65556800000002,,,6.768173416840667,radius_mean,0.5331674539378376,0.8987257356780256,0.0519548252117239,1,7,2,3,6,2,6,6,6,1,0.4573,0.3143,0.1485,0.0375,0.0258,0.0108,0.0058,0.0028,0.006,0.0304,0.0442,0.1542,0.2243,0.5381,0.1303,0.3125,0.3125,0.115,0.0697,0.0479,0.0121,0.1001,0.1869,0.2118,0.2118,0.1456,0.1285,0.0153,0.0051,0.0178,0.062,0.1022,0.2777,0.4041,0.1312,0.1863,0.3072,0.2111,0.088,0.088,0.0777,0.0416,0.0014,0.0072,0.0466,0.0987,0.2368,0.5681,0.0412,0.0011,0.0049,0.0363,0.0768,0.1435,0.5008,0.2366,0.0018,0.0064,0.0324,0.0471,0.0997,0.5736,0.2391,0.4297,0.2953,0.1581,0.0453,0.0353,0.0275,0.0089
"Murray Hill, Manhattan",east_41st_street/east_to_west/023_n00618_W.jpg,n00618,east_41st_street,east_to_west,W,23,W,True,,East 41st Street,mid_block,f23,2,2.10630980861244,7,6.707220101781171,3,2.602773246329527,3,2.88005711565921,5,5.284917355371901,2,2.3211836423672847,6,5.5675,6,5.844549559234573,6,5.965430149960537,2,1.6824950363997355,,,,130.65556800000002,18.83359032319668,6.937369123882666,6.937369123882666,measured,0.3501473566328189,0.9577325799446824,0.0223417297472888,2,7,3,2,6,2,6,6,6,1,0.2951,0.3344,0.2604,0.0658,0.0311,0.0089,0.0042,0.0029,0.0054,0.0276,0.0313,0.1238,0.1801,0.6288,0.1353,0.3246,0.3678,0.1054,0.0388,0.0235,0.0046,0.1444,0.2698,0.2101,0.1637,0.1125,0.0876,0.0119,0.0137,0.0421,0.1143,0.1468,0.242,0.3521,0.089,0.1641,0.3937,0.2107,0.0775,0.0684,0.0604,0.0252,0.0037,0.0211,0.1071,0.1375,0.2001,0.48,0.0506,0.0024,0.0124,0.0713,0.1038,0.151,0.4651,0.1939,0.0023,0.009,0.0459,0.052,0.0971,0.6335,0.1602,0.4397,0.3022,0.1427,0.0409,0.0361,0.0281,0.0103
"Murray Hill, Manhattan",east_41st_street/east_to_west/024_n00617_W.jpg,n00617,east_41st_street,east_to_west,W,24,W,True,,East 41st Street,mid_block,f23,3,2.7983946021405304,7,6.633611691022964,3,3.002585649644473,2,2.306061468412066,5,5.499105545617174,3,2.9619482496194824,5,4.982909545644018,5,5.48495145631068,6,5.758439402324294,2,1.7716744913928013,,,,155.7528,18.863152450274303,8.256986758209393,8.256986758209393,measured,1.7379523115026616,0.9629641599499404,0.0198055172720726,3,7,3,2,6,3,6,6,6,1,0.1396,0.2301,0.4298,0.1396,0.0453,0.0115,0.0042,0.0039,0.0082,0.0367,0.0367,0.1282,0.2114,0.5748,0.0712,0.1935,0.4641,0.1707,0.0628,0.0336,0.004,0.2131,0.3514,0.1881,0.1141,0.0784,0.0476,0.0073,0.0045,0.0158,0.0707,0.132,0.2795,0.4067,0.0908,0.0831,0.2559,0.3285,0.1552,0.0941,0.0647,0.0185,0.0093,0.0472,0.1455,0.1868,0.2399,0.349,0.0223,0.0038,0.0246,0.1102,0.1604,0.206,0.3848,0.1102,0.0077,0.0306,0.0942,0.0942,0.1371,0.5421,0.0942,0.4102,0.3195,0.171,0.0432,0.0297,0.0204,0.0059
"Murray Hill, Manhattan",east_41st_street/east_to_west/025_n00616_W.jpg,n00616,east_41st_street,east_to_west,W,25,W,True,,East 41st Street,mid_block,f23,1,1.1109879280610988,6,6.371537535126455,2,1.8585526315789473,3,2.8957466481738323,5,5.213588724250091,1,1.4784870922553535,5,5.097391304347826,5,5.453521801629133,6,5.824454802730148,1,1.47243940578577,,,,155.7528,18.824841247416444,8.273790889013517,8.273790889013517,measured,2.218268823398206,0.959358991942018,0.0213762876621906,1,7,2,2,6,1,6,6,6,1,0.8118,0.097,0.0458,0.0116,0.0168,0.008,0.009,0.0052,0.0109,0.0491,0.0491,0.1712,0.2491,0.4654,0.3239,0.4712,0.1191,0.0301,0.0207,0.0207,0.0142,0.1312,0.2778,0.2163,0.1685,0.1158,0.0796,0.0108,0.0074,0.0292,0.1018,0.1678,0.2767,0.3553,0.0617,0.4997,0.3031,0.0868,0.022,0.0282,0.0282,0.0319,0.0079,0.04,0.1395,0.1791,0.23,0.3792,0.0242,0.0038,0.0249,0.1117,0.1625,0.2087,0.3898,0.0986,0.004,0.016,0.0717,0.0813,0.134,0.6007,0.0921,0.5116,0.3103,0.1142,0.0255,0.0198,0.0136,0.005
"Murray Hill, Manhattan",east_41st_street/east_to_west/026_n00615_W.jpg,n00615,east_41st_street,east_to_west,W,26,W,True,,East 41st Street,mid_block,f23,1,1.1183472516515018,6,6.214424951267056,2,1.948272438443209,2,2.131127146056233,5,5.35325099891028,2,1.640574611550865,4,4.431473456121344,5,5.41773656680932,6,5.606731620903455,1,1.3712758499824746,,,,155.7528,18.824891478254983,8.273768811890005,8.273768811890005,measured,0.1923086222421257,0.9597037269560644,0.0220377729093411,1,7,2,2,6,1,6,6,6,1,0.8023,0.1086,0.0453,0.0114,0.0167,0.0079,0.0079,0.0077,0.0145,0.0649,0.0572,0.1763,0.2565,0.4229,0.2696,0.5036,0.1443,0.0365,0.0195,0.0172,0.0092,0.2438,0.4019,0.1675,0.1016,0.0544,0.0257,0.0051,0.0094,0.029,0.1013,0.1301,0.2753,0.3536,0.1013,0.438,0.3411,0.0977,0.028,0.0317,0.0317,0.0317,0.022,0.0872,0.2091,0.1846,0.2091,0.2685,0.0195,0.0044,0.0285,0.1126,0.1638,0.2103,0.3929,0.0877,0.0155,0.0539,0.1294,0.1142,0.1466,0.4516,0.0889,0.5706,0.2695,0.0992,0.0221,0.0195,0.0134,0.0056
"Murray Hill, Manhattan",east_41st_street/east_to_west/027_n00614_W.jpg,n00614,east_41st_street,east_to_west,W,27,W,True,,East 41st Street,mid_block,f23,2,1.757677275265215,7,6.557123910572186,2,2.240324763193505,2,2.446759920068513,5,5.346294267981015,2,2.079196876742889,5,4.823062981422746,6,5.70422376993934,6,5.761791154340246,1,1.4279970076678512,,,,155.7528,18.86133112504846,8.257784085724218,8.257784085724218,measured,0.2968897738087739,0.9531707618938876,0.0238304059644171,1,7,2,2,6,2,6,6,6,1,0.4059,0.3582,0.1692,0.0378,0.0202,0.0051,0.0035,0.0046,0.0097,0.0433,0.0433,0.1512,0.22,0.5278,0.2241,0.3695,0.2878,0.0728,0.0268,0.0143,0.0047,0.1655,0.3503,0.2125,0.146,0.0782,0.0418,0.0057,0.0106,0.0327,0.1008,0.1294,0.2739,0.3518,0.1008,0.2793,0.3586,0.1919,0.0623,0.0485,0.0334,0.026,0.0125,0.0558,0.1719,0.1948,0.2207,0.3211,0.0233,0.0026,0.0173,0.0774,0.1275,0.1856,0.4451,0.1445,0.0061,0.0271,0.0947,0.0947,0.1378,0.5449,0.0947,0.5347,0.2862,0.1053,0.0266,0.0235,0.0161,0.0076
"Murray Hill, Manhattan",east_41st_street/east_to_west/028_n00613_W.jpg,n00613,east_41st_street,east_to_west,W,28,W,True,,East 41st Street,mid_block,f23,2,2.4677521340499524,7,6.583609576427256,3,2.8476863753213366,3,2.635148042024833,6,5.512823902696986,3,2.5503379580220567,6,5.6826886969583175,6,5.699782135076253,6,6.0727707006369425,2,1.8889264010803513,,,,155.7528,18.819271824590288,8.27623945558217,8.27623945558217,measured,1.0093063811283285,0.9556603202077516,0.0241897132323582,2,7,3,2,6,2,6,6,6,1,0.1919,0.3163,0.3163,0.1164,0.0428,0.0123,0.004,0.0047,0.0099,0.0393,0.0393,0.1373,0.2264,0.543,0.1263,0.236,0.389,0.1431,0.0597,0.041,0.0049,0.163,0.3046,0.2094,0.163,0.0989,0.0529,0.0081,0.0078,0.0242,0.0844,0.1228,0.2599,0.3782,0.1228,0.1932,0.2811,0.2811,0.1034,0.0627,0.0554,0.0231,0.0022,0.0111,0.0636,0.1049,0.222,0.5326,0.0636,0.0024,0.0139,0.0704,0.1315,0.1913,0.459,0.1315,0.0014,0.0048,0.0244,0.0354,0.075,0.628,0.231,0.3803,0.2962,0.1796,0.0583,0.0454,0.0312,0.0089
"Murray Hill, Manhattan",east_41st_street/east_to_west/029_n00612_W.jpg,n00612,east_41st_street,east_to_west,W,29,W,True,,East 41st Street,mid_block,f23,2,1.5829448862078421,6,6.355551053484604,2,1.8752316960148285,3,2.8144306131857997,5,5.3994901675163876,2,1.7945544554455444,6,5.781217926787547,6,5.720783532536521,6,5.984223300970874,2,1.73683404776485,,,,155.7528,18.786378248106885,8.29073054651688,8.29073054651688,measured,0.8385798824541815,0.9568523195479997,0.0233783221520902,1,7,2,2,6,1,6,6,6,1,0.4683,0.3647,0.1184,0.0264,0.0141,0.0052,0.0028,0.0066,0.0123,0.0486,0.0551,0.1696,0.2468,0.4611,0.3362,0.4316,0.1588,0.0401,0.0148,0.0148,0.0037,0.1491,0.2785,0.2169,0.1689,0.1161,0.0621,0.0084,0.0106,0.0289,0.0891,0.1297,0.2746,0.3526,0.1145,0.3891,0.3434,0.1432,0.041,0.0319,0.0319,0.0194,0.0014,0.0074,0.048,0.0897,0.1898,0.5846,0.0791,0.0024,0.012,0.0693,0.1294,0.1883,0.4518,0.1467,0.0017,0.0061,0.0308,0.0395,0.0836,0.7004,0.1379,0.4193,0.3266,0.1543,0.039,0.0304,0.0237,0.0068
"Murray Hill, Manhattan",east_41st_street/east_to_west/030_n00611_W.jpg,n00611,east_41st_street,east_to_west,W,30,W,True,,East 41st Street,mid_block,f23,3,2.6918152720621853,6,5.667183729748363,2,2.3287523162445956,3,2.8861949529935673,4,4.323044297832234,2,2.0375521557719054,6,5.888996860517267,6,5.869363395225464,6,5.944591852661151,2,2.078393881453155,,,,135.88746,18.55423484244208,7.323797567181957,7.323797567181957,measured,0.0723231693680311,0.8920287486669078,0.054419948057122,1,5,2,2,5,1,6,6,6,1,0.2808,0.1703,0.2187,0.1503,0.1033,0.0627,0.014,0.0047,0.0112,0.0647,0.0831,0.2901,0.2901,0.256,0.2226,0.3238,0.2226,0.0928,0.0563,0.0638,0.0183,0.1574,0.2595,0.2021,0.1784,0.1082,0.0843,0.0101,0.0253,0.078,0.2122,0.2122,0.2404,0.2122,0.0197,0.3259,0.2876,0.154,0.0566,0.0642,0.0727,0.0389,0.0015,0.0074,0.0377,0.0622,0.1317,0.6689,0.0905,0.0018,0.0106,0.054,0.1009,0.1664,0.4524,0.2137,0.0023,0.0091,0.041,0.0526,0.1113,0.6407,0.143,0.3138,0.3138,0.2156,0.0618,0.0481,0.0375,0.0095
"Murray Hill, Manhattan",east_41st_street/east_to_west/031_n00610_W.jpg,n00610,east_41st_street,east_to_west,W,31,W,True,,East 41st Street,mid_block,f23,3,2.8438173201206376,6,5.917184265010352,2,1.9275607180570224,2,2.002385496183206,3,3.4843683083511774,2,2.02000635122261,6,5.687592047128129,6,5.861234368697056,6,5.811609686609686,2,1.9983760375315769,,,,143.076168,18.55487746225436,7.710973478054793,7.710973478054793,measured,0.0110243625653091,0.9490779630500096,0.0221327394275509,1,7,2,2,3,1,6,6,6,1,0.2321,0.1807,0.2321,0.1408,0.1242,0.0753,0.0148,0.0053,0.0127,0.0647,0.0733,0.2257,0.2898,0.3284,0.2872,0.4735,0.1197,0.0343,0.0303,0.0343,0.0208,0.2881,0.4192,0.1542,0.0826,0.039,0.0143,0.0025,0.0973,0.1605,0.2335,0.1416,0.1819,0.1605,0.0246,0.3149,0.3149,0.1488,0.0426,0.062,0.062,0.0547,0.0029,0.0164,0.0735,0.107,0.1998,0.5432,0.0573,0.0018,0.0091,0.0523,0.0976,0.161,0.4958,0.1824,0.0055,0.0247,0.0861,0.0861,0.1253,0.5616,0.1106,0.3558,0.2771,0.1904,0.0618,0.0546,0.0481,0.0122
"Murray Hill, Manhattan",east_41st_street/east_to_west/032_n00609_W.jpg,n00609,east_41st_street,east_to_west,W,32,W,True,,East 41st Street,mid_block,f23,3,2.8138338414634143,6,5.71381705905056,2,2.1706266318537857,3,2.592057761732852,5,4.526774330641734,2,1.9200972447325768,6,5.762799474893338,6,5.818346774193548,6,5.929856411949166,2,2.1345604002859186,,,,143.076168,18.744828905823685,7.632834032192674,7.632834032192674,measured,0.0045614914375912,0.9582610649307002,0.0212159092234897,3,7,2,2,5,1,6,6,6,1,0.2315,0.1803,0.2624,0.1591,0.0965,0.0585,0.0115,0.0054,0.0146,0.0841,0.0841,0.2591,0.2591,0.2936,0.2323,0.383,0.205,0.0666,0.0457,0.0457,0.0216,0.1939,0.2821,0.1939,0.1332,0.1038,0.0808,0.0124,0.0219,0.0674,0.2077,0.2077,0.2353,0.2353,0.0248,0.3495,0.3085,0.1457,0.0473,0.0536,0.0536,0.0417,0.0015,0.0087,0.05,0.0825,0.1979,0.6094,0.05,0.0018,0.0103,0.0592,0.1107,0.161,0.496,0.161,0.0028,0.0126,0.0564,0.0639,0.1053,0.6059,0.1532,0.317,0.2798,0.2179,0.0707,0.0551,0.0486,0.0108
"Murray Hill, Manhattan",east_41st_street/east_to_west/033_n00608_W.jpg,n00608,east_41st_street,east_to_west,W,33,W,True,,East 41st Street,mid_block,f23,2,1.6341713699332991,7,6.615104721334753,2,2.0057718424626527,2,2.2849146375594738,4,4.482675906183369,2,1.7793831168831165,5,5.439438390611903,6,5.898953117888029,6,5.827316710085597,2,1.902763561924258,,,,143.076168,18.93492998730151,7.556202642204242,7.556202642204242,measured,0.0,0.9560830330773274,0.0220504884632565,1,7,2,2,5,1,6,6,6,1,0.4676,0.1949,0.172,0.0633,0.0558,0.0339,0.0125,0.003,0.0071,0.036,0.0408,0.1425,0.2073,0.5634,0.268,0.4418,0.1625,0.0466,0.032,0.032,0.0171,0.2167,0.3573,0.1912,0.116,0.0704,0.0427,0.0058,0.0288,0.0886,0.2126,0.1876,0.2409,0.2126,0.0288,0.3955,0.308,0.1284,0.0368,0.0472,0.0472,0.0368,0.0064,0.0323,0.1127,0.1277,0.2386,0.4458,0.0366,0.0014,0.008,0.0463,0.0865,0.1832,0.4394,0.2352,0.0053,0.0208,0.0824,0.0824,0.1359,0.5374,0.1359,0.3763,0.2931,0.1778,0.0509,0.0509,0.0397,0.0114
"Murray Hill, Manhattan",east_41st_street/east_to_west/034_n00607_W.jpg,n00607,east_41st_street,east_to_west,W,34,W,True,,East 41st Street,mid_block,f23,1,1.155646654324253,7,6.80851949493548,2,2.124444937833037,3,2.5551508844953172,5,5.050283860502839,2,1.8044709388971685,5,5.399117971334069,6,5.728919491525423,6,5.812488555209669,2,1.808606294155427,,,,97.785936,21.425458479065743,4.5640066977117,4.5640066977117,measured,0.0272833328439037,0.9581233380238092,0.0202432503624652,1,7,2,2,6,1,6,6,6,1,0.7562,0.1314,0.0621,0.0157,0.0178,0.0084,0.0084,0.0033,0.0055,0.0279,0.0247,0.076,0.1419,0.7207,0.2127,0.4504,0.2127,0.0609,0.0288,0.0224,0.012,0.1696,0.3169,0.1922,0.1696,0.0908,0.0551,0.0058,0.0202,0.055,0.1496,0.1496,0.2466,0.3166,0.0624,0.3802,0.3355,0.1234,0.0401,0.0454,0.0401,0.0354,0.0034,0.0197,0.0883,0.1456,0.2721,0.4485,0.0223,0.0017,0.0111,0.0639,0.1193,0.1968,0.472,0.1352,0.0054,0.0212,0.0652,0.0838,0.1565,0.5461,0.1219,0.3998,0.3114,0.1667,0.0477,0.0372,0.029,0.0083
"Murray Hill, Manhattan",east_41st_street/east_to_west/035_n00606_W.jpg,n00606,east_41st_street,east_to_west,W,35,W,True,,East 41st Street,mid_block,f23,1,1.2264067995310668,7,6.649871904355252,2,2.1509658955401862,2,2.43071450665017,5,5.194582220526517,2,2.0524508643144683,5,5.4542296689824274,6,5.746597537265068,6,5.808345246604718,2,1.696595460614152,,,,95.323152,21.61509207315288,4.410027571355876,4.410027571355876,measured,0.0955061537817204,0.9581100042980896,0.0204256015482748,1,7,2,2,6,2,6,6,6,1,0.6824,0.1725,0.0815,0.0206,0.0234,0.011,0.0086,0.0045,0.0095,0.0424,0.0374,0.1306,0.1901,0.5855,0.2244,0.4193,0.2543,0.0567,0.0237,0.0163,0.0053,0.1961,0.3233,0.1731,0.1527,0.0926,0.0562,0.0059,0.0168,0.0455,0.1238,0.1403,0.2621,0.3365,0.0751,0.2562,0.4223,0.1761,0.0504,0.0393,0.0347,0.021,0.0045,0.0258,0.09,0.1484,0.2447,0.4573,0.0292,0.0019,0.0123,0.0626,0.117,0.193,0.4629,0.1503,0.0055,0.0217,0.0757,0.0858,0.1415,0.5596,0.1102,0.4359,0.2996,0.1415,0.0405,0.0405,0.0316,0.0103
"Murray Hill, Manhattan",east_41st_street/east_to_west/036_n00605_W.jpg,n00605,east_41st_street,east_to_west,W,36,W,True,,East 41st Street,mid_block,f23,1,1.4563998453209592,7,6.7635555555555555,2,2.4683544303797467,4,3.7979262672811056,5,5.374551971326165,2,2.1997167138810196,6,5.547001452583523,6,5.846944770857815,6,5.943567297170548,2,1.9135273972602742,,,,87.133176,21.7951738491992,3.99781972848092,3.99781972848092,measured,0.1224936479292481,0.9587036065845672,0.0213346993382132,1,7,2,3,6,2,6,6,6,1,0.5172,0.2156,0.1482,0.0481,0.0425,0.0177,0.0107,0.0058,0.0085,0.0297,0.0297,0.0806,0.1707,0.675,0.1366,0.3713,0.3277,0.0939,0.0391,0.0237,0.0077,0.0622,0.1492,0.217,0.217,0.1915,0.1492,0.0139,0.0084,0.0294,0.0906,0.1318,0.279,0.3582,0.1026,0.2078,0.3883,0.1834,0.0675,0.0595,0.0525,0.0409,0.0022,0.0128,0.0837,0.1218,0.2579,0.4819,0.0396,0.0016,0.0083,0.0475,0.1005,0.1658,0.5106,0.1658,0.0026,0.0103,0.0409,0.0525,0.1112,0.6397,0.1427,0.3504,0.3504,0.1655,0.0537,0.0418,0.0288,0.0093
"Murray Hill, Manhattan",east_41st_street/east_to_west/037_n00604_W.jpg,n00604,east_41st_street,east_to_west,W,37,W,True,,East 41st Street,mid_block,f23,1,1.396892138939671,6,5.975892528524107,2,2.3339285714285714,3,3.4233234714003946,6,5.6526689520078355,2,2.294527896995708,6,5.520673813169985,6,5.7509562841530055,6,5.707241746538871,1,1.4850317208564632,,,,95.323152,39.54905466789186,2.4102510869213947,2.4102510869213947,measured,0.0415349388636496,0.9015328614882584,0.0422659906874492,1,7,2,3,6,2,6,6,6,1,0.547,0.1567,0.1077,0.0509,0.074,0.0449,0.0187,0.0174,0.0286,0.0779,0.0687,0.1868,0.2717,0.3489,0.1634,0.392,0.2378,0.0875,0.0531,0.0468,0.0195,0.123,0.179,0.2028,0.1579,0.1579,0.1579,0.0214,0.0075,0.0203,0.0626,0.1033,0.2477,0.4084,0.1502,0.2467,0.2796,0.1497,0.0624,0.0908,0.0908,0.0801,0.0084,0.0375,0.102,0.131,0.2159,0.4571,0.0482,0.0076,0.034,0.0925,0.1049,0.1729,0.366,0.222,0.0182,0.0495,0.1048,0.1048,0.1345,0.4695,0.1187,0.5044,0.3059,0.1125,0.0285,0.0251,0.0173,0.0063
"Murray Hill, Manhattan",east_41st_street/east_to_west/038_n00603_W.jpg,n00603,east_41st_street,east_to_west,W,38,W,True,,East 41st Street,mid_block,f23,1,1.4863600159299084,7,6.8308527755430415,3,2.7788605697151425,3,2.861874386653582,5,5.236286919831223,3,2.7949607027276926,6,5.755772931366261,6,5.9516721438237,6,5.948726217349242,2,2.1831074692719823,,,,109.441488,,,4.8321276221328695,radius_mean,0.5381204817115142,0.9469095892536378,0.022479364408848,1,7,3,2,6,2,6,6,6,2,0.5022,0.2372,0.1439,0.0467,0.0412,0.0195,0.0092,0.0018,0.003,0.0155,0.0175,0.0694,0.1469,0.7458,0.1083,0.2943,0.3335,0.1227,0.0744,0.058,0.0089,0.1588,0.2617,0.2038,0.1588,0.1091,0.0963,0.0115,0.0076,0.03,0.1046,0.1522,0.2844,0.3652,0.056,0.1312,0.2777,0.2163,0.1022,0.1158,0.1022,0.0547,0.0014,0.0078,0.0452,0.0844,0.2024,0.6236,0.0352,0.0013,0.0051,0.0331,0.0793,0.1482,0.5173,0.2157,0.0025,0.01,0.0449,0.0577,0.1078,0.6202,0.1568,0.28,0.3173,0.2471,0.0625,0.0487,0.0379,0.0066
"Murray Hill, Manhattan",east_41st_street/east_to_west/039_n00602_W.jpg,n00602,east_41st_street,east_to_west,W,39,W,True,,East 41st Street,mid_block,f23,1,1.2874622596535832,7,6.67346600331675,2,2.3826966932725195,2,2.2663628831814417,5,5.349756463094792,2,2.189150606709493,5,5.290977147360126,6,5.6705816554809845,6,6.0221958658082,2,1.7675698560541913,,,,134.366508,18.52308119564008,7.254004157344345,7.254004157344345,measured,0.1057997155884885,0.9265830801495342,0.0374944576515134,1,7,2,2,6,2,6,6,6,1,0.6293,0.1803,0.1094,0.0313,0.0277,0.0131,0.009,0.0032,0.0067,0.034,0.0386,0.1187,0.1958,0.603,0.1878,0.3508,0.3096,0.0887,0.0326,0.0254,0.005,0.2196,0.3621,0.1938,0.1176,0.0629,0.0382,0.0059,0.0081,0.0281,0.0982,0.1429,0.2669,0.3884,0.0675,0.1985,0.4203,0.1985,0.0645,0.0502,0.0443,0.0237,0.0036,0.0236,0.1199,0.1539,0.2538,0.4184,0.0267,0.0023,0.0135,0.0777,0.1451,0.1863,0.447,0.1281,0.0019,0.0066,0.0333,0.0484,0.1026,0.5902,0.2171,0.4015,0.3543,0.1477,0.0373,0.0291,0.0227,0.0074
"Murray Hill, Manhattan",east_41st_street/east_to_west/040_n00601_W.jpg,n00601,east_41st_street,east_to_west,W,40,W,True,,East 41st Street,mid_block,f23,3,3.0334685598377282,6,5.764048865619546,3,2.822530864197531,2,2.438222222222222,5,4.73776455026455,2,2.491505662891406,6,5.644049346879536,6,5.733500578927055,6,5.746934127540294,2,1.8715151515151516,,,,123.559824,18.520227850126886,6.671614679900035,6.671614679900035,measured,0.0511855395771725,0.9625393781147024,0.0204852105958888,3,6,3,2,5,2,6,6,6,1,0.1583,0.1794,0.2958,0.2033,0.1088,0.0454,0.0089,0.0052,0.0143,0.0724,0.0821,0.2529,0.2865,0.2865,0.1021,0.2776,0.3564,0.1311,0.0795,0.0426,0.0108,0.1806,0.3375,0.2047,0.1407,0.0853,0.0457,0.0055,0.0117,0.0525,0.1619,0.2078,0.3024,0.2355,0.0281,0.1821,0.3002,0.2063,0.0975,0.0975,0.0759,0.0406,0.0015,0.0089,0.0581,0.123,0.2298,0.5512,0.0274,0.0015,0.0084,0.0482,0.131,0.1906,0.5182,0.102,0.0038,0.0172,0.0772,0.0992,0.1635,0.5708,0.0682,0.374,0.33,0.1767,0.0506,0.0348,0.0271,0.0068
"Murray Hill, Manhattan",east_41st_street/east_to_west/041_n00600_W.jpg,n00600,east_41st_street,east_to_west,W,41,W,True,,East 41st Street,mid_block,f23,3,3.0071747448979593,6,5.558996539792387,3,2.991590749824807,3,2.6269349845201235,5,5.008480825958702,3,2.8840628132308717,6,5.6495606655449615,6,5.753467191057752,6,5.857330057330057,2,1.9782326185834957,,,,134.366508,18.520251784447904,7.255112379888497,7.255112379888497,measured,0.06920952866444,0.963459447718267,0.020026724872915,3,5,3,2,6,3,6,6,6,1,0.1678,0.1678,0.3136,0.1902,0.1018,0.0481,0.0107,0.006,0.0144,0.0828,0.0938,0.289,0.289,0.2251,0.0843,0.2022,0.4281,0.1785,0.0657,0.0351,0.0061,0.151,0.3196,0.1938,0.151,0.1037,0.0713,0.0097,0.0119,0.0416,0.1281,0.1864,0.2712,0.3073,0.0534,0.1101,0.2641,0.2993,0.1602,0.0857,0.0589,0.0217,0.0025,0.0126,0.0639,0.1193,0.223,0.5349,0.0439,0.002,0.0114,0.0654,0.1221,0.1777,0.4831,0.1384,0.0032,0.0144,0.0568,0.0729,0.1362,0.6105,0.1061,0.3487,0.3078,0.2115,0.0535,0.0417,0.0286,0.0082
"Murray Hill, Manhattan",east_41st_street/east_to_west/042_n00599_W.jpg,n00599,east_41st_street,east_to_west,W,42,W,True,,East 41st Street,mid_block,f23,2,1.9291967044284246,6,6.108494065281899,2,2.113832516911593,2,2.224639514292942,5,4.794507924806488,2,1.7976034143138544,6,5.678152753108348,6,5.806264728986646,6,5.7659667541557305,2,1.670101406607785,,,,63.41364000000001,18.479005794338647,3.431658645803761,3.431658645803761,measured,0.1082226063424622,0.9647500554270244,0.0197080538545379,1,7,2,2,5,1,6,6,6,1,0.4111,0.1942,0.1714,0.0917,0.0714,0.0491,0.011,0.0044,0.0105,0.0531,0.0602,0.21,0.2696,0.3923,0.2295,0.4287,0.1787,0.058,0.0452,0.0452,0.0147,0.2116,0.3953,0.1867,0.1133,0.0606,0.0286,0.0039,0.0173,0.0605,0.1645,0.1864,0.2713,0.2713,0.0286,0.3911,0.3046,0.127,0.0412,0.0467,0.0529,0.0364,0.0026,0.0132,0.0672,0.1109,0.2071,0.563,0.036,0.0018,0.0106,0.0537,0.1136,0.1653,0.5092,0.1459,0.0063,0.0251,0.0876,0.0876,0.1445,0.5715,0.0773,0.4448,0.3057,0.1444,0.0414,0.0322,0.0251,0.0063
