vertical_greenery,vertical_hardscape,green_eye_level,green_softening,signage_detail,enclosure,facade_variation,walking_room,ground_floor_activity,rest_affordance,greenery_layer,dominant_edge,file,street,direction,node_id,cardinal,side,seq
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/north_to_south/22_n00092_S_L.jpg,3rd_avenue,north_to_south,n00092,S,L,22
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/north_to_south/22_n00092_S_R.jpg,3rd_avenue,north_to_south,n00092,S,R,22
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/23_n00091_S_L.jpg,3rd_avenue,north_to_south,n00091,S,L,23
1.0,7.0,1.0,1.0,7.0,7.0,5.0,5.0,5.0,1.0,hedge,shopfront,3rd_avenue/north_to_south/23_n00091_S_R.jpg,3rd_avenue,north_to_south,n00091,S,R,23
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/24_n00090_S_L.jpg,3rd_avenue,north_to_south,n00090,S,L,24
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/24_n00090_S_R.jpg,3rd_avenue,north_to_south,n00090,S,R,24
1.0,7.0,1.0,1.0,3.0,7.0,1.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/north_to_south/25_n00089_S_L.jpg,3rd_avenue,north_to_south,n00089,S,L,25
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/25_n00089_S_R.jpg,3rd_avenue,north_to_south,n00089,S,R,25
1.0,6.0,2.0,1.0,3.0,6.0,3.0,4.0,3.0,1.0,tree_canopy,shopfront,3rd_avenue/north_to_south/26_n00088_S_L.jpg,3rd_avenue,north_to_south,n00088,S,L,26
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/26_n00088_S_R.jpg,3rd_avenue,north_to_south,n00088,S,R,26
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,5.0,1.0,tree_canopy,blank_wall,3rd_avenue/north_to_south/27_n00087_S_L.jpg,3rd_avenue,north_to_south,n00087,S,L,27
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/27_n00087_S_R.jpg,3rd_avenue,north_to_south,n00087,S,R,27
1.0,6.0,3.0,2.0,5.0,6.0,3.0,4.0,5.0,1.0,tree_canopy,shopfront,3rd_avenue/north_to_south/28_n00086_S_L.jpg,3rd_avenue,north_to_south,n00086,S,L,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/28_n00086_S_R.jpg,3rd_avenue,north_to_south,n00086,S,R,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/29_n00085_S_L.jpg,3rd_avenue,north_to_south,n00085,S,L,29
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/north_to_south/29_n00085_S_R.jpg,3rd_avenue,north_to_south,n00085,S,R,29
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/north_to_south/30_n00084_S_L.jpg,3rd_avenue,north_to_south,n00084,S,L,30
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,3rd_avenue/north_to_south/30_n00084_S_R.jpg,3rd_avenue,north_to_south,n00084,S,R,30
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/north_to_south/31_n00083_S_L.jpg,3rd_avenue,north_to_south,n00083,S,L,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/north_to_south/31_n00083_S_R.jpg,3rd_avenue,north_to_south,n00083,S,R,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/32_n00082_S_L.jpg,3rd_avenue,north_to_south,n00082,S,L,32
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/north_to_south/32_n00082_S_R.jpg,3rd_avenue,north_to_south,n00082,S,R,32
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/north_to_south/33_n00081_S_L.jpg,3rd_avenue,north_to_south,n00081,S,L,33
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/north_to_south/33_n00081_S_R.jpg,3rd_avenue,north_to_south,n00081,S,R,33
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/north_to_south/34_n00080_S_L.jpg,3rd_avenue,north_to_south,n00080,S,L,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/north_to_south/34_n00080_S_R.jpg,3rd_avenue,north_to_south,n00080,S,R,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/01_n00080_N_L.jpg,3rd_avenue,south_to_north,n00080,N,L,1
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/01_n00080_N_R.jpg,3rd_avenue,south_to_north,n00080,N,R,1
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/02_n00081_N_L.jpg,3rd_avenue,south_to_north,n00081,N,L,2
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,5.0,1.0,none,blank_wall,3rd_avenue/south_to_north/02_n00081_N_R.jpg,3rd_avenue,south_to_north,n00081,N,R,2
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/03_n00082_N_L.jpg,3rd_avenue,south_to_north,n00082,N,L,3
1.0,7.0,1.0,1.0,7.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/03_n00082_N_R.jpg,3rd_avenue,south_to_north,n00082,N,R,3
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/04_n00083_N_L.jpg,3rd_avenue,south_to_north,n00083,N,L,4
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/04_n00083_N_R.jpg,3rd_avenue,south_to_north,n00083,N,R,4
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/05_n00084_N_L.jpg,3rd_avenue,south_to_north,n00084,N,L,5
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/05_n00084_N_R.jpg,3rd_avenue,south_to_north,n00084,N,R,5
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/06_n00085_N_L.jpg,3rd_avenue,south_to_north,n00085,N,L,6
1.0,7.0,1.0,1.0,3.0,7.0,1.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/06_n00085_N_R.jpg,3rd_avenue,south_to_north,n00085,N,R,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/07_n00086_N_L.jpg,3rd_avenue,south_to_north,n00086,N,L,7
3.0,6.0,2.0,3.0,4.0,6.0,3.0,4.0,3.0,2.0,tree_canopy,shopfront,3rd_avenue/south_to_north/07_n00086_N_R.jpg,3rd_avenue,south_to_north,n00086,N,R,7
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/08_n00087_N_L.jpg,3rd_avenue,south_to_north,n00087,N,L,8
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/08_n00087_N_R.jpg,3rd_avenue,south_to_north,n00087,N,R,8
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/09_n00088_N_L.jpg,3rd_avenue,south_to_north,n00088,N,L,9
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/09_n00088_N_R.jpg,3rd_avenue,south_to_north,n00088,N,R,9
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,5.0,1.0,hedge,shopfront,3rd_avenue/south_to_north/10_n00089_N_L.jpg,3rd_avenue,south_to_north,n00089,N,L,10
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/10_n00089_N_R.jpg,3rd_avenue,south_to_north,n00089,N,R,10
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/11_n00090_N_L.jpg,3rd_avenue,south_to_north,n00090,N,L,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/11_n00090_N_R.jpg,3rd_avenue,south_to_north,n00090,N,R,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/12_n00091_N_L.jpg,3rd_avenue,south_to_north,n00091,N,L,12
3.0,6.0,5.0,4.0,3.0,6.0,4.0,5.0,3.0,2.0,tree_canopy,planting,3rd_avenue/south_to_north/12_n00091_N_R.jpg,3rd_avenue,south_to_north,n00091,N,R,12
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/13_n00092_N_L.jpg,3rd_avenue,south_to_north,n00092,N,L,13
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/13_n00092_N_R.jpg,3rd_avenue,south_to_north,n00092,N,R,13
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/14_n00093_N_L.jpg,3rd_avenue,south_to_north,n00093,N,L,14
1.0,7.0,1.0,1.0,5.0,7.0,1.0,5.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/14_n00093_N_R.jpg,3rd_avenue,south_to_north,n00093,N,R,14
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/15_n00094_N_L.jpg,3rd_avenue,south_to_north,n00094,N,L,15
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/15_n00094_N_R.jpg,3rd_avenue,south_to_north,n00094,N,R,15
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/16_n00095_N_L.jpg,3rd_avenue,south_to_north,n00095,N,L,16
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/16_n00095_N_R.jpg,3rd_avenue,south_to_north,n00095,N,R,16
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/17_n00096_N_L.jpg,3rd_avenue,south_to_north,n00096,N,L,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/17_n00096_N_R.jpg,3rd_avenue,south_to_north,n00096,N,R,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/18_n00097_N_L.jpg,3rd_avenue,south_to_north,n00097,N,L,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/18_n00097_N_R.jpg,3rd_avenue,south_to_north,n00097,N,R,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/19_n00098_N_L.jpg,3rd_avenue,south_to_north,n00098,N,L,19
3.0,6.0,2.0,3.0,4.0,6.0,3.0,4.0,3.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/19_n00098_N_R.jpg,3rd_avenue,south_to_north,n00098,N,R,19
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/20_n00099_N_L.jpg,3rd_avenue,south_to_north,n00099,N,L,20
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/20_n00099_N_R.jpg,3rd_avenue,south_to_north,n00099,N,R,20
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/21_n00100_N_L.jpg,3rd_avenue,south_to_north,n00100,N,L,21
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/21_n00100_N_R.jpg,3rd_avenue,south_to_north,n00100,N,R,21
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/22_n00101_N_L.jpg,3rd_avenue,south_to_north,n00101,N,L,22
1.0,7.0,1.0,1.0,5.0,7.0,5.0,5.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/22_n00101_N_R.jpg,3rd_avenue,south_to_north,n00101,N,R,22
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/23_n00102_N_L.jpg,3rd_avenue,south_to_north,n00102,N,L,23
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/23_n00102_N_R.jpg,3rd_avenue,south_to_north,n00102,N,R,23
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/24_n00103_N_L.jpg,3rd_avenue,south_to_north,n00103,N,L,24
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/24_n00103_N_R.jpg,3rd_avenue,south_to_north,n00103,N,R,24
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/25_n00104_N_L.jpg,3rd_avenue,south_to_north,n00104,N,L,25
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/25_n00104_N_R.jpg,3rd_avenue,south_to_north,n00104,N,R,25
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/26_n00105_N_L.jpg,3rd_avenue,south_to_north,n00105,N,L,26
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/26_n00105_N_R.jpg,3rd_avenue,south_to_north,n00105,N,R,26
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/27_n00106_N_L.jpg,3rd_avenue,south_to_north,n00106,N,L,27
1.0,7.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/27_n00106_N_R.jpg,3rd_avenue,south_to_north,n00106,N,R,27
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/28_n00107_N_L.jpg,3rd_avenue,south_to_north,n00107,N,L,28
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/28_n00107_N_R.jpg,3rd_avenue,south_to_north,n00107,N,R,28
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,3rd_avenue/south_to_north/29_n00108_N_L.jpg,3rd_avenue,south_to_north,n00108,N,L,29
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/29_n00108_N_R.jpg,3rd_avenue,south_to_north,n00108,N,R,29
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/30_n00109_N_L.jpg,3rd_avenue,south_to_north,n00109,N,L,30
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/30_n00109_N_R.jpg,3rd_avenue,south_to_north,n00109,N,R,30
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,3rd_avenue/south_to_north/31_n00110_N_L.jpg,3rd_avenue,south_to_north,n00110,N,L,31
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/31_n00110_N_R.jpg,3rd_avenue,south_to_north,n00110,N,R,31
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/32_n00111_N_L.jpg,3rd_avenue,south_to_north,n00111,N,L,32
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,7.0,1.0,tree_canopy,shopfront,3rd_avenue/south_to_north/32_n00111_N_R.jpg,3rd_avenue,south_to_north,n00111,N,R,32
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/33_n00112_N_L.jpg,3rd_avenue,south_to_north,n00112,N,L,33
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,none,blank_wall,3rd_avenue/south_to_north/33_n00112_N_R.jpg,3rd_avenue,south_to_north,n00112,N,R,33
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/34_n00113_N_L.jpg,3rd_avenue,south_to_north,n00113,N,L,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,3rd_avenue/south_to_north/34_n00113_N_R.jpg,3rd_avenue,south_to_north,n00113,N,R,34
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/01_n00313_W_L.jpg,east_34th_street,east_to_west,n00313,W,L,1
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/01_n00313_W_R.jpg,east_34th_street,east_to_west,n00313,W,R,1
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,none,blank_wall,east_34th_street/east_to_west/02_n00312_W_L.jpg,east_34th_street,east_to_west,n00312,W,L,2
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/02_n00312_W_R.jpg,east_34th_street,east_to_west,n00312,W,R,2
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/03_n00311_W_L.jpg,east_34th_street,east_to_west,n00311,W,L,3
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/03_n00311_W_R.jpg,east_34th_street,east_to_west,n00311,W,R,3
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/04_n00310_W_L.jpg,east_34th_street,east_to_west,n00310,W,L,4
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/04_n00310_W_R.jpg,east_34th_street,east_to_west,n00310,W,R,4
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/05_n00309_W_L.jpg,east_34th_street,east_to_west,n00309,W,L,5
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/05_n00309_W_R.jpg,east_34th_street,east_to_west,n00309,W,R,5
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,5.0,1.0,hedge,shopfront,east_34th_street/east_to_west/06_n00308_W_L.jpg,east_34th_street,east_to_west,n00308,W,L,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/06_n00308_W_R.jpg,east_34th_street,east_to_west,n00308,W,R,6
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/07_n00307_W_L.jpg,east_34th_street,east_to_west,n00307,W,L,7
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/07_n00307_W_R.jpg,east_34th_street,east_to_west,n00307,W,R,7
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/08_n00306_W_L.jpg,east_34th_street,east_to_west,n00306,W,L,8
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/08_n00306_W_R.jpg,east_34th_street,east_to_west,n00306,W,R,8
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/09_n00305_W_L.jpg,east_34th_street,east_to_west,n00305,W,L,9
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/09_n00305_W_R.jpg,east_34th_street,east_to_west,n00305,W,R,9
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/10_n00304_W_L.jpg,east_34th_street,east_to_west,n00304,W,L,10
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/10_n00304_W_R.jpg,east_34th_street,east_to_west,n00304,W,R,10
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/11_n00303_W_L.jpg,east_34th_street,east_to_west,n00303,W,L,11
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/11_n00303_W_R.jpg,east_34th_street,east_to_west,n00303,W,R,11
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/12_n00302_W_L.jpg,east_34th_street,east_to_west,n00302,W,L,12
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/12_n00302_W_R.jpg,east_34th_street,east_to_west,n00302,W,R,12
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/13_n00301_W_L.jpg,east_34th_street,east_to_west,n00301,W,L,13
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/13_n00301_W_R.jpg,east_34th_street,east_to_west,n00301,W,R,13
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/14_n00300_W_L.jpg,east_34th_street,east_to_west,n00300,W,L,14
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/14_n00300_W_R.jpg,east_34th_street,east_to_west,n00300,W,R,14
1.0,7.0,1.0,1.0,7.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/15_n00299_W_L.jpg,east_34th_street,east_to_west,n00299,W,L,15
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/15_n00299_W_R.jpg,east_34th_street,east_to_west,n00299,W,R,15
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/16_n00298_W_L.jpg,east_34th_street,east_to_west,n00298,W,L,16
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/16_n00298_W_R.jpg,east_34th_street,east_to_west,n00298,W,R,16
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/17_n00297_W_L.jpg,east_34th_street,east_to_west,n00297,W,L,17
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/17_n00297_W_R.jpg,east_34th_street,east_to_west,n00297,W,R,17
1.0,7.0,1.0,1.0,5.0,7.0,5.0,3.0,5.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/18_n00296_W_L.jpg,east_34th_street,east_to_west,n00296,W,L,18
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/18_n00296_W_R.jpg,east_34th_street,east_to_west,n00296,W,R,18
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,tree_canopy,blank_wall,east_34th_street/east_to_west/19_n00295_W_L.jpg,east_34th_street,east_to_west,n00295,W,L,19
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/19_n00295_W_R.jpg,east_34th_street,east_to_west,n00295,W,R,19
1.0,7.0,1.0,1.0,3.0,7.0,3.0,3.0,3.0,1.0,hedge,blank_wall,east_34th_street/east_to_west/20_n00294_W_L.jpg,east_34th_street,east_to_west,n00294,W,L,20
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/20_n00294_W_R.jpg,east_34th_street,east_to_west,n00294,W,R,20
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/21_n00293_W_L.jpg,east_34th_street,east_to_west,n00293,W,L,21
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/21_n00293_W_R.jpg,east_34th_street,east_to_west,n00293,W,R,21
1.0,7.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,none,blank_wall,east_34th_street/east_to_west/22_n00292_W_L.jpg,east_34th_street,east_to_west,n00292,W,L,22
